ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1585	"ENSG00000185973.6"	"TMLHE"	chrX	-	154736558	154736795	154722017	154722156	154741333	154741453
1596	"ENSG00000130827.5"	"PLXNA3"	chrX	+	153698030	153698127	153697721	153697825	153698319	153698510
1599	"ENSG00000203879.7"	"GDI1"	chrX	+	153670457	153670602	153668870	153670141	153670720	153670775
1609	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153178153	153178256	153176582	153176643	153178477	153178505
1621	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043402	153043550	153042982	153043143	153043715	153043780
1622	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152958495	152958630	152957429	152957562	152958717	152958821
1645	"ENSG00000102287.12"	"GABRE"	chrX	-	151125754	151125958	151124179	151124332	151128310	151128448
1646	"ENSG00000102287.12"	"GABRE"	chrX	-	151127435	151127621	151125754	151125958	151128310	151128448
1667	"ENSG00000241489.3"	"IDS"	chrX	-	148579637	148579838	148577876	148578047	148582479	148582568
1682	"ENSG00000234062.3"	"RP11-308D16.4"	chrX	+	136101445	136101500	136077005	136077154	136103570	136103789
1686	"ENSG00000129675.11"	"ARHGEF6"	chrX	-	135770090	135770150	135767835	135767982	135772768	135772907
1695	"ENSG00000230162.1"	"RP11-97N5.2"	chrX	-	135026481	135026575	135024636	135025262	135026954	135027193
1717	"ENSG00000213468.3"	"RP11-453F18__B.1"	chrX	-	130938999	130939065	130929836	130930359	130959249	130959393
1734	"ENSG00000101972.14"	"STAG2"	chrX	+	123189977	123190085	123185164	123185244	123191715	123191827
1736	"ENSG00000125676.15"	"THOC2"	chrX	-	122747249	122747407	122745290	122745367	122747489	122747559
1738	"ENSG00000125676.15"	"THOC2"	chrX	-	122766711	122766891	122765538	122765703	122767803	122767921
1746	"ENSG00000125351.6"	"UPF3B"	chrX	-	118979160	118979259	118977153	118977264	118985457	118985564
1753	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1755	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117907841	117907938	117900806	117900939	117910389	117910474
1756	"ENSG00000147251.11"	"DOCK11"	chrX	+	117724172	117724265	117722375	117722441	117727176	117727300
1759	"ENSG00000131725.9"	"WDR44"	chrX	+	117570664	117570787	117566743	117566857	117575330	117575522
1770	"ENSG00000101901.6"	"ALG13"	chrX	+	110932314	110932425	110928192	110928331	110961073	110961155
1771	"ENSG00000101901.6"	"ALG13"	chrX	+	110961073	110961155	110928192	110928331	110961339	110961502
1772	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1774	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1777	"ENSG00000101901.6"	"ALG13"	chrX	+	110978278	110978350	110973752	110973808	110979941	110980107
1778	"ENSG00000101901.6"	"ALG13"	chrX	+	110979941	110980107	110973752	110973808	110996017	110996058
1780	"ENSG00000260802.1"	"LINC00890"	chrX	+	110755225	110755322	110754889	110755062	110761302	110765627
1784	"ENSG00000068366.15"	"ACSL4"	chrX	-	108939372	108939425	108926364	108926601	108976367	108976442
1785	"ENSG00000068366.15"	"ACSL4"	chrX	-	108939372	108939425	108926364	108926604	108976367	108976442
1788	"ENSG00000188153.8"	"COL4A5"	chrX	+	107840227	107840298	107838738	107838831	107840606	107840798
1807	"ENSG00000188828.7"	"GLRA4"	chrX	-	102977079	102977220	102973501	102974199	102978783	102978866
1810	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1814	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1817	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840460	102840552	102841576	102842622
1818	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102840490	102840552	102841576	102841877
1819	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840440	102840552	102841576	102841833
1822	"ENSG00000204065.2"	"TCEAL5"	chrX	-	102530202	102530270	102528618	102529518	102531600	102531800
1830	"ENSG00000198908.7"	"BHLHB9"	chrX	+	102002744	102002839	101975884	101975955	102003626	102003809
