ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
322	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62974194	62974556	62944411	62944591
338	"ENSG00000012211.8"	"PRICKLE3"	chrX	-	49040111	49040370	49040186	49040370	49035599	49035737
351	"ENSG00000006757.7"	"PNPLA4"	chrX	-	7895711	7895780	7895726	7895780	7890044	7890139
414	"ENSG00000100075.5"	"SLC25A1"	chr22	-	19165239	19165554	19165454	19165554	19164632	19164717
423	"ENSG00000141959.12"	"PFKL"	chr21	+	45739233	45740030	45739233	45739298	45741611	45741758
456	"ENSG00000101181.13"	"MTG2"	chr20	+	60774174	60774339	60774174	60774313	60775738	60777823
463	"ENSG00000101158.8"	"NELFCD"	chr20	+	57568052	57568599	57568052	57568167	57568678	57569294
480	"ENSG00000101052.8"	"IFT52"	chr20	+	42233641	42233856	42233641	42233713	42242489	42242616
559	"ENSG00000142534.2"	"RPS11"	chr19	+	50000450	50001303	50000450	50000852	50002768	50002946
561	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993554	49993106	49993179	49993731	49993833
601	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
619	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743511	102743574
628	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36501795	36501947
629	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36502305	36502366
634	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
636	"ENSG00000221946.3"	"FXYD7"	chr19	+	35642156	35642385	35642156	35642231	35642535	35642576
678	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
688	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657751	10657514	10657747	10657864	10657929
691	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657758	10657514	10657751	10657864	10657929
692	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657791	10657514	10657751	10657864	10657929
699	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939069	9939002	9939065	9939267	9939351
712	"ENSG00000165271.12"	"NOL6"	chr9	-	33468749	33468870	33468777	33468870	33468505	33468564
735	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615684	1615820	1612205	1612429
740	"ENSG00000117481.6"	"NSUN4"	chr1	+	46810472	46810816	46810472	46810634	46818539	46818700
748	"ENSG00000186522.10"	"SEPT10"	chr2	-	110350623	110350696	110350627	110350696	110343302	110343415
774	"ENSG00000007384.11"	"RHBDF1"	chr16	-	109246	109347	109296	109347	108971	109091
776	"ENSG00000104894.7"	"CD37"	chr19	+	49838970	49839043	49838970	49839039	49839142	49839286
808	"ENSG00000248049.2"	"UBA6-AS1"	chr4	+	68586139	68586769	68586139	68586350	68587194	68588223
812	"ENSG00000213339.4"	"QTRT1"	chr19	+	10812625	10812930	10812625	10812694	10817977	10818056
815	"ENSG00000185624.10"	"P4HB"	chr17	-	79817054	79817263	79817056	79817263	79813417	79813462
860	"ENSG00000160469.12"	"BRSK1"	chr19	+	55798581	55798671	55798581	55798667	55800847	55800988
875	"ENSG00000181513.10"	"ACBD4"	chr17	+	43212707	43212963	43212707	43212959	43213208	43213320
906	"ENSG00000108799.8"	"EZH1"	chr17	-	40879652	40879781	40879679	40879781	40872290	40872467
921	"ENSG00000130414.7"	"NDUFA10"	chr2	-	240957940	240958056	240957969	240958056	240957231	240957322
965	"ENSG00000128487.12"	"SPECC1"	chr17	+	20135512	20135727	20135512	20135718	20149238	20149384
979	"ENSG00000214946.9"	"TBC1D26"	chr17	+	15644435	15644555	15644435	15644535	15645255	15645350
996	"ENSG00000141504.7"	"SAT2"	chr17	-	7530680	7531120	7530870	7531120	7530460	7530544
