ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1534	"ENSG00000131002.7"	"TXLNG2P"	chrY	+	21757900	21758020	21755284	21755479	21759476	21759551
1555	"ENSG00000067048.12"	"DDX3Y"	chrY	+	15023750	15023880	15021270	15021318	15024638	15024794
1571	"ENSG00000129824.11"	"RPS4Y1"	chrY	+	2733128	2733286	2722136	2722812	2734833	2734903
1620	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153041048	153041115	153040679	153040858	153041341	153041423
1621	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043715	153043780	153043402	153043550	153043850	153043926
1633	"ENSG00000213397.6"	"HAUS7"	chrX	-	152734603	152734719	152730445	152730513	152735907	152736011
1655	"ENSG00000171100.10"	"MTM1"	chrX	+	149814155	149814344	149809741	149809891	149818188	149818374
1658	"ENSG00000155984.10"	"TMEM185A"	chrX	-	148685652	148685736	148681966	148682143	148692969	148693146
1660	"ENSG00000155984.10"	"TMEM185A"	chrX	-	148692969	148693146	148681966	148682143	148713225	148713381
1661	"ENSG00000155984.10"	"TMEM185A"	chrX	-	148692969	148693146	148690313	148690516	148713225	148713381
1667	"ENSG00000241769.3"	"LINC00893"	chrX	-	148620256	148620439	148619646	148619704	148620609	148620837
1674	"ENSG00000010404.13"	"IDS"	chrX	-	148584841	148585019	148582479	148582568	148585686	148585749
1675	"ENSG00000010404.13"	"IDS"	chrX	-	148585686	148585823	148582479	148582568	148610903	148610965
1689	"ENSG00000129675.11"	"ARHGEF6"	chrX	-	135760094	135760115	135758782	135758876	135761693	135761819
1698	"ENSG00000169446.4"	"MMGT1"	chrX	-	135049548	135049652	135044228	135047342	135053216	135053269
1709	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981412	133981505	133979376	133979431	133986829	133986926
1711	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133981412	133981505	133986829	133986926
1712	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981412	133981505	133986829	133986926
1713	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981412	133981505	133988120	133988213
1714	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981912	133982001	133986829	133986926
1715	"ENSG00000156500.10"	"FAM122C"	chrX	+	133986829	133986926	133981412	133981505	133988120	133988213
1716	"ENSG00000156500.10"	"FAM122C"	chrX	+	133986829	133986926	133983196	133983258	133988120	133988213
1737	"ENSG00000102038.11"	"SMARCA1"	chrX	-	128638710	128638779	128633708	128633818	128640056	128640188
1746	"ENSG00000125676.15"	"THOC2"	chrX	-	122766711	122766891	122765538	122765703	122767803	122767921
1751	"ENSG00000232119.3"	"MCTS1"	chrX	+	119739261	119739414	119737834	119738102	119739933	119739991
1761	"ENSG00000175556.12"	"LONRF3"	chrX	+	118146842	118147164	118145777	118145936	118148169	118148319
1762	"ENSG00000175556.12"	"LONRF3"	chrX	+	118147001	118147164	118145777	118145936	118148169	118148319
1763	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1765	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117907841	117907938	117900806	117900939	117910389	117910474
1773	"ENSG00000102024.13"	"PLS3"	chrX	+	114858652	114858692	114856557	114856721	114863509	114863639
1774	"ENSG00000102024.13"	"PLS3"	chrX	+	114863509	114863639	114858652	114858692	114864146	114864228
1780	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1782	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1801	"ENSG00000089682.12"	"RBM41"	chrX	-	106331964	106332069	106312539	106312632	106356626	106356698
1804	"ENSG00000133138.15"	"TBC1D8B"	chrX	+	106082537	106082687	106070399	106070567	106083277	106083428
1805	"ENSG00000133138.15"	"TBC1D8B"	chrX	+	106082555	106082687	106070399	106070567	106083277	106083428
1808	"ENSG00000220023.3"	"AL592183.1"	chrGL000219.1	-	88294	88420	83212	83317	97293	97363
1815	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1819	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1822	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840460	102840552	102841576	102842622
1823	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840542	102840611	102841576	102842622
1824	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102840455	102840611	102841576	102841877
1825	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102840490	102840552	102841576	102841877
1826	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840419	102840611	102841576	102841833
1827	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840440	102840552	102841576	102841833
1846	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101894327	101894461	101860409	101860581	101904881	101905073
1853	"ENSG00000184867.9"	"ARMCX2"	chrX	-	100914393	100914487	100914061	100914122	100914742	100914820
1866	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100297030	100297301	100296305	100296360	100306805	100307043
1868	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306239	100306722	100297030	100297301	100306805	100307072
1869	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306632	100306722	100297030	100297301	100306805	100307043
1886	"ENSG00000188419.9"	"CHM"	chrX	-	85236740	85236813	85233659	85233895	85282494	85282561
1903	"ENSG00000102383.9"	"ZDHHC15"	chrX	-	74670636	74670757	74651285	74651355	74698725	74698820
1928	"ENSG00000147162.9"	"OGT"	chrX	+	70781624	70781750	70779437	70779527	70782696	70782867
1937	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69713225	69713325	69718369	69718420
1938	"ENSG00000082458.7"	"DLG3"	chrX	+	69717029	69717071	69713225	69713325	69718369	69718408
1949	"ENSG00000130052.9"	"STARD8"	chrX	+	67943467	67943685	67942263	67942488	67943786	67943963
1953	"ENSG00000089472.12"	"HEPH"	chrX	+	65411971	65412140	65409525	65409780	65413343	65413480
1954	"ENSG00000089472.12"	"HEPH"	chrX	+	65420381	65420594	65418719	65418870	65423205	65423419
1990	"ENSG00000124313.8"	"IQSEC2"	chrX	-	53270965	53271091	53268376	53268476	53272513	53272653
1991	"ENSG00000124313.8"	"IQSEC2"	chrX	-	53308745	53308841	53284981	53285243	53310677	53310776
1995	"ENSG00000126012.7"	"KDM5C"	chrX	-	53247457	53247580	53246977	53247148	53253921	53254358
1998	"ENSG00000126012.7"	"KDM5C"	chrX	-	53250020	53250098	53247457	53247580	53253921	53254358
2008	"ENSG00000179222.13"	"MAGED1"	chrX	+	51641380	51641423	51640890	51641289	51641676	51641739
2017	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847096	48847144	48849839	48849990
2018	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48849839	48849990	48847337	48847522	48853661	48853769
2019	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48853661	48853769	48849839	48849990	48855649	48855711
2020	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48854565	48854592	48853661	48853769	48855649	48855711
2022	"ENSG00000102096.9"	"PIM2"	chrX	-	48775812	48775922	48775057	48775108	48776050	48776301
2032	"ENSG00000102312.16"	"PORCN"	chrX	+	48367811	48368095	48367353	48367491	48368171	48368344
2044	"ENSG00000197779.9"	"ZNF81"	chrX	+	47702048	47702167	47696344	47696406	47705503	47705720
2045	"ENSG00000126756.7"	"UXT"	chrX	-	47516581	47516689	47511479	47511543	47516970	47517038
2049	"ENSG00000182872.11"	"RBM10"	chrX	+	47034417	47034491	47032526	47032596	47035898	47035985
2051	"ENSG00000147050.10"	"KDM6A"	chrX	+	44879854	44879975	44870205	44870264	44894175	44894230
2057	"ENSG00000069509.5"	"FUNDC1"	chrX	-	44386482	44386611	44382884	44383521	44397712	44397788
2058	"ENSG00000069509.5"	"FUNDC1"	chrX	-	44397712	44397788	44386482	44386611	44401190	44401347
2067	"ENSG00000147044.16"	"CASK"	chrX	-	41414852	41414888	41412971	41413168	41419031	41419100
2068	"ENSG00000147044.16"	"CASK"	chrX	-	41416284	41416353	41412971	41413168	41419031	41419100
2073	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41201989	41202089	41202989	41203075
2075	"ENSG00000215301.5"	"DDX3X"	chrX	+	41203491	41203652	41203282	41203381	41204432	41204577
2076	"ENSG00000180182.6"	"MED14"	chrX	-	40525971	40526103	40523558	40523741	40531112	40531224
2084	"ENSG00000156313.8"	"RPGR"	chrX	-	38146346	38146498	38135839	38136025	38147113	38147294
2086	"ENSG00000156313.8"	"RPGR"	chrX	-	38147113	38147294	38135839	38136025	38150211	38150277
2093	"ENSG00000101955.10"	"SRPX"	chrX	-	38033412	38033604	38031133	38031310	38079948	38080177
2095	"ENSG00000101955.10"	"SRPX"	chrX	-	38037537	38037597	38033412	38033604	38080578	38080696
2108	"ENSG00000198947.10"	"DMD"	chrX	-	32364059	32364197	32361250	32361403	32366522	32366627
2111	"ENSG00000157625.11"	"TAB3"	chrX	-	30852167	30852269	30845558	30849692	30861082	30861166
2112	"ENSG00000157625.11"	"TAB3"	chrX	-	30852167	30852269	30845558	30849692	30864667	30864761
2113	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30861166	30845558	30849692	30864667	30864761
2124	"ENSG00000101868.6"	"POLA1"	chrX	+	24763534	24763659	24761346	24761446	24766427	24766577
2132	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24078204	24078299	24073731	24073795	24080532	24080691
2133	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24078204	24078299	24075749	24075871	24080532	24080691
2134	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24086080	24086225	24084114	24084209	24089674	24089844
2135	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24091207	24091380	24089674	24089844	24094838	24096088
2136	"ENSG00000184831.9"	"APOO"	chrX	-	23874418	23874499	23858429	23858494	23876758	23876850
2138	"ENSG00000184831.9"	"APOO"	chrX	-	23898961	23899069	23897031	23897151	23925810	23926020
2154	"ENSG00000147010.13"	"SH3KBP1"	chrX	-	19564039	19564168	19560042	19560311	19568091	19568201
2158	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19369377	19369525	19373466	19373622
2165	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855850	17818170	17820154	17878628	17878827
2167	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17818170	17820154	17878628	17878827
2169	"ENSG00000102054.13"	"RBBP7"	chrX	-	16870538	16870673	16870168	16870245	16870871	16870998
2170	"ENSG00000102054.13"	"RBBP7"	chrX	-	16870673	16870751	16870168	16870245	16870871	16870998
2174	"ENSG00000169239.8"	"CA5B"	chrX	+	15763753	15763833	15739619	15739715	15768093	15768288
2176	"ENSG00000169239.8"	"CA5B"	chrX	+	15785034	15785149	15782718	15782898	15786765	15786987
2188	"ENSG00000101871.10"	"MID1"	chrX	-	10463623	10463731	10450519	10450668	10491131	10491227
2201	"ENSG00000002586.13"	"CD99"	chrX	+	2655921	2656297	2644381	2644414	2658819	2659166
2202	"ENSG00000002586.13"	"CD99"	chrX	+	2656240	2656297	2644300	2644414	2658819	2659142
2221	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51008721	51008835	51008004	51008097	51009319	51009472
2223	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51018402	51018511	51018155	51018259	51018618	51018845
2224	"ENSG00000177989.9"	"ODF3B"	chr22	-	50969140	50969257	50968138	50968989	50969365	50969487
2225	"ENSG00000177989.9"	"ODF3B"	chr22	-	50969140	50969281	50968837	50968989	50969365	50969487
2230	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943230	50943413	50943657	50943686
2231	"ENSG00000100258.13"	"LMF2"	chr22	-	50943657	50943763	50943230	50943413	50943831	50943966
2236	"ENSG00000205593.7"	"DENND6B"	chr22	-	50752828	50752923	50752242	50752701	50753033	50753129
2240	"ENSG00000170638.5"	"TRABD"	chr22	+	50635669	50635780	50633328	50633469	50635877	50636017
2245	"ENSG00000100425.14"	"BRD1"	chr22	-	50181037	50181142	50171325	50171461	50187681	50187942
2246	"ENSG00000100425.14"	"BRD1"	chr22	-	50181037	50181170	50171325	50171461	50187681	50187942
2247	"ENSG00000100425.14"	"BRD1"	chr22	-	50181037	50181535	50171325	50171461	50187681	50187942
2251	"ENSG00000100425.14"	"BRD1"	chr22	-	50216598	50217979	50197851	50198008	50221144	50221160
2261	"ENSG00000054611.9"	"TBC1D22A"	chr22	+	47309229	47309342	47307969	47308084	47393529	47393605
2262	"ENSG00000054611.9"	"TBC1D22A"	chr22	+	47370185	47370295	47307969	47308084	47393529	47393605
2264	"ENSG00000075240.12"	"GRAMD4"	chr22	+	47033736	47033857	47022647	47022858	47054083	47054204
2265	"ENSG00000075240.12"	"GRAMD4"	chr22	+	47072496	47072565	47071364	47071449	47073043	47075580
