ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1529	"ENSG00000198692.5"	"EIF1AY"	chrY	+	22744475	22744579	22741493	22741577	22746359	22746410
1536	"ENSG00000131002.7"	"TXLNG2P"	chrY	+	21764101	21764197	21761624	21761717	21765682	21765937
1539	"ENSG00000215580.6"	"BCORP1"	chrY	-	21635790	21636030	21628341	21629260	21636525	21636789
1540	"ENSG00000176728.3"	"TTTY14"	chrY	-	21207127	21207177	21206427	21206581	21230609	21230684
1552	"ENSG00000183878.11"	"UTY"	chrY	-	15447442	15448215	15438100	15438230	15466882	15467278
1559	"ENSG00000067048.12"	"DDX3Y"	chrY	+	15026795	15026894	15026475	15026561	15026978	15027139
1589	"ENSG00000270726.1"	"AJ271736.10"	chrX	+	155254696	155254765	155253784	155253937	155254905	155255299
1613	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176375	153176453	153176153	153176288	153178153	153178191
1614	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176582	153176643	153176153	153176288	153178153	153178191
1615	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176582	153176643	153176375	153176453	153178153	153178191
1616	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153178153	153178256	153176582	153176643	153178477	153178505
1642	"ENSG00000147383.6"	"NSDHL"	chrX	+	152018808	152018967	152014825	152014976	152027313	152027460
1669	"ENSG00000241769.3"	"LINC00893"	chrX	-	148620256	148620439	148619646	148619704	148620609	148620837
1670	"ENSG00000241769.3"	"LINC00893"	chrX	-	148620256	148620439	148619646	148619704	148621917	148621999
1677	"ENSG00000102081.9"	"FMR1"	chrX	+	147007057	147007151	147003450	147003503	147009839	147009911
1688	"ENSG00000234062.3"	"RP11-308D16.4"	chrX	+	136101445	136101500	136077005	136077154	136103570	136103789
1692	"ENSG00000129675.11"	"ARHGEF6"	chrX	-	135770090	135770150	135767835	135767982	135772768	135772907
1701	"ENSG00000230162.1"	"RP11-97N5.2"	chrX	-	135026481	135026575	135024636	135025262	135026954	135027193
1713	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981912	133982001	133986829	133986926
1724	"ENSG00000134597.9"	"RBMX2"	chrX	+	129543230	129543360	129537775	129537827	129545321	129545498
1726	"ENSG00000156709.9"	"AIFM1"	chrX	-	129274507	129274592	129273769	129273846	129279453	129279544
1735	"ENSG00000122122.9"	"SASH3"	chrX	+	128926303	128926452	128924915	128925057	128926602	128926812
1742	"ENSG00000101972.14"	"STAG2"	chrX	+	123159689	123159768	123156380	123156521	123164810	123164898
1751	"ENSG00000125356.6"	"NDUFA1"	chrX	+	119007266	119007356	119005449	119005976	119010476	119010625
1760	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1762	"ENSG00000147251.11"	"DOCK11"	chrX	+	117677473	117677556	117676888	117676978	117679285	117679355
1766	"ENSG00000131725.9"	"WDR44"	chrX	+	117578322	117578457	117577522	117577650	117582855	117583900
1776	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1778	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1784	"ENSG00000068366.15"	"ACSL4"	chrX	-	108904759	108904874	108902582	108902740	108906439	108906631
1786	"ENSG00000068366.15"	"ACSL4"	chrX	-	108939372	108939425	108926364	108926601	108976367	108976442
1787	"ENSG00000068366.15"	"ACSL4"	chrX	-	108939372	108939425	108926364	108926604	108976367	108976442
1795	"ENSG00000101844.13"	"ATG4A"	chrX	+	107381342	107381421	107381033	107381114	107393381	107393405
1801	"ENSG00000089682.12"	"RBM41"	chrX	-	106331964	106332069	106312539	106312632	106356626	106356698
1812	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1816	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1819	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840460	102840552	102841576	102842622
1820	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840542	102840611	102841576	102842622
1821	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102840455	102840611	102841576	102841877
1822	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102840490	102840552	102841576	102841877
1823	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840419	102840611	102841576	102841833
1824	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840440	102840552	102841576	102841833
1827	"ENSG00000147206.12"	"NXF3"	chrX	-	102334690	102334798	102334511	102334570	102335075	102335144
1834	"ENSG00000223546.2"	"LINC00630"	chrX	+	102094728	102094791	102081896	102082072	102100784	102100948
1835	"ENSG00000223546.2"	"LINC00630"	chrX	+	102100784	102100948	102081896	102082072	102119969	102120080
1845	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101860409	101860581	101854453	101854775	101894327	101894455
1848	"ENSG00000185945.9"	"NXF2B"	chrX	-	101615712	101615773	101615315	101615566	101618183	101618366
1851	"ENSG00000184905.4"	"TCEAL2"	chrX	+	101381344	101381417	101380659	101380778	101381775	101382683
1867	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100297030	100297301	100296305	100296360	100306632	100306722
1868	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100297030	100297301	100296305	100296360	100306772	100307105
1869	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100297221	100297301	100296305	100296360	100306772	100307071
1899	"ENSG00000102158.15"	"MAGT1"	chrX	-	77110997	77111087	77109397	77109461	77112229	77112370
1930	"ENSG00000147130.10"	"ZMYM3"	chrX	-	70471027	70471094	70470281	70470576	70471407	70471451
1931	"ENSG00000147130.10"	"ZMYM3"	chrX	-	70471027	70471100	70470281	70470576	70471407	70471451
1937	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69712370	69712446	69717029	69717071
1938	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69712370	69712446	69717029	69717071
1940	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69713225	69713325	69718369	69718420
1941	"ENSG00000082458.7"	"DLG3"	chrX	+	69717029	69717071	69713225	69713325	69718369	69718408
1963	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62944411	62944591	62926137	62926329	62974194	62974556
1965	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62951885	62952190	62944411	62944591	62974194	62974556
1966	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62944411	62944591	62974800	62974991
1968	"ENSG00000235437.3"	"RP11-357C3.3"	chrX	-	62736789	62736962	62729821	62729959	62780711	62780873
1988	"ENSG00000086758.11"	"HUWE1"	chrX	-	53573664	53573786	53573396	53573553	53574633	53574770
1989	"ENSG00000086758.11"	"HUWE1"	chrX	-	53589791	53589890	53589071	53589205	53590706	53590782
1990	"ENSG00000086758.11"	"HUWE1"	chrX	-	53642704	53642796	53641494	53641706	53643930	53644108
2011	"ENSG00000179222.13"	"MAGED1"	chrX	+	51641380	51641423	51640890	51641289	51641676	51641739
2015	"ENSG00000012211.8"	"PRICKLE3"	chrX	-	49034341	49034528	49033251	49033551	49034620	49034824
2016	"ENSG00000012211.8"	"PRICKLE3"	chrX	-	49034505	49034528	49033534	49033551	49034620	49034824
2022	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48849839	48849990	48847337	48847522	48853661	48853769
2023	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48853661	48853769	48849839	48849990	48855649	48855711
2024	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48854565	48854592	48853661	48853769	48855649	48855711
2025	"ENSG00000068308.9"	"OTUD5"	chrX	-	48783122	48783326	48781127	48781329	48791736	48791885
2027	"ENSG00000102096.9"	"PIM2"	chrX	-	48771671	48771848	48770458	48771571	48772296	48772669
2036	"ENSG00000147155.6"	"EBP"	chrX	+	48382086	48382460	48379545	48380295	48385376	48385413
2037	"ENSG00000147155.6"	"EBP"	chrX	+	48382141	48382460	48380192	48380295	48385376	48385413
