ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
95	"ENSG00000198692.5"	"EIF1AY"	chrY	+	22744475	22744579	22746359	22746410	22741493	22741577	22749909	22749991
101	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176375	153176453	153176582	153176643	153176153	153176288	153178153	153178256
102	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176582	153176643	153178153	153178256	153176153	153176288	153178477	153178505
103	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176582	153176643	153178153	153178256	153176375	153176453	153178477	153178505
106	"ENSG00000102081.9"	"FMR1"	chrX	+	147007057	147007151	147009839	147009911	147003450	147003503	147010176	147010325
109	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133983196	133983258	133981412	133981505	133986829	133986926
119	"ENSG00000147130.10"	"ZMYM3"	chrX	-	70470281	70470576	70471027	70471100	70469875	70470053	70471407	70471451
121	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69717029	69717071	69712370	69712446	69718369	69718408
122	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
123	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69717029	69717071	69712370	69712446	69718369	69718420
129	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41202989	41203075	41201989	41202089	41203282	41203381
133	"ENSG00000157625.11"	"TAB3"	chrX	-	30852167	30852269	30861082	30861166	30848453	30849692	30864667	30864761
134	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30861166	30864667	30864761	30852167	30852269	30870894	30871055
137	"ENSG00000002586.13"	"CD99"	chrX	+	2644300	2644414	2656240	2656297	2641354	2641405	2658819	2659142
141	"ENSG00000079974.13"	"RABL2B"	chr22	-	51207882	51207980	51214199	51214279	51207468	51207552	51215097	51215177
142	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51018402	51018511	51018618	51018845	51018155	51018259	51018993	51019089
143	"ENSG00000100258.13"	"LMF2"	chr22	-	50944463	50944642	50944713	50944931	50944102	50944244	50945066	50945095
144	"ENSG00000100258.13"	"LMF2"	chr22	-	50944713	50944931	50945066	50945095	50944463	50944642	50945210	50945464
148	"ENSG00000241484.5"	"ARHGAP8"	chr22	+	45110470	45110551	45121123	45121172	45098354	45098488	45122456	45122514
152	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41657449	41657584	41660667	41660847	41653951	41654110	41664100	41664160
157	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
159	"ENSG00000100083.14"	"GGA1"	chr22	+	38020975	38021083	38021803	38021956	38019558	38019640	38025468	38025533
161	"ENSG00000100225.13"	"FBXO7"	chr22	+	32874967	32875262	32879883	32880111	32870662	32871111	32881054	32881196
167	"ENSG00000100034.9"	"PPM1F"	chr22	-	22293903	22294052	22300214	22300480	22288395	22288598	22307163	22307203
169	"ENSG00000182871.10"	"COL18A1"	chr21	+	46908331	46908358	46909399	46909435	46907360	46907423	46910188	46910260
184	"ENSG00000157554.14"	"ERG"	chr21	-	39795331	39795483	39817326	39817544	39775427	39775631	39947585	39947671
188	"ENSG00000185808.9"	"PIGP"	chr21	-	38439561	38439680	38441851	38441924	38437673	38438012	38444733	38444837
192	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
193	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33979958	33980026	33982147	33982315	33976434	33976593	33984414	33984456
194	"ENSG00000166979.8"	"EVA1C"	chr21	+	33867336	33867480	33873724	33873805	33840003	33840156	33887123	33887699
199	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701281	60701495	60702640	60702757	60699672	60699836	60704840	60705008
200	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701359	60701495	60702640	60702757	60699672	60699836	60704840	60705008
203	"ENSG00000197818.7"	"SLC9A8"	chr20	+	48461572	48461656	48466115	48466217	48456077	48456136	48471974	48472118
