ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
595	"ENSG00000067048.12"	"DDX3Y"	chrY	+	15026795	15027139	15026978	15027139	15026475	15026561
645	"ENSG00000125676.15"	"THOC2"	chrX	-	122753251	122753368	122753251	122753287	122753943	122754056
646	"ENSG00000125676.15"	"THOC2"	chrX	-	122753251	122753368	122753251	122753287	122754038	122754521
654	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
657	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
658	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
661	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108976367	108976632
663	"ENSG00000123572.12"	"NRK"	chrX	+	105193566	105193726	105193590	105193726	105190306	105190456
668	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
670	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
671	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
672	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102841146	102841219	102840542	102840611
704	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48853661	48853769
719	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30864761	30861082	30861166	30870894	30871055
724	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17855656	17855850	17878628	17878827
750	"ENSG00000138964.12"	"PARVG"	chr22	+	44577621	44577797	44577743	44577797	44577215	44577250
757	"ENSG00000100417.7"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980530	41980607
762	"ENSG00000100242.11"	"SUN2"	chr22	-	39135346	39135431	39135346	39135428	39135726	39135948
777	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
791	"ENSG00000183963.14"	"SMTN"	chr22	+	31492983	31493324	31493254	31493324	31492718	31492883
792	"ENSG00000183963.14"	"SMTN"	chr22	+	31495047	31495882	31495730	31495882	31494652	31494826
804	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682004	30682131	30682004	30682087	30682251	30682365
934	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572462	62572573	62572462	62572561	62572735	62572740
936	"ENSG00000101246.15"	"ARFRP1"	chr20	-	62338350	62338449	62338350	62338444	62339161	62339190
940	"ENSG00000258366.3"	"RTEL1"	chr20	+	62321318	62321563	62321439	62321563	62321198	62321218
1008	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228146	32228337	32228149	32228337	32224445	32224514
1012	"ENSG00000149600.7"	"COMMD7"	chr20	-	31315895	31315949	31315895	31315946	31330281	31330371
1016	"ENSG00000149531.10"	"FRG1B"	chr20	+	29612878	29613061	29612961	29613061	29612260	29612397
1047	"ENSG00000101224.13"	"CDC25B"	chr20	+	3778268	3778396	3778310	3778396	3767613	3767786
1073	"ENSG00000268750.2"	"CTD-2583A14.10"	chr19	+	58367471	58367601	58367474	58367601	58350390	58350517
1078	"ENSG00000063241.3"	"ISOC2"	chr19	-	55966626	55966745	55966626	55966697	55967715	55967856
1098	"ENSG00000131042.9"	"LILRB2"	chr19	-	54783645	54783930	54783645	54783815	54784317	54784399
1121	"ENSG00000167757.9"	"KLK11"	chr19	-	51527300	51527637	51527300	51527566	51527893	51528050
1123	"ENSG00000129451.7"	"KLK10"	chr19	-	51522298	51522398	51522298	51522395	51522882	51523020
