ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
600	"ENSG00000131002.7"	"TXLNG2P"	chrY	+	21755284	21759551	21755284	21755479	21759476	21759551
704	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943966	50943485	50943582	50943831	50943966
737	"ENSG00000100225.13"	"FBXO7"	chr22	+	32883731	32889268	32883731	32883815	32889091	32889268
760	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226616	24225958	24226060	24226488	24226616
880	"ENSG00000088340.11"	"FER1L4"	chr20	-	34147110	34148405	34147110	34147394	34148306	34148405
947	"ENSG00000125691.8"	"RPL23"	chr17	-	37006333	37008985	37006333	37006467	37008856	37008985
1048	"ENSG00000104518.6"	"GSDMD"	chr8	+	144641946	144643593	144641946	144642139	144643539	144643593
1104	"ENSG00000105122.8"	"RASAL3"	chr19	-	15562434	15563626	15562434	15562749	15563468	15563626
1169	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939351	9939002	9939065	9939267	9939351
1176	"ENSG00000223705.5"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045048	75045380	75045469
1262	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
1287	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109246	109347
1318	"ENSG00000169660.11"	"HEXDC"	chr17	+	80398872	80399142	80398872	80398951	80399028	80399142
1353	"ENSG00000167861.11"	"HID1"	chr17	-	72959059	72960727	72959059	72959176	72960577	72960727
1477	"ENSG00000108591.5"	"DRG2"	chr17	+	18002330	18003749	18002330	18002391	18003676	18003749
1575	"ENSG00000100316.11"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
1682	"ENSG00000149925.12"	"ALDOA"	chr16	+	30078770	30080299	30078770	30078982	30080138	30080299
1746	"ENSG00000214078.7"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
1759	"ENSG00000196954.8"	"CASP4"	chr11	-	104817809	104820504	104817809	104817919	104820269	104820504
1760	"ENSG00000113851.9"	"CRBN"	chr3	-	3195107	3197965	3195107	3195172	3197902	3197965
1910	"ENSG00000137845.10"	"ADAM10"	chr15	-	58902495	58904190	58902495	58902716	58904006	58904190
1939	"ENSG00000243708.4"	"PLA2G4B"	chr15	+	42133428	42134147	42133428	42133471	42134016	42134147
1941	"ENSG00000062524.11"	"LTK"	chr15	-	41799292	41799855	41799292	41799372	41799711	41799855
1986	"ENSG00000160948.9"	"VPS28"	chr8	-	145651408	145652366	145651408	145651446	145652291	145652366
2081	"ENSG00000173575.14"	"CHD2"	chr15	+	93486072	93489095	93486072	93486298	93489050	93489095
2115	"ENSG00000100911.9"	"PSME2"	chr14	-	24614587	24615449	24614587	24614674	24615416	24615449
2149	"ENSG00000184056.10"	"VPS33B"	chr15	-	91549601	91550276	91549601	91549675	91550179	91550276
2203	"ENSG00000100299.13"	"ARSA"	chr22	-	51065018	51065834	51065018	51065188	51065593	51065834
2382	"ENSG00000065357.15"	"DGKA"	chr12	+	56345406	56346215	56345406	56345567	56346124	56346215
2422	"ENSG00000140983.9"	"RHOT2"	chr16	+	722253	722825	722253	722384	722702	722825
2524	"ENSG00000197989.9"	"SNHG12"	chr1	-	28906423	28907741	28906423	28906493	28907622	28907741
2653	"ENSG00000105426.10"	"PTPRS"	chr19	-	5218430	5219478	5218430	5218543	5219320	5219478
2903	"ENSG00000064201.11"	"TSPAN32"	chr11	+	2335714	2337897	2335714	2335801	2337805	2337897
