ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
281	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153178671	153179054	153178862	153179054	153178477	153178505
382	"ENSG00000100003.13"	"SEC14L2"	chr22	+	30811747	30812076	30811747	30811854	30812222	30812392
390	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140697	29140602	29140692	29147228	29147276
454	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60854212	60854405	60854212	60854395	60855064	60855277
455	"ENSG00000101181.13"	"MTG2"	chr20	+	60774174	60774339	60774174	60774313	60775738	60777823
478	"ENSG00000101052.8"	"IFT52"	chr20	+	42233641	42233856	42233641	42233713	42242489	42242616
492	"ENSG00000088340.11"	"FER1L4"	chr20	-	34147889	34148405	34148306	34148405	34147110	34147394
495	"ENSG00000100983.5"	"GSS"	chr20	-	33530290	33530809	33530733	33530809	33529515	33529632
498	"ENSG00000125970.7"	"RALY"	chr20	+	32659871	32660136	32659871	32660011	32661624	32661672
599	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
607	"ENSG00000160410.10"	"SHKBP1"	chr19	+	41083462	41083615	41083462	41083536	41084367	41084448
630	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
668	"ENSG00000115464.10"	"USP34"	chr2	-	61433894	61436112	61436033	61436112	61433151	61433259
674	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
690	"ENSG00000076662.5"	"ICAM3"	chr19	-	10445741	10446652	10446346	10446652	10445203	10445458
693	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939069	9939002	9939065	9939267	9939351
696	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544740	9544911	9544750	9544911	9530740	9530894
729	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615684	1615820	1612205	1612429
734	"ENSG00000118046.10"	"STK11"	chr19	+	1221211	1222005	1221211	1221339	1222983	1223171
767	"ENSG00000007384.11"	"RHBDF1"	chr16	-	109246	109347	109296	109347	108971	109091
799	"ENSG00000169660.11"	"HEXDC"	chr17	+	80398872	80398951	80398872	80398946	80399028	80399142
801	"ENSG00000248049.2"	"UBA6-AS1"	chr4	+	68586139	68586769	68586139	68586350	68587194	68588223
822	"ENSG00000167861.11"	"HID1"	chr17	-	72959834	72960005	72959865	72960005	72959067	72959173
832	"ENSG00000068745.10"	"IP6K2"	chr3	-	48732126	48732854	48732522	48732854	48731891	48731958
835	"ENSG00000159640.10"	"ACE"	chr17	+	61568569	61568742	61568569	61568729	61571282	61571427
984	"ENSG00000141504.7"	"SAT2"	chr17	-	7530680	7531120	7530870	7531120	7530460	7530544
1009	"ENSG00000108953.12"	"YWHAE"	chr17	-	1265195	1265302	1265223	1265302	1264385	1264592
1027	"ENSG00000169592.10"	"INO80E"	chr16	+	30014970	30015035	30014970	30014991	30015888	30015978
1113	"ENSG00000156873.11"	"PHKG2"	chr16	+	30762426	30762924	30762426	30762538	30764552	30764618
1150	"ENSG00000110719.5"	"TCIRG1"	chr11	+	67815113	67815439	67815113	67815271	67816345	67816464
1154	"ENSG00000183426.11"	"NPIPA1"	chr16	+	15029016	15029254	15029016	15029133	15031421	15031507
1175	"ENSG00000214078.7"	"CPNE1"	chr20	-	34252681	34252848	34252723	34252848	34243123	34243266
1183	"ENSG00000103145.6"	"HCFC1R1"	chr16	-	3073233	3073969	3073847	3073969	3072625	3072999
1247	"ENSG00000118961.10"	"C2orf43"	chr2	-	20901329	20901412	20901334	20901412	20886666	20886854
1258	"ENSG00000102901.8"	"CENPT"	chr16	-	67863667	67865261	67865118	67865261	67863325	67863419
1259	"ENSG00000102901.8"	"CENPT"	chr16	-	67865656	67865793	67865743	67865793	67865118	67865261
1282	"ENSG00000140400.10"	"MAN2C1"	chr15	-	75650802	75651149	75651044	75651149	75650541	75650685
1340	"ENSG00000062524.11"	"LTK"	chr15	-	41799711	41799855	41799759	41799855	41799292	41799372
1379	"ENSG00000115307.12"	"AUP1"	chr2	-	74755877	74756409	74756258	74756409	74755066	74755133
1380	"ENSG00000115307.12"	"AUP1"	chr2	-	74755877	74756409	74756258	74756409	74755543	74755616
1389	"ENSG00000226777.3"	"KIAA0125"	chr14	+	106386921	106387117	106386921	106387107	106388057	106388203
1425	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94855137	94855347	94855155	94855347	94854896	94854997
1431	"ENSG00000147403.12"	"RPL10"	chrX	+	153627678	153627935	153627678	153627737	153628143	153628282
1437	"ENSG00000188493.10"	"C19orf54"	chr19	-	41248419	41248675	41248481	41248675	41248070	41248094
1451	"ENSG00000119650.8"	"IFT43"	chr14	+	76548637	76549035	76548637	76548710	76549569	76549632
1491	"ENSG00000131797.8"	"CLUHP3"	chr16	+	31717210	31717355	31717210	31717315	31717741	31717775
1496	"ENSG00000122861.11"	"PLAU"	chr10	+	75671282	75671683	75671282	75671370	75671798	75671826
1514	"ENSG00000100911.9"	"PSME2"	chr14	-	24614918	24615449	24615416	24615449	24614587	24614674
1549	"ENSG00000134905.12"	"CARS2"	chr13	-	111298313	111299586	111299447	111299586	111296731	111296830
1563	"ENSG00000140319.6"	"SRP14"	chr15	-	40330482	40331149	40331076	40331149	40329186	40329219
1661	"ENSG00000153406.9"	"NMRAL1"	chr16	-	4513642	4513851	4513660	4513851	4513420	4513513
1666	"ENSG00000238105.3"	"GOLGA2B"	chr12	-	100561113	100561221	100561114	100561221	100560831	100560919
1698	"ENSG00000115657.8"	"ABCB6"	chr2	-	220075102	220075545	220075432	220075545	220074951	220075020
1773	"ENSG00000140983.9"	"RHOT2"	chr16	+	722253	722566	722253	722384	722702	722825
1784	"ENSG00000061273.13"	"HDAC7"	chr12	-	48177861	48179254	48179169	48179254	48176508	48177669
1793	"ENSG00000105135.11"	"ILVBL"	chr19	-	15226811	15227132	15226962	15227132	15226660	15226732
1880	"ENSG00000150433.5"	"TMEM218"	chr11	-	124972532	124972705	124972629	124972705	124971096	124971199
1888	"ENSG00000154134.10"	"ROBO3"	chr11	+	124747414	124747648	124747414	124747554	124748193	124748332
1890	"ENSG00000154134.10"	"ROBO3"	chr11	+	124747414	124748027	124747414	124747648	124748193	124748332
1949	"ENSG00000160201.7"	"U2AF1"	chr21	-	44520562	44524512	44524424	44524512	44515803	44515853
2022	"ENSG00000175634.10"	"RPS6KB2"	chr11	+	67200422	67200665	67200422	67200513	67200810	67200918
2055	"ENSG00000152689.13"	"RASGRP3"	chr2	+	33764160	33764390	33764160	33764277	33768578	33768694
2130	"ENSG00000070081.11"	"NUCB2"	chr11	+	17308180	17308264	17308180	17308260	17312786	17312912
2187	"ENSG00000064201.11"	"TSPAN32"	chr11	+	2335714	2337897	2335714	2335801	2338573	2338755
2215	"ENSG00000142102.11"	"ATHL1"	chr11	+	292885	292997	292885	292983	293067	293235
