ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
651	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
654	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
663	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
665	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
666	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
667	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102841146	102841219	102840542	102840611
699	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48853661	48853769
714	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30864761	30861082	30861166	30870894	30871055
768	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
879	"ENSG00000141959.12"	"PFKL"	chr21	+	45733795	45736222	45736126	45736222	45733520	45733565
889	"ENSG00000160200.13"	"CBS"	chr21	-	44473300	44474093	44473300	44473757	44476912	44476997
913	"ENSG00000159131.12"	"GART"	chr21	-	34911476	34911662	34911476	34911629	34914853	34915126
914	"ENSG00000159110.15"	"IFNAR2"	chr21	+	34614144	34614282	34614190	34614282	34602713	34602862
927	"ENSG00000101246.15"	"ARFRP1"	chr20	-	62338350	62338449	62338350	62338444	62339161	62339190
931	"ENSG00000258366.3"	"RTEL1"	chr20	+	62321318	62321563	62321439	62321563	62321198	62321218
967	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43561322	43561354
1000	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228146	32228337	32228149	32228337	32224445	32224514
1066	"ENSG00000063241.3"	"ISOC2"	chr19	-	55966626	55966745	55966626	55966697	55967715	55967856
1076	"ENSG00000104972.10"	"LILRB1"	chr19	+	55145421	55145472	55145424	55145472	55144466	55144769
1097	"ENSG00000105509.6"	"HAS1"	chr19	-	52217144	52217414	52217144	52217355	52220220	52220446
1176	"ENSG00000076928.13"	"ARHGEF1"	chr19	+	42409741	42409979	42409911	42409979	42409100	42409188
1238	"ENSG00000012124.10"	"CD22"	chr19	+	35822921	35823827	35823449	35823827	35820089	35820133
1241	"ENSG00000012124.10"	"CD22"	chr19	+	35823449	35823827	35823496	35823827	35820089	35820133
1242	"ENSG00000012124.10"	"CD22"	chr19	+	35823449	35823827	35823555	35823827	35820089	35820133
1244	"ENSG00000012124.10"	"CD22"	chr19	+	35823449	35823827	35823455	35823827	35820114	35820133
1311	"ENSG00000224078.8"	"SNHG14"	chr15	+	25315266	25315406	25315272	25315406	25312558	25312678
1386	"ENSG00000188321.9"	"ZNF559"	chr19	+	9448390	9448693	9448471	9448693	9443690	9443789
1391	"ENSG00000223705.5"	"NSUN5P1"	chr7	+	75045258	75045469	75045380	75045469	75044869	75045048
1394	"ENSG00000076984.13"	"MAP2K7"	chr19	+	7974947	7975258	7975144	7975258	7974639	7974781
1439	"ENSG00000130332.10"	"LSM7"	chr19	-	2324123	2324195	2324123	2324191	2324740	2324905
1504	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994324	79994066	79994184	79994419	79994519
1541	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109125	108971	109091	109246	109347
1546	"ENSG00000134759.9"	"ELP2"	chr18	+	33747063	33747185	33747115	33747185	33739920	33739978
1548	"ENSG00000134759.9"	"ELP2"	chr18	+	33747063	33747185	33747118	33747185	33744437	33744630
1549	"ENSG00000134759.9"	"ELP2"	chr18	+	33747115	33747185	33747118	33747185	33744437	33744630
1552	"ENSG00000104894.7"	"CD37"	chr19	+	49842586	49843863	49843507	49843863	49841956	49842193
1567	"ENSG00000148803.7"	"FUOM"	chr10	-	135170690	135170966	135170690	135170759	135171160	135171241
1569	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13114128	13114250
1587	"ENSG00000138297.9"	"TIMM23"	chr10	-	51610392	51610451	51610392	51610425	51613217	51613311
1594	"ENSG00000169660.11"	"HEXDC"	chr17	+	80399028	80399142	80399040	80399142	80398872	80398951
1622	"ENSG00000261408.1"	"TEN1-CDK3"	chr17	+	73998591	73999479	73999275	73999479	73998328	73998499
1684	"ENSG00000141293.11"	"SKAP1"	chr17	-	46239830	46239931	46239830	46239928	46257415	46257610
1735	"ENSG00000215375.2"	"MYL5"	chr4	+	672446	672554	672454	672554	668330	668472
1748	"ENSG00000172171.6"	"TEFM"	chr17	-	29226003	29227580	29226003	29226624	29231083	29231547
1762	"ENSG00000109113.13"	"RAB34"	chr17	-	27043010	27043079	27043010	27043076	27044230	27044309
1775	"ENSG00000126254.7"	"RBM42"	chr19	+	36128059	36128254	36128151	36128254	36125157	36125275
1794	"ENSG00000108591.5"	"DRG2"	chr17	+	18002946	18003749	18003676	18003749	18002330	18002391
1889	"ENSG00000259803.2"	"SLC22A31"	chr16	-	89265059	89265248	89265059	89265205	89265430	89265599
1908	"ENSG00000169592.10"	"INO80E"	chr16	+	30015875	30015978	30015888	30015978	30014970	30015035
1914	"ENSG00000261218.1"	"RP11-960L18.1"	chr16	+	81773864	81773984	81773868	81773984	81772686	81772990
1937	"ENSG00000186635.10"	"ARAP1"	chr11	-	72406586	72406910	72406586	72406673	72407593	72407699
2059	"ENSG00000169682.13"	"SPNS1"	chr16	+	28986504	28986713	28986508	28986713	28986114	28986421
2063	"ENSG00000178188.10"	"SH2B1"	chr16	+	28878651	28878753	28878694	28878753	28877332	28878354
2163	"ENSG00000095906.12"	"NUBP2"	chr16	+	1836537	1837832	1837677	1837832	1832932	1833037
