ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
703	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943966	50943485	50943582	50943831	50943966
736	"ENSG00000100225.13"	"FBXO7"	chr22	+	32883731	32889268	32883731	32883815	32889091	32889268
878	"ENSG00000088340.11"	"FER1L4"	chr20	-	34147110	34148405	34147110	34147394	34148306	34148405
960	"ENSG00000213024.6"	"NUP62"	chr19	-	50430950	50432761	50430950	50431072	50432673	50432761
1101	"ENSG00000105122.8"	"RASAL3"	chr19	-	15562434	15563626	15562434	15562749	15563468	15563626
1155	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657929	10657514	10657751	10657864	10657929
1173	"ENSG00000223705.5"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045048	75045380	75045469
1259	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
1337	"ENSG00000182473.16"	"EXOC7"	chr17	-	74083734	74084643	74083734	74083801	74084544	74084643
1375	"ENSG00000136450.8"	"SRSF1"	chr17	-	56082283	56083334	56082283	56082402	56083161	56083334
1423	"ENSG00000130414.7"	"NDUFA10"	chr2	-	240951033	240954277	240951033	240951077	240954155	240954277
1427	"ENSG00000141736.9"	"ERBB2"	chr17	+	37871992	37872858	37871992	37872192	37872767	37872858
1470	"ENSG00000072210.14"	"ALDH3A2"	chr17	+	19552035	19552437	19552035	19552156	19552275	19552437
1573	"ENSG00000100316.11"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
1743	"ENSG00000214078.7"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
1959	"ENSG00000105677.7"	"TMEM147"	chr19	+	36037573	36038142	36037573	36037710	36038020	36038142
2124	"ENSG00000157353.12"	"FUK"	chr16	+	70500784	70501869	70500784	70500857	70501788	70501869
2193	"ENSG00000100299.13"	"ARSA"	chr22	-	51065018	51065834	51065018	51065188	51065593	51065834
2252	"ENSG00000215788.5"	"TNFRSF25"	chr1	-	6522922	6524779	6522922	6523187	6524611	6524779
2404	"ENSG00000140983.9"	"RHOT2"	chr16	+	718487	718699	718487	718569	718658	718699
2642	"ENSG00000105426.10"	"PTPRS"	chr19	-	5218430	5219478	5218430	5218543	5219320	5219478
2679	"ENSG00000135451.8"	"TROAP"	chr12	+	49723927	49725190	49723927	49724356	49724996	49725190
2751	"ENSG00000075702.12"	"WDR62"	chr19	+	36592115	36593753	36592115	36592219	36593638	36593753
3105	"ENSG00000168010.6"	"ATG16L2"	chr11	+	72533522	72535887	72533522	72534842	72535778	72535887
3151	"ENSG00000188833.5"	"ENTPD8"	chr9	-	140330972	140331761	140330972	140331203	140331610	140331761
3263	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
3372	"ENSG00000167526.9"	"RPL13"	chr16	+	89627634	89628159	89627634	89627776	89628003	89628159
3457	"ENSG00000082068.4"	"WDR70"	chr5	+	37721216	37725152	37721216	37721317	37725035	37725152
3653	"ENSG00000164889.8"	"SLC4A2"	chr7	+	150771125	150771928	150771125	150771380	150771761	150771928
4058	"ENSG00000186281.8"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
4137	"ENSG00000231500.2"	"RPS18"	chr6	+	33243741	33244287	33243741	33243843	33244167	33244287
4196	"ENSG00000206503.7"	"HLA-A"	chr6	+	29912276	29912868	29912276	29912411	29912839	29912868
4598	"ENSG00000140365.11"	"COMMD4"	chr15	+	75631325	75632219	75631325	75631445	75632042	75632219
5087	"ENSG00000140043.7"	"PTGR2"	chr14	+	74343700	74346879	74343700	74343871	74346757	74346879
5533	"ENSG00000168488.14"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847497	28848068	28848558
5701	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
5709	"ENSG00000112739.12"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533
6054	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6101	"ENSG00000039650.5"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50365028	50365138
6128	"ENSG00000188313.8"	"PLSCR1"	chr3	-	146239330	146239840	146239330	146239488	146239619	146239840
6264	"ENSG00000143416.16"	"SELENBP1"	chr1	-	151337664	151338160	151337664	151337757	151338081	151338160
