ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
104	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133986829	133986926	133981412	133981505	133988120	133988320
115	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69717029	69717071	69712370	69712446	69718369	69718408
116	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
117	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69717029	69717071	69712370	69712446	69718369	69718420
119	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847514	48849839	48849990	48847096	48847144	48853661	48853769
143	"ENSG00000100379.13"	"KCTD17"	chr22	+	37456862	37456962	37457143	37457215	37455352	37455478	37457578	37457669
150	"ENSG00000100028.7"	"SNRPD3"	chr22	+	24953624	24953768	24963951	24964144	24951470	24952039	24967883	24968740
169	"ENSG00000185808.9"	"PIGP"	chr21	-	38439561	38439680	38441851	38441924	38437673	38438012	38444733	38444837
177	"ENSG00000124164.11"	"VAPB"	chr20	+	57009657	57009761	57014000	57014081	56993266	56993419	57015962	57016139
180	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45867501	45867882	45874751	45875261	45865069	45865260	45878030	45878183
181	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45867639	45867882	45874751	45875261	45865069	45865260	45878030	45878183
191	"ENSG00000272897.1"	"RP1-309K20.6"	chr20	-	34220716	34220845	34243123	34243266	34220438	34220618	34246851	34246936
192	"ENSG00000061656.5"	"SPAG4"	chr20	+	34206533	34206642	34206844	34206920	34206371	34206397	34207116	34207232
195	"ENSG00000101391.16"	"CDK5RAP1"	chr20	-	31958304	31958435	31960447	31960503	31954664	31954814	31961920	31962018
198	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156027	30149436	30149539	30156922	30157370
199	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156083	30149436	30149539	30156922	30157370
206	"ENSG00000125885.9"	"MCM8"	chr20	+	5952652	5952683	5953701	5953842	5948475	5948671	5958521	5958663
217	"ENSG00000125746.10"	"EML2"	chr19	-	46124740	46124895	46129962	46130097	46124464	46124590	46136118	46136229
218	"ENSG00000125746.10"	"EML2"	chr19	-	46127976	46128076	46129962	46130097	46124740	46124895	46133208	46133304
219	"ENSG00000125746.10"	"EML2"	chr19	-	46129962	46130097	46133208	46133304	46127976	46128076	46136118	46136229
220	"ENSG00000104859.10"	"CLASRP"	chr19	+	45571272	45571316	45571677	45571738	45570594	45570852	45572323	45572382
222	"ENSG00000105755.3"	"ETHE1"	chr19	-	44012926	44013016	44015588	44015718	44011788	44012212	44030666	44030811
223	"ENSG00000105755.3"	"ETHE1"	chr19	-	44015588	44015718	44030666	44030811	44012926	44013016	44031248	44031353
226	"ENSG00000007306.10"	"CEACAM7"	chr19	-	42187715	42187994	42190789	42191152	42181303	42181431	42192030	42192199
231	"ENSG00000188227.8"	"ZNF793"	chr19	+	38011085	38011214	38014311	38014356	37999166	37999305	38023257	38023384
235	"ENSG00000089356.12"	"FXYD3"	chr19	+	35608160	35608282	35610071	35610155	35607165	35607263	35610266	35610320
236	"ENSG00000089356.12"	"FXYD3"	chr19	+	35610071	35610155	35610266	35610320	35607165	35607263	35611981	35612014
237	"ENSG00000089356.12"	"FXYD3"	chr19	+	35610071	35610155	35610266	35610320	35608160	35608282	35611981	35612014
238	"ENSG00000089356.12"	"FXYD3"	chr19	+	35613581	35613743	35613821	35613858	35612125	35612149	35614174	35614212
239	"ENSG00000089356.12"	"FXYD3"	chr19	+	35613668	35613743	35613821	35613858	35612125	35612149	35614174	35614212
244	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53849668	53849785	53853055	53853187	53849244	53849277	53854798	53854927
245	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53858543	53858636	53859715	53859757	53856276	53856351	53861004	53861312
247	"ENSG00000119682.12"	"AREL1"	chr14	-	75136649	75136829	75137464	75137574	75136351	75136477	75138110	75138186
248	"ENSG00000006042.7"	"TMEM98"	chr17	+	31258344	31258420	31258492	31258677	31255221	31255255	31260191	31260323
257	"ENSG00000127507.13"	"EMR2"	chr19	-	14863140	14863338	14867049	14867157	14862247	14862483	14875244	14875422
261	"ENSG00000115464.10"	"USP34"	chr2	-	61420035	61420115	61431390	61431515	61417652	61417793	61431631	61431736
263	"ENSG00000188554.9"	"NBR1"	chr17	+	41342625	41342793	41343388	41343598	41341604	41341819	41345110	41345270
266	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544750	9544911	9545473	9545535	9530740	9530894	9545783	9545869
320	"ENSG00000132199.14"	"ENOSF1"	chr18	-	677742	677872	678695	678737	677344	677444	683245	683380
323	"ENSG00000104936.13"	"DMPK"	chr19	-	46274228	46274318	46274607	46274654	46272974	46273898	46274825	46274923
328	"ENSG00000267060.1"	"PTGES3L"	chr17	-	41123623	41123713	41131186	41131285	41122305	41122359	41131394	41131461
337	"ENSG00000122694.11"	"GLIPR2"	chr9	+	36147782	36147891	36148543	36148647	36136738	36136788	36162358	36162907
343	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48814647	48814840	48815497	48815560	48814320	48814387	48817666	48817706
347	"ENSG00000090920.9"	"FCGBP"	chr19	-	40384561	40385135	40400249	40400823	40383550	40384167	40402133	40402471
354	"ENSG00000126581.8"	"BECN1"	chr17	-	40970561	40970698	40971565	40971627	40970238	40970433	40972791	40972859
355	"ENSG00000126581.8"	"BECN1"	chr17	-	40970804	40970895	40972791	40972859	40970561	40970698	40975765	40975897
358	"ENSG00000127483.13"	"HP1BP3"	chr1	-	21091869	21092024	21094076	21094157	21083658	21083749	21097422	21097566
364	"ENSG00000174100.5"	"MRPL45"	chr17	+	36474585	36474634	36476501	36476651	36462499	36462598	36478008	36478182
369	"ENSG00000119979.11"	"FAM45A"	chr10	+	120864275	120864534	120864822	120865007	120863606	120863709	120867479	120867676
382	"ENSG00000135297.11"	"MTO1"	chr6	+	74190719	74190839	74191751	74191967	74190397	74190528	74192171	74192343
383	"ENSG00000135297.11"	"MTO1"	chr6	+	74190719	74190839	74191762	74191967	74190397	74190528	74192171	74192343
385	"ENSG00000091592.11"	"NLRP1"	chr17	-	5437216	5437308	5440170	5440260	5436623	5436704	5442734	5442905
413	"ENSG00000103091.10"	"WDR59"	chr16	-	74921580	74921653	74923600	74923713	74920167	74920294	74926381	74926463
414	"ENSG00000168404.8"	"MLKL"	chr16	-	74712796	74712878	74716548	74716684	74709510	74709662	74719383	74719481
436	"ENSG00000088682.9"	"COQ9"	chr16	+	57490842	57490927	57492157	57492262	57490415	57490558	57493476	57493632
439	"ENSG00000010803.12"	"SCMH1"	chr1	-	41540890	41541123	41578954	41579198	41536266	41536393	41582593	41582682
443	"ENSG00000180376.12"	"CCDC66"	chr3	+	56605208	56605330	56606364	56606456	56600977	56601081	56626997	56627129
453	"ENSG00000188603.12"	"CLN3"	chr16	-	28498982	28499062	28499911	28499983	28498776	28498862	28502802	28502881
455	"ENSG00000188603.12"	"CLN3"	chr16	-	28499911	28499983	28500610	28500707	28498776	28498862	28502802	28502881
456	"ENSG00000188603.12"	"CLN3"	chr16	-	28499911	28499983	28500610	28500707	28498982	28499062	28502802	28502881
457	"ENSG00000188603.12"	"CLN3"	chr16	-	28500610	28500707	28502802	28502881	28499911	28499983	28503034	28503080
467	"ENSG00000261130.1"	"RP11-1021N1.1"	chr16	+	15494643	15494714	15528251	15528616	15489806	15490064	15609161	15609190
471	"ENSG00000214078.7"	"CPNE1"	chr20	-	34243123	34243266	34246851	34246936	34220716	34220845	34252681	34252848
474	"ENSG00000130958.7"	"SLC35D2"	chr9	-	99098998	99099066	99122435	99122503	99086372	99086451	99126745	99126832
475	"ENSG00000258674.5"	"CTC-260F20.3"	chr19	+	19636990	19637069	19638089	19638161	19627035	19627141	19638509	19638579
477	"ENSG00000059145.14"	"UNKL"	chr16	-	1435208	1435386	1440632	1440695	1421519	1421612	1442891	1442977
478	"ENSG00000130731.11"	"C16orf13"	chr16	-	684888	684956	685280	685340	684718	684797	685611	685774
492	"ENSG00000140543.9"	"DET1"	chr15	-	89070829	89071017	89073853	89074704	89060012	89060204	89074843	89074946
496	"ENSG00000262621.2"	"NAA60"	chr16	+	3526221	3526337	3529470	3529600	3498470	3498540	3532501	3532598
500	"ENSG00000130529.11"	"TRPM4"	chr19	+	49693952	49694030	49699696	49700131	49693464	49693577	49703556	49703689
513	"ENSG00000035664.7"	"DAPK2"	chr15	-	64231430	64231560	64263621	64263760	64222605	64222654	64275731	64275953
526	"ENSG00000172785.14"	"CBWD1"	chr9	-	146101	146158	152033	152078	134978	135030	154708	154795
554	"ENSG00000173818.12"	"ENDOV"	chr17	+	78399258	78399420	78402395	78402460	78398831	78398900	78403572	78403631
555	"ENSG00000173818.12"	"ENDOV"	chr17	+	78399291	78399420	78402395	78402460	78398831	78398900	78403572	78403631
565	"ENSG00000100722.14"	"ZC3H14"	chr14	+	89044328	89044484	89063077	89063152	89042183	89042284	89068267	89068427
566	"ENSG00000100722.14"	"ZC3H14"	chr14	+	89044328	89044484	89063077	89063152	89042183	89042284	89073586	89073707
583	"ENSG00000134283.13"	"PPHLN1"	chr12	+	42748962	42749024	42768664	42768876	42729684	42729776	42781257	42781337
591	"ENSG00000102738.6"	"MRPS31"	chr13	-	41333083	41333242	41340881	41341169	41331008	41331149	41345120	41345309
594	"ENSG00000129493.10"	"HEATR5A"	chr14	-	31771500	31771725	31774110	31774383	31765114	31765269	31775937	31776085
595	"ENSG00000129493.10"	"HEATR5A"	chr14	-	31774110	31774383	31775937	31776085	31771500	31771725	31777098	31777226
597	"ENSG00000244219.2"	"GS1-259H13.2"	chr7	+	99204370	99204517	99205295	99205433	99202002	99202219	99208015	99208439
600	"ENSG00000157353.12"	"FUK"	chr16	+	70501276	70501374	70501788	70501869	70500784	70500857	70502751	70502871
603	"ENSG00000071889.12"	"FAM3A"	chrX	-	153736804	153736928	153740180	153740204	153736619	153736678	153741146	153741260
604	"ENSG00000071889.12"	"FAM3A"	chrX	-	153740180	153740204	153741146	153741260	153736804	153736928	153744083	153744136
605	"ENSG00000118557.11"	"PMFBP1"	chr16	-	72184506	72184728	72188109	72188358	72174310	72174481	72198662	72198815
606	"ENSG00000092199.13"	"HNRNPC"	chr14	-	21702111	21702388	21730759	21730927	21699116	21699231	21731469	21731495
617	"ENSG00000125257.9"	"ABCC4"	chr13	-	95886863	95887088	95899228	95899349	95862945	95863035	95899896	95900007
630	"ENSG00000119688.16"	"ABCD4"	chr14	-	74764341	74764772	74766250	74766378	74763035	74763152	74769577	74769662
633	"ENSG00000172766.14"	"NAA16"	chr13	+	41910785	41910892	41929279	41929352	41905409	41905505	41932439	41932854
637	"ENSG00000115234.6"	"SNX17"	chr2	+	27595489	27595607	27595906	27595980	27594135	27594210	27596113	27596178
646	"ENSG00000150977.9"	"RILPL2"	chr12	-	123907590	123907704	123915054	123915206	123899935	123900468	123920628	123921264
648	"ENSG00000215788.5"	"TNFRSF25"	chr1	-	6523131	6523187	6524434	6524513	6522688	6522723	6524611	6524779
649	"ENSG00000215788.5"	"TNFRSF25"	chr1	-	6523131	6523187	6524434	6524513	6522922	6523030	6524611	6524779
650	"ENSG00000111011.13"	"RSRC2"	chr12	-	122998313	122998421	122999258	122999275	122995655	122995735	122999651	122999774
651	"ENSG00000033030.9"	"ZCCHC8"	chr12	-	122967181	122967242	122967825	122967891	122966491	122966634	122973932	122974010
652	"ENSG00000033030.9"	"ZCCHC8"	chr12	-	122967181	122967242	122967825	122968110	122966491	122966634	122973932	122974010
655	"ENSG00000089159.11"	"PXN"	chr12	-	120653362	120653464	120657009	120657894	120652905	120653076	120659425	120659561
657	"ENSG00000163517.10"	"HDAC11"	chr3	+	13524963	13525064	13538235	13538352	13522745	13522894	13542212	13542289
661	"ENSG00000111271.10"	"ACAD10"	chr12	+	112165765	112165947	112171726	112171872	112159474	112159543	112174634	112174808
690	"ENSG00000111142.9"	"METAP2"	chr12	+	95876990	95877056	95879654	95879757	95869849	95869954	95887831	95887993
741	"ENSG00000118181.6"	"RPS25"	chr11	-	118888071	118888255	118888667	118888763	118886550	118886649	118888991	118889400
742	"ENSG00000061273.13"	"HDAC7"	chr12	-	48180367	48180486	48181494	48181592	48179534	48179668	48181827	48181947
