ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1548	"ENSG00000183878.11"	"UTY"	chrY	-	15447442	15448215	15438100	15438230	15466882	15467278
1659	"ENSG00000241489.3"	"IDS"	chrX	-	148579637	148579838	148577876	148578047	148582479	148582568
1696	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981412	133981505	133979376	133979431	133986829	133986926
1698	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133981412	133981505	133988120	133988320
1699	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981412	133981505	133986829	133986926
1700	"ENSG00000156500.10"	"FAM122C"	chrX	+	133986829	133986926	133981412	133981505	133988120	133988213
1764	"ENSG00000188153.8"	"COL4A5"	chrX	+	107930711	107930924	107929260	107929359	107935977	107936155
1768	"ENSG00000197565.11"	"COL4A6"	chrX	-	107418319	107418445	107417669	107417851	107418883	107419027
1786	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1790	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1792	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102940098	102940188	102933426	102933528	102941558	102941596
1831	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306632	100306722	100306239	100306355	100306805	100307043
1834	"ENSG00000007952.13"	"NOX1"	chrX	-	100103618	100103743	100098312	100099067	100104268	100104415
1837	"ENSG00000101811.9"	"CSTF2"	chrX	+	100078280	100078417	100077239	100077409	100078874	100078994
1853	"ENSG00000165259.9"	"HDX"	chrX	-	83599257	83599465	83591808	83591888	83616473	83616620
1858	"ENSG00000072133.6"	"RPS6KA6"	chrX	-	83372067	83372156	83371236	83371295	83372391	83372462
1891	"ENSG00000147162.9"	"OGT"	chrX	+	70774362	70774442	70764416	70767873	70775803	70775944
1900	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69712370	69712446	69717029	69717071
1901	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69712370	69712446	69717029	69717071
1903	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69713225	69713325	69718369	69718420
1904	"ENSG00000082458.7"	"DLG3"	chrX	+	69717029	69717071	69713225	69713325	69718369	69718408
1918	"ENSG00000089472.12"	"HEPH"	chrX	+	65411971	65412140	65409525	65409780	65413343	65413480
1919	"ENSG00000089472.12"	"HEPH"	chrX	+	65420381	65420594	65418719	65418870	65423205	65423419
1920	"ENSG00000089472.12"	"HEPH"	chrX	+	65474876	65474983	65427956	65428088	65478681	65478821
1921	"ENSG00000089472.12"	"HEPH"	chrX	+	65475946	65476172	65474876	65474983	65478681	65478821
1930	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62944411	62944591	62926137	62926329	62974194	62974556
1932	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62951885	62952190	62944411	62944591	62974194	62974556
1959	"ENSG00000124313.8"	"IQSEC2"	chrX	-	53308745	53308841	53284981	53285243	53310677	53310776
1974	"ENSG00000179222.13"	"MAGED1"	chrX	+	51641380	51641423	51640890	51641289	51641676	51641739
1978	"ENSG00000012211.8"	"PRICKLE3"	chrX	-	49036041	49036155	49035599	49035737	49040111	49040370
1984	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847096	48847144	48849839	48849990
2006	"ENSG00000197779.9"	"ZNF81"	chrX	+	47702048	47702167	47696344	47696406	47705503	47705720
2010	"ENSG00000182872.11"	"RBM10"	chrX	+	47034417	47034491	47032526	47032596	47035898	47035985
2025	"ENSG00000147044.16"	"CASK"	chrX	-	41414852	41414888	41412971	41413168	41419031	41419100
2026	"ENSG00000147044.16"	"CASK"	chrX	-	41416284	41416353	41412971	41413168	41419031	41419100
2078	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24084114	24084209	24082317	24082452	24086080	24086225
2079	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24091207	24091380	24089674	24089844	24094838	24096088
2081	"ENSG00000184831.9"	"APOO"	chrX	-	23898961	23899069	23897031	23897151	23925810	23926020
2100	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19369377	19369525	19373466	19373622
2135	"ENSG00000002586.13"	"CD99"	chrX	+	2644300	2644414	2641354	2641405	2656240	2656297
2156	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51018402	51018511	51018155	51018259	51018618	51018845
2161	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943230	50943413	50943831	50943966
2162	"ENSG00000100258.13"	"LMF2"	chr22	-	50943657	50943763	50943485	50943582	50943831	50943966
2187	"ENSG00000075218.14"	"GTSE1"	chr22	+	46704046	46704104	46693276	46693376	46704215	46704840
