ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
630	"ENSG00000102081.9"	"FMR1"	chrX	+	147026388	147026571	147026463	147026571	147022094	147022181
645	"ENSG00000125676.15"	"THOC2"	chrX	-	122753251	122753368	122753251	122753287	122753943	122754056
646	"ENSG00000125676.15"	"THOC2"	chrX	-	122753251	122753368	122753251	122753287	122754038	122754521
654	"ENSG00000101901.6"	"ALG13"	chrX	+	110925359	110925522	110925463	110925522	110924890	110925054
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
658	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
659	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
663	"ENSG00000123572.12"	"NRK"	chrX	+	105193566	105193726	105193590	105193726	105190306	105190456
668	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
670	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
671	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
703	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48853661	48853769
753	"ENSG00000100417.7"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980530	41980607
798	"ENSG00000239282.3"	"GATSL3"	chr22	-	30681105	30681677	30681105	30681423	30681820	30681915
926	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572462	62572573	62572462	62572561	62572735	62572740
927	"ENSG00000197114.7"	"ZGPAT"	chr20	+	62365996	62366176	62366056	62366176	62364938	62365064
929	"ENSG00000101246.15"	"ARFRP1"	chr20	-	62338350	62338449	62338350	62338444	62339161	62339190
933	"ENSG00000258366.3"	"RTEL1"	chr20	+	62321318	62321563	62321439	62321563	62321198	62321218
937	"ENSG00000092758.11"	"COL9A3"	chr20	+	61467538	61467884	61467829	61467884	61467272	61467305
1002	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228146	32228337	32228149	32228337	32224445	32224514
1068	"ENSG00000063241.3"	"ISOC2"	chr19	-	55966626	55966745	55966626	55966697	55967715	55967856
1078	"ENSG00000104972.10"	"LILRB1"	chr19	+	55145421	55145472	55145424	55145472	55144466	55144769
1133	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993488	49993833	49993731	49993833	49993106	49993179
1232	"ENSG00000104518.6"	"GSDMD"	chr8	+	144643899	144643998	144643911	144643998	144643539	144643593
1309	"ENSG00000224078.8"	"SNHG14"	chr15	+	25315266	25315406	25315272	25315406	25312558	25312678
1313	"ENSG00000072958.4"	"AP1M1"	chr19	+	16345223	16346156	16345957	16346156	16344303	16344429
1384	"ENSG00000105397.9"	"TYK2"	chr19	-	10478970	10479094	10478970	10479047	10488889	10489102
1392	"ENSG00000076984.13"	"MAP2K7"	chr19	+	7974947	7975258	7975144	7975258	7974639	7974781
1487	"ENSG00000105699.12"	"LSR"	chr19	+	35757738	35757870	35757741	35757870	35757261	35757435
1502	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994324	79994066	79994184	79994419	79994519
1539	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109416	109492
1545	"ENSG00000134759.9"	"ELP2"	chr18	+	33747063	33747185	33747118	33747185	33744437	33744630
1546	"ENSG00000134759.9"	"ELP2"	chr18	+	33747115	33747185	33747118	33747185	33744437	33744630
1552	"ENSG00000167604.9"	"NFKBID"	chr19	-	36387627	36387960	36387627	36387733	36388552	36388758
1564	"ENSG00000148803.7"	"FUOM"	chr10	-	135170690	135170966	135170690	135170759	135171160	135171241
1566	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13114128	13114250
1580	"ENSG00000132199.14"	"ENOSF1"	chr18	-	690548	690745	690548	690631	691067	691106
1602	"ENSG00000011304.12"	"PTBP1"	chr19	+	808359	808452	808379	808452	806407	806556
1728	"ENSG00000004059.6"	"ARF5"	chr7	+	127229538	127230191	127230119	127230191	127229136	127229217
1742	"ENSG00000265118.1"	"CTD-2370N5.3"	chr17	-	29640996	29641128	29640996	29641062	29641388	29641483
1757	"ENSG00000109113.13"	"RAB34"	chr17	-	27043010	27043079	27043010	27043076	27044230	27044309
1770	"ENSG00000126254.7"	"RBM42"	chr19	+	36128059	36128254	36128151	36128254	36125157	36125275
1778	"ENSG00000126705.9"	"AHDC1"	chr1	-	27879584	27879815	27879584	27879801	27884815	27885041
1791	"ENSG00000108591.5"	"DRG2"	chr17	+	18007873	18007995	18007936	18007995	18007114	18007203
1820	"ENSG00000170037.9"	"CNTROB"	chr17	+	7847440	7847956	7847793	7847956	7846708	7846842
1835	"ENSG00000215041.5"	"NEURL4"	chr17	-	7221587	7221993	7221587	7221675	7222368	7222527
1857	"ENSG00000129219.9"	"PLD2"	chr17	+	4711278	4711711	4711568	4711711	4711066	4711176
1915	"ENSG00000129667.8"	"RHBDF2"	chr17	-	74483793	74483991	74483793	74483933	74497017	74497453
2055	"ENSG00000169682.13"	"SPNS1"	chr16	+	28986504	28986713	28986508	28986713	28986114	28986421
2061	"ENSG00000197165.6"	"SULT1A2"	chr16	-	28603583	28603802	28603583	28603764	28608317	28608430
2068	"ENSG00000164050.8"	"PLXNB1"	chr3	-	48453271	48453713	48453271	48453418	48453850	48454029
2188	"ENSG00000234769.4"	"WASH4P"	chr16	-	64084	64720	64084	64511	65480	65633
2218	"ENSG00000006114.11"	"SYNRG"	chr17	-	35928892	35929026	35928892	35929022	35930735	35930984
2257	"ENSG00000105193.4"	"RPS16"	chr19	-	39926246	39926348	39926246	39926345	39926487	39926588
2285	"ENSG00000259347.1"	"RP11-798K3.2"	chr15	-	67279495	67279985	67279495	67279600	67351477	67351591
2339	"ENSG00000166762.12"	"CATSPER2"	chr15	-	43940114	43940264	43940114	43940261	43941924	43942077
2356	"ENSG00000168970.16"	"JMJD7-PLA2G4B"	chr15	+	42126937	42127421	42127167	42127421	42120313	42120386
2358	"ENSG00000168970.16"	"JMJD7-PLA2G4B"	chr15	+	42137400	42137973	42137835	42137973	42137045	42137268
2381	"ENSG00000126934.9"	"MAP2K2"	chr19	-	4094450	4095447	4094450	4094496	4097276	4097341
2406	"ENSG00000116560.6"	"SFPQ"	chr1	-	35641978	35642075	35641978	35642072	35643589	35643637
2442	"ENSG00000135423.8"	"GLS2"	chr12	-	56869407	56869761	56869407	56869466	56871443	56871502
2462	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94854896	94855000	94854896	94854997	94855137	94855347
