ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
116	"ENSG00000126756.7"	"UXT"	chrX	-	47516581	47516689	47516970	47517038	47511479	47511543	47517180	47517262
120	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41202989	41203075	41201989	41202089	41203282	41203381
124	"ENSG00000130066.12"	"SAT1"	chrX	+	23801916	23802000	23803444	23803546	23801774	23801826	23803636	23803677
126	"ENSG00000087842.6"	"PIR"	chrX	-	15425627	15425672	15444028	15444113	15415570	15415653	15473970	15474177
131	"ENSG00000025708.8"	"TYMP"	chr22	-	50967564	50967767	50967924	50968148	50966016	50966146	50968332	50968419
138	"ENSG00000242247.6"	"ARFGAP3"	chr22	-	43203078	43203169	43204772	43204896	43195044	43195166	43206818	43206950
144	"ENSG00000100097.7"	"LGALS1"	chr22	+	38072862	38073072	38074489	38074661	38071663	38071718	38075609	38075809
145	"ENSG00000100097.7"	"LGALS1"	chr22	+	38072992	38073072	38074489	38074661	38071614	38071718	38075609	38075813
152	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24029017	24029182	24032418	24032543	24025911	24026054	24036305	24037704
154	"ENSG00000182871.10"	"COL18A1"	chr21	+	46924329	46924470	46925047	46925192	46923924	46923968	46925271	46925345
158	"ENSG00000160191.13"	"PDE9A"	chr21	+	44108026	44108104	44119077	44119121	44106301	44106372	44152179	44152234
161	"ENSG00000160191.13"	"PDE9A"	chr21	+	44119077	44119121	44152179	44152234	44108026	44108104	44153465	44153536
177	"ENSG00000166979.8"	"EVA1C"	chr21	+	33867336	33867480	33873724	33873805	33840003	33840156	33887123	33887699
178	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33038761	33038831	33031934	33032154	33039570	33039688
179	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33038761	33038831	33033861	33034047	33039570	33039654
183	"ENSG00000092758.11"	"COL9A3"	chr20	+	61467538	61467685	61467829	61467884	61467272	61467305	61468434	61468617
187	"ENSG00000197818.7"	"SLC9A8"	chr20	+	48461572	48461656	48466115	48466217	48456077	48456136	48471974	48472118
188	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45841286	45841370	45848908	45848975	45839405	45839542	45849964	45850125
198	"ENSG00000272897.1"	"RP1-309K20.6"	chr20	-	34220716	34220845	34243123	34243266	34220438	34220618	34246851	34246936
199	"ENSG00000100983.5"	"GSS"	chr20	-	33517203	33517393	33519138	33519220	33516235	33516754	33519741	33519936
202	"ENSG00000125970.7"	"RALY"	chr20	+	32661368	32661441	32661624	32661672	32659871	32660136	32663679	32663846
204	"ENSG00000101336.8"	"HCK"	chr20	+	30661121	30661164	30661521	30661621	30659464	30659585	30662425	30662524
206	"ENSG00000101294.12"	"HM13"	chr20	+	30125981	30126064	30132749	30132838	30115286	30115385	30137866	30137924
207	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156027	30149436	30149539	30156922	30157370
208	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156083	30149436	30149539	30156922	30157370
215	"ENSG00000063245.10"	"EPN1"	chr19	+	56200662	56200737	56201232	56201316	56200235	56200360	56203119	56203423
227	"ENSG00000105755.3"	"ETHE1"	chr19	-	44015588	44015718	44030666	44030811	44012926	44013016	44031248	44031353
235	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36501795	36501979	36502305	36502366	36501468	36501585	36503922	36503991
238	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36230610	36230989	36231280	36231465	36230152	36230527	36231924	36232129
243	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53858543	53858636	53859715	53859757	53856276	53856351	53861004	53861312
245	"ENSG00000143545.4"	"RAB13"	chr1	-	153955194	153955284	153955694	153955772	153955010	153955076	153955996	153956057
246	"ENSG00000006042.7"	"TMEM98"	chr17	+	31258344	31258420	31258492	31258677	31255221	31255255	31260191	31260323
247	"ENSG00000105669.8"	"COPE"	chr19	-	19014076	19014232	19015579	19015661	19011189	19011258	19021779	19021880
254	"ENSG00000166295.4"	"ANAPC16"	chr10	+	73983645	73983814	73990123	73990198	73975805	73975896	73992758	73995618
255	"ENSG00000127527.9"	"EPS15L1"	chr19	-	16472589	16472795	16487932	16488065	16466049	16466662	16495939	16496022
258	"ENSG00000127507.13"	"EMR2"	chr19	-	14863140	14863338	14867049	14867157	14862247	14862483	14875244	14875422
261	"ENSG00000123159.11"	"GIPC1"	chr19	-	14593500	14593818	14603668	14603724	14591404	14591590	14606848	14606944
262	"ENSG00000123159.11"	"GIPC1"	chr19	-	14602467	14602555	14603668	14603724	14591404	14591590	14606848	14606944
267	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544750	9544911	9545473	9545535	9530740	9530894	9545783	9545869
276	"ENSG00000064961.14"	"HMG20B"	chr19	+	3575499	3575658	3576258	3576305	3574367	3574584	3576550	3576623
277	"ENSG00000064961.14"	"HMG20B"	chr19	+	3575537	3575658	3576258	3576305	3573689	3574584	3576550	3576623
283	"ENSG00000105699.12"	"LSR"	chr19	+	35753448	35753595	35757261	35757435	35749847	35749967	35757738	35757870
287	"ENSG00000134440.7"	"NARS"	chr18	-	55278868	55278939	55280833	55280912	55276588	55276675	55282872	55282962
288	"ENSG00000134440.7"	"NARS"	chr18	-	55280833	55280912	55282872	55282962	55278868	55278939	55283048	55283207
326	"ENSG00000132199.14"	"ENOSF1"	chr18	-	677742	677872	678695	678737	677344	677444	683245	683380
329	"ENSG00000104936.13"	"DMPK"	chr19	-	46274228	46274318	46274607	46274654	46272974	46273898	46274825	46274923
330	"ENSG00000167363.9"	"FN3K"	chr17	+	80699186	80699269	80706730	80706853	80698638	80698730	80708292	80709073
336	"ENSG00000182156.5"	"ENPP7"	chr17	+	77707305	77707451	77711714	77711861	77704680	77705154	77715592	77716021
337	"ENSG00000183077.11"	"AFMID"	chr17	+	76187050	76187141	76198579	76198684	76183442	76183514	76198783	76198832
343	"ENSG00000196576.10"	"PLXNB2"	chr22	-	50718058	50718205	50718433	50718500	50717283	50717440	50718917	50719099
351	"ENSG00000008294.16"	"SPAG9"	chr17	-	49054468	49054582	49057106	49057278	49052131	49052308	49059884	49060033
352	"ENSG00000008294.16"	"SPAG9"	chr17	-	49073925	49074055	49075804	49075978	49072804	49072894	49077021	49077078
357	"ENSG00000178852.11"	"EFCAB13"	chr17	+	45425173	45425317	45438743	45438887	45422381	45422464	45447802	45447874
358	"ENSG00000238083.3"	"LRRC37A2"	chr17	+	44627780	44627885	44630765	44630815	44624590	44627209	44632517	44632572
359	"ENSG00000238083.3"	"LRRC37A2"	chr17	+	44630765	44630815	44632517	44632572	44627780	44627885	44632650	44632790
362	"ENSG00000013306.11"	"SLC25A39"	chr17	-	42399067	42399135	42399786	42399920	42397996	42398926	42400651	42400711
363	"ENSG00000013306.11"	"SLC25A39"	chr17	-	42399067	42399135	42399786	42399896	42398801	42398926	42400651	42400711
369	"ENSG00000173889.11"	"PHC3"	chr3	-	169854206	169854453	169863210	169863309	169846471	169847340	169866873	169867032
370	"ENSG00000173889.11"	"PHC3"	chr3	-	169863210	169863309	169866873	169867032	169854206	169854453	169889160	169889238
378	"ENSG00000169895.5"	"SYAP1"	chrX	+	16773067	16773216	16774785	16774844	16761823	16761963	16775284	16775432
380	"ENSG00000109113.13"	"RAB34"	chr17	-	27043010	27043076	27043920	27044012	27042817	27042919	27044230	27044443
394	"ENSG00000170037.9"	"CNTROB"	chr17	+	7847440	7847566	7847793	7847956	7846708	7846842	7849045	7849304
396	"ENSG00000135926.8"	"TMBIM1"	chr2	-	219142657	219142697	219143237	219143288	219142355	219142393	219143760	219143814
402	"ENSG00000167711.9"	"SERPINF2"	chr17	+	1651891	1652034	1655879	1656084	1650602	1650806	1657415	1657936
425	"ENSG00000168404.8"	"MLKL"	chr16	-	74712796	74712878	74716548	74716684	74709510	74709662	74719383	74719481
426	"ENSG00000168404.8"	"MLKL"	chr16	-	74712796	74712878	74716548	74716684	74710198	74710323	74719383	74719481
437	"ENSG00000106927.7"	"AMBP"	chr9	-	116823204	116823378	116823703	116823871	116822406	116822550	116824956	116825038
438	"ENSG00000141084.6"	"RANBP10"	chr16	-	67771915	67771938	67778190	67778358	67768760	67768945	67805936	67805989
440	"ENSG00000141084.6"	"RANBP10"	chr16	-	67793475	67793635	67805936	67805989	67778190	67778358	67839330	67839442
442	"ENSG00000205250.4"	"E2F4"	chr16	+	67227324	67227418	67228300	67228362	67226663	67226773	67228588	67228883
448	"ENSG00000103042.4"	"SLC38A7"	chr16	-	58711229	58711328	58713760	58713777	58710192	58710250	58717858	58718082
449	"ENSG00000103042.4"	"SLC38A7"	chr16	-	58711229	58711328	58713760	58714145	58710192	58710250	58717858	58718082
450	"ENSG00000140859.11"	"KIFC3"	chr16	-	57793036	57793065	57793639	57793748	57792128	57792821	57794637	57794867
461	"ENSG00000102893.11"	"PHKB"	chr16	+	47697587	47697645	47699852	47699943	47695629	47695711	47703125	47703328
463	"ENSG00000178226.6"	"PRSS36"	chr16	-	31151812	31152078	31152789	31152931	31151614	31151736	31153043	31153281
464	"ENSG00000103496.10"	"STX4"	chr16	+	31045782	31045857	31046290	31046361	31045524	31045646	31049246	31049355
468	"ENSG00000079385.17"	"CEACAM1"	chr19	-	43023099	43023387	43025418	43025673	43016501	43016631	43026075	43026354
471	"ENSG00000109919.5"	"MTCH2"	chr11	-	47644252	47644328	47647225	47647293	47638867	47640471	47648631	47648679
482	"ENSG00000162551.9"	"ALPL"	chr1	+	21894596	21894740	21900157	21900292	21890533	21890709	21902225	21902417
483	"ENSG00000174628.12"	"IQCK"	chr16	+	19746674	19746772	19775169	19775222	19745019	19745149	19800159	19800244
485	"ENSG00000174628.12"	"IQCK"	chr16	+	19775356	19775434	19800159	19800244	19775169	19775222	19838347	19838459
486	"ENSG00000156162.12"	"DPY19L4"	chr8	+	95746857	95746982	95750596	95750687	95738558	95738669	95751640	95751762
488	"ENSG00000060566.9"	"CREB3L3"	chr19	+	4168347	4168454	4170136	4170205	4164499	4164637	4171379	4171476
491	"ENSG00000140623.9"	"SEPT12"	chr16	-	4833649	4833767	4833931	4834069	4833462	4833558	4835807	4835889
495	"ENSG00000258674.5"	"CTC-260F20.3"	chr19	+	19636990	19637069	19638089	19638161	19627035	19627141	19638509	19638579
497	"ENSG00000196954.8"	"CASP4"	chr11	-	104817809	104817919	104819259	104819403	104815474	104815578	104820269	104820504
498	"ENSG00000172366.15"	"FAM195A"	chr16	+	697416	697544	697782	697884	692119	692249	698119	698474
515	"ENSG00000262621.2"	"NAA60"	chr16	+	3529470	3529600	3532501	3532598	3507992	3508181	3533362	3533597
516	"ENSG00000185787.10"	"MORF4L1"	chr15	+	79185880	79185969	79186399	79186572	79184553	79184655	79187161	79187246
520	"ENSG00000130529.11"	"TRPM4"	chr19	+	49675265	49675365	49684605	49684718	49674834	49675026	49685834	49686179
521	"ENSG00000130529.11"	"TRPM4"	chr19	+	49693952	49694030	49699696	49700131	49693464	49693577	49703556	49703689
524	"ENSG00000140400.10"	"MAN2C1"	chr15	-	75650541	75650685	75650802	75650959	75649133	75649243	75651044	75651149
525	"ENSG00000140400.10"	"MAN2C1"	chr15	-	75655550	75655631	75656339	75656529	75654982	75655089	75656828	75657006
530	"ENSG00000137821.7"	"LRRC49"	chr15	+	71190705	71190794	71193260	71193363	71188187	71188275	71196890	71197094
537	"ENSG00000114115.5"	"RBP1"	chr3	-	139237262	139237364	139257622	139257801	139236275	139236522	139258301	139258671
538	"ENSG00000111364.11"	"DDX55"	chr12	+	124101057	124101150	124102304	124102419	124099731	124099863	124103215	124103384
550	"ENSG00000182327.7"	"GLTPD2"	chr17	+	4692520	4692585	4692805	4692972	4692253	4692412	4693053	4693685
556	"ENSG00000187446.7"	"CHP1"	chr15	+	41554953	41555081	41562754	41562816	41549107	41549188	41570964	41571087
557	"ENSG00000156639.7"	"ZFAND3"	chr6	+	38029368	38029551	38050167	38050233	37897734	37897775	38084347	38084515
569	"ENSG00000141480.13"	"ARRB2"	chr17	+	4619441	4619486	4619706	4619903	4619267	4619328	4620511	4620571
573	"ENSG00000126214.16"	"KLC1"	chr14	+	104153417	104153548	104158695	104158762	104145720	104145855	104166991	104167064
577	"ENSG00000196405.8"	"EVL"	chr14	+	100589875	100589939	100593043	100593108	100563817	100563995	100594855	100595085
579	"ENSG00000273259.1"	"RP11-986E7.7"	chr14	+	95080770	95081421	95085531	95085805	95078633	95078784	95088677	95088828
580	"ENSG00000273259.1"	"RP11-986E7.7"	chr14	+	95085531	95085805	95088677	95088828	95080770	95081421	95089947	95090983
581	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94845800	94845948	94848928	94849578	94843083	94844977	94854896	94855000
582	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94845800	94845948	94848928	94849578	94843083	94844977	94856793	94856974
583	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94848928	94849578	94854896	94855000	94845800	94845948	94856756	94857029
589	"ENSG00000173818.12"	"ENDOV"	chr17	+	78399258	78399420	78402395	78402460	78398831	78398900	78403572	78403631
590	"ENSG00000173818.12"	"ENDOV"	chr17	+	78399291	78399420	78402395	78402460	78398831	78398900	78403572	78403631
600	"ENSG00000100722.14"	"ZC3H14"	chr14	+	89075610	89076147	89077177	89077284	89073586	89073707	89078088	89078234
