ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
345	"ENSG00000156313.8"	"RPGR"	chrX	-	38146346	38147294	38147113	38147294	38135839	38136025
368	"ENSG00000100359.16"	"SGSM3"	chr22	+	40804936	40805376	40804936	40805022	40805468	40805529
421	"ENSG00000141959.12"	"PFKL"	chr21	+	45739233	45740030	45739233	45739298	45741611	45741758
443	"ENSG00000156256.10"	"USP16"	chr21	+	30414792	30415920	30414792	30414849	30418987	30419642
450	"ENSG00000197114.7"	"ZGPAT"	chr20	+	62364938	62365091	62364938	62365064	62365996	62366176
451	"ENSG00000197114.7"	"ZGPAT"	chr20	+	62364938	62365127	62364938	62365064	62365996	62366176
457	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60854212	60854405	60854212	60854395	60856113	60856221
480	"ENSG00000101052.8"	"IFT52"	chr20	+	42233641	42233856	42233641	42233713	42242489	42242616
496	"ENSG00000100983.5"	"GSS"	chr20	-	33530290	33530809	33530733	33530809	33529515	33529632
499	"ENSG00000125970.7"	"RALY"	chr20	+	32659871	32660136	32659871	32660011	32661624	32661672
531	"ENSG00000149923.9"	"PPP4C"	chr16	+	30094714	30095102	30094714	30094888	30095986	30096176
562	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993554	49993106	49993179	49993731	49993833
602	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
610	"ENSG00000160410.10"	"SHKBP1"	chr19	+	41083462	41083615	41083462	41083536	41084367	41084448
621	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743790	102743831
634	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
647	"ENSG00000006042.7"	"TMEM98"	chr17	+	31258344	31258677	31258344	31258420	31260191	31260323
678	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
698	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544740	9544911	9544750	9544911	9530740	9530894
724	"ENSG00000179532.8"	"DNHD1"	chr11	+	6591238	6591626	6591238	6591330	6591847	6592653
725	"ENSG00000142347.12"	"MYO1F"	chr19	-	8591336	8591819	8591672	8591819	8590362	8590446
733	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615684	1615820	1612205	1612429
