ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
733	"ENSG00000100360.10"	"IFT27"	chr22	-	37154254	37160080	37154254	37154453	37159962	37160080
796	"ENSG00000141959.12"	"PFKL"	chr21	+	45739233	45741758	45739233	45739298	45741611	45741758
836	"ENSG00000197114.7"	"ZGPAT"	chr20	+	62364938	62366176	62364938	62365064	62365996	62366176
945	"ENSG00000125691.8"	"RPL23"	chr17	-	37006333	37008985	37006333	37006467	37008856	37008985
1101	"ENSG00000105122.8"	"RASAL3"	chr19	-	15562434	15563626	15562434	15562749	15563468	15563626
1207	"ENSG00000179532.8"	"DNHD1"	chr11	+	6591238	6592653	6591238	6591330	6591847	6592653
1223	"ENSG00000099860.4"	"GADD45B"	chr19	+	2476526	2478257	2476526	2476628	2477485	2478257
1252	"ENSG00000099821.9"	"POLRMT"	chr19	-	617569	618586	617569	617655	618487	618586
1260	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
1444	"ENSG00000154451.10"	"GBP5"	chr1	-	89727902	89729631	89727902	89728084	89729418	89729631
1494	"ENSG00000170037.9"	"CNTROB"	chr17	+	7851804	7852896	7851804	7851937	7852702	7852896
1571	"ENSG00000100316.11"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
1678	"ENSG00000149925.12"	"ALDOA"	chr16	+	30078770	30080299	30078770	30078982	30080138	30080299
1742	"ENSG00000214078.7"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
1755	"ENSG00000196954.8"	"CASP4"	chr11	-	104817809	104820504	104817809	104817919	104820269	104820504
1809	"ENSG00000234769.4"	"WASH4P"	chr16	-	64084	65633	64084	64511	65480	65633
1934	"ENSG00000243708.4"	"PLA2G4B"	chr15	+	42133428	42134147	42133428	42133471	42134016	42134147
2074	"ENSG00000173575.14"	"CHD2"	chr15	+	93486072	93489095	93486072	93486298	93489050	93489095
2108	"ENSG00000100911.9"	"PSME2"	chr14	-	24614587	24615449	24614587	24614674	24615416	24615449
2373	"ENSG00000065357.15"	"DGKA"	chr12	+	56345406	56346215	56345406	56345567	56346124	56346215
2491	"ENSG00000111684.6"	"LPCAT3"	chr12	-	7086528	7087669	7086528	7086687	7087502	7087669
2530	"ENSG00000250799.5"	"PRODH2"	chr19	-	36297331	36298023	36297331	36297498	36297942	36298023
2547	"ENSG00000076706.10"	"MCAM"	chr11	-	119181465	119182131	119181465	119181613	119181989	119182131
2616	"ENSG00000103024.3"	"NME3"	chr16	-	1820881	1821411	1820881	1820994	1821280	1821411
2646	"ENSG00000105426.10"	"PTPRS"	chr19	-	5218430	5219478	5218430	5218543	5219320	5219478
3172	"ENSG00000102225.11"	"CDK16"	chrX	+	47085363	47086102	47085363	47085426	47085981	47086102
3255	"ENSG00000159377.6"	"PSMB4"	chr1	+	151372917	151373831	151372917	151373064	151373714	151373831
3265	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
3292	"ENSG00000089195.10"	"TRMT6"	chr20	-	5921698	5922682	5921698	5921785	5922596	5922682
3375	"ENSG00000167526.9"	"RPL13"	chr16	+	89627634	89628159	89627634	89627776	89628003	89628159
3387	"ENSG00000187796.9"	"CARD9"	chr9	-	139258934	139261297	139258934	139259011	139261251	139261297
3496	"ENSG00000178038.12"	"ALS2CL"	chr3	-	46720699	46722897	46720699	46720777	46722735	46722897
3775	"ENSG00000186088.11"	"GSAP"	chr7	-	76958649	76959684	76958649	76958708	76959498	76959684
3787	"ENSG00000053900.6"	"ANAPC4"	chr4	+	25417087	25419361	25417087	25417162	25419237	25419361
3793	"ENSG00000089094.12"	"KDM2B"	chr12	-	121879959	121881596	121879959	121880639	121881482	121881596
3859	"ENSG00000143549.15"	"TPM3"	chr1	-	154143124	154145454	154143124	154143187	154145383	154145454
3908	"ENSG00000051108.10"	"HERPUD1"	chr16	+	56973806	56974157	56973806	56974000	56974088	56974157
4181	"ENSG00000204472.8"	"AIF1"	chr6	+	31583446	31584283	31583446	31583513	31584120	31584283
4594	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4636	"ENSG00000135218.13"	"CD36"	chr7	+	80302085	80303463	80302085	80302159	80303298	80303463
4833	"ENSG00000064932.11"	"SBNO2"	chr19	-	1109133	1109597	1109133	1109210	1109504	1109597
5153	"ENSG00000179583.13"	"CIITA"	chr16	+	11000355	11003044	11000355	11002006	11002839	11003044
5463	"ENSG00000135924.11"	"DNAJB2"	chr2	+	220147558	220148211	220147558	220147651	220148140	220148211
5466	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220100034	220100429	220100597
5472	"ENSG00000127837.5"	"AAMP"	chr2	-	219130301	219131310	219130301	219130669	219131165	219131310
5528	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179041180	179044650	179041180	179041960	179044514	179044650
5629	"ENSG00000090621.9"	"PABPC4"	chr1	-	40026487	40027875	40026487	40026794	40027744	40027875
5713	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
5721	"ENSG00000112739.12"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4061381	4062446	4062533
5836	"ENSG00000160271.10"	"RALGDS"	chr9	-	135973106	135977149	135973106	135974149	135976906	135977149
5939	"ENSG00000188257.6"	"PLA2G2A"	chr1	-	20304507	20305372	20304507	20304614	20305226	20305372
6037	"ENSG00000110172.7"	"CHORDC1"	chr11	-	89943703	89947343	89943703	89943762	89947185	89947343
6069	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6142	"ENSG00000188313.8"	"PLSCR1"	chr3	-	146239330	146239840	146239330	146239488	146239619	146239840
6192	"ENSG00000158864.8"	"NDUFS2"	chr1	+	161179900	161180500	161179900	161179978	161180380	161180500
6490	"ENSG00000140279.8"	"DUOX2"	chr15	-	45403308	45404153	45403308	45403475	45403965	45404153
