ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
757	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226616	24225958	24226060	24226488	24226616
877	"ENSG00000088340.11"	"FER1L4"	chr20	-	34147110	34148405	34147110	34147394	34148306	34148405
959	"ENSG00000213024.6"	"NUP62"	chr19	-	50430950	50432761	50430950	50431072	50432673	50432761
1164	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939351	9939002	9939065	9939267	9939351
1256	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
1281	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109246	109347
1335	"ENSG00000182473.16"	"EXOC7"	chr17	-	74083734	74084643	74083734	74083801	74084544	74084643
1338	"ENSG00000132471.7"	"WBP2"	chr17	-	73842988	73844743	73842988	73843065	73844650	73844743
1374	"ENSG00000136450.8"	"SRSF1"	chr17	-	56082283	56083334	56082283	56082402	56083161	56083334
1407	"ENSG00000168763.11"	"CNNM3"	chr2	+	97493467	97494871	97493467	97493637	97494732	97494871
1551	"ENSG00000159176.9"	"CSRP1"	chr1	-	201454410	201458112	201454410	201454504	201458000	201458112
1571	"ENSG00000100316.11"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
1708	"ENSG00000197363.5"	"ZNF517"	chr8	+	146028254	146029623	146028254	146028332	146029530	146029623
1742	"ENSG00000214078.7"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
1767	"ENSG00000167962.8"	"ZNF598"	chr16	-	2052521	2053729	2052521	2052733	2053616	2053729
2072	"ENSG00000173575.14"	"CHD2"	chr15	+	93486072	93489095	93486072	93486298	93489050	93489095
2146	"ENSG00000092094.6"	"OSGEP"	chr14	-	20915773	20916330	20915773	20915849	20916264	20916330
2371	"ENSG00000065357.15"	"DGKA"	chr12	+	56345406	56346215	56345406	56345567	56346124	56346215
2403	"ENSG00000140983.9"	"RHOT2"	chr16	+	718487	718699	718487	718569	718658	718699
2482	"ENSG00000129467.9"	"ADCY4"	chr14	-	24791271	24792660	24791271	24791914	24792549	24792660
3258	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
3451	"ENSG00000082068.4"	"WDR70"	chr5	+	37721216	37725152	37721216	37721317	37725035	37725152
3496	"ENSG00000105707.9"	"HPN"	chr19	+	35550576	35551416	35550576	35550900	35551250	35551416
3890	"ENSG00000146205.9"	"ANO7"	chr2	+	242162600	242163370	242162600	242162691	242163319	242163370
4053	"ENSG00000186281.8"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
4143	"ENSG00000204348.5"	"DXO"	chr6	-	31938119	31938602	31938119	31938255	31938369	31938602
4170	"ENSG00000204472.8"	"AIF1"	chr6	+	31583446	31584283	31583446	31583513	31584120	31584283
4192	"ENSG00000206503.7"	"HLA-A"	chr6	+	29912276	29912868	29912276	29912411	29912839	29912868
4331	"ENSG00000131899.6"	"LLGL1"	chr17	+	18143891	18145313	18143891	18144187	18145198	18145313
4412	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
4516	"ENSG00000143624.9"	"INTS3"	chr1	+	153719432	153721231	153719432	153719546	153721164	153721231
4587	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4835	"ENSG00000137726.11"	"FXYD6"	chr11	-	117712704	117712976	117712704	117712740	117712821	117712976
4955	"ENSG00000102977.9"	"ACD"	chr16	-	67692830	67693516	67692830	67692982	67693439	67693516
4982	"ENSG00000140650.7"	"PMM2"	chr16	+	8895937	8896246	8895937	8896002	8896117	8896246
5021	"ENSG00000197816.9"	"CCDC180"	chr9	+	100132922	100136930	100132922	100133060	100136824	100136930
5090	"ENSG00000140043.7"	"PTGR2"	chr14	+	74343700	74346879	74343700	74343871	74346757	74346879
5395	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11136898	11137708	11136898	11137005	11137657	11137708
5461	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220100034	220100429	220100597
5900	"ENSG00000143126.7"	"CELSR2"	chr1	+	109812554	109813661	109812554	109812755	109813548	109813661
5997	"ENSG00000185189.11"	"NRBP2"	chr8	-	144915916	144918350	144915916	144917900	144918296	144918350
6058	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6105	"ENSG00000039650.5"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50365028	50365138
