ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
660	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
662	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
663	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
664	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102841146	102841219	102840542	102840611
693	"ENSG00000179222.13"	"MAGED1"	chrX	+	51640890	51641289	51641209	51641289	51640642	51640722
697	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48849839	48849990
698	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48853661	48853769
704	"ENSG00000147155.6"	"EBP"	chrX	+	48382086	48382460	48382310	48382460	48380580	48380640
718	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17855656	17855850	17878628	17878827
729	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51017854	51017936	51017854	51017887	51018219	51018259
748	"ENSG00000205702.6"	"CYP2D7P1"	chr22	-	42537161	42537406	42537161	42537349	42537634	42537685
756	"ENSG00000100242.11"	"SUN2"	chr22	-	39135346	39135431	39135346	39135428	39135726	39135948
771	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
772	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35717951	35718012
786	"ENSG00000183963.14"	"SMTN"	chr22	+	31495047	31495882	31495730	31495882	31494652	31494826
893	"ENSG00000160200.13"	"CBS"	chr21	-	44493375	44493451	44493375	44493413	44496334	44496488
929	"ENSG00000101246.15"	"ARFRP1"	chr20	-	62338350	62338449	62338350	62338444	62339161	62339190
968	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43561322	43561354
1001	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228146	32228337	32228149	32228337	32224445	32224514
1005	"ENSG00000149600.7"	"COMMD7"	chr20	-	31315895	31315949	31315895	31315946	31330281	31330371
1038	"ENSG00000088826.13"	"SMOX"	chr20	+	4162735	4163495	4163129	4163495	4162449	4162623
1111	"ENSG00000129451.7"	"KLK10"	chr19	-	51522298	51522398	51522298	51522395	51522882	51523020
