ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
100	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176375	153176453	153176582	153176643	153176153	153176288	153178153	153178256
102	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043402	153043550	153043715	153043780	153042982	153043143	153043850	153043926
106	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133983196	133983258	133981412	133981505	133986829	133986926
117	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
123	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41202989	41203075	41201989	41202089	41203282	41203381
127	"ENSG00000184831.9"	"APOO"	chrX	-	23886709	23886805	23892519	23892574	23876758	23876850	23897031	23897151
135	"ENSG00000100373.5"	"UPK3A"	chr22	+	45683052	45683332	45684941	45685024	45681821	45681977	45689061	45689194
145	"ENSG00000100129.13"	"EIF3L"	chr22	+	38251571	38251651	38254685	38254747	38247286	38247497	38258975	38259045
147	"ENSG00000100003.13"	"SEC14L2"	chr22	+	30811747	30811854	30811936	30812076	30806584	30806668	30812222	30812392
149	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140692	29141851	29141996	29139869	29139966	29147228	29147276
150	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140697	29141851	29141996	29139869	29139966	29147228	29147276
155	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226060	24226135	24226211	24224945	24225056	24226488	24226616
156	"ENSG00000198932.8"	"GPRASP1"	chrX	+	101907102	101907193	101907758	101907826	101906293	101906523	101908148	101908226
163	"ENSG00000160191.13"	"PDE9A"	chr21	+	44119077	44119121	44153465	44153536	44073888	44073993	44163885	44163970
164	"ENSG00000160191.13"	"PDE9A"	chr21	+	44119077	44119121	44153465	44153536	44108026	44108104	44163885	44163970
167	"ENSG00000160191.13"	"PDE9A"	chr21	+	44153465	44153536	44163885	44163970	44119077	44119121	44171225	44171307
178	"ENSG00000185808.9"	"PIGP"	chr21	-	38439561	38439680	38441851	38441924	38437673	38438012	38444733	38444837
182	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
183	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33979958	33980026	33982147	33982315	33976434	33976593	33984414	33984456
184	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33038761	33038831	33031934	33032154	33039570	33039688
185	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33038761	33038831	33032021	33033021	33039570	33039688
190	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701281	60701495	60704840	60705008	60699672	60699836	60705274	60705352
191	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701359	60701495	60704840	60705008	60699672	60699836	60705274	60705352
193	"ENSG00000064787.8"	"BCAS1"	chr20	-	52573970	52574036	52583444	52583612	52569970	52570234	52601825	52602038
194	"ENSG00000064787.8"	"BCAS1"	chr20	-	52573970	52574036	52591927	52591969	52569970	52570234	52601825	52602038
196	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45978604	45978732	45984193	45984264	45976599	45976670	45985400	45985443
197	"ENSG00000064655.14"	"EYA2"	chr20	+	45808445	45808560	45809462	45809584	45801354	45801515	45811938	45812039
207	"ENSG00000272897.1"	"RP1-309K20.6"	chr20	-	34220716	34220845	34243123	34243266	34220438	34220618	34246851	34246936
210	"ENSG00000149600.7"	"COMMD7"	chr20	-	31292615	31292706	31294384	31294422	31292241	31292291	31294505	31294562
213	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156027	30149436	30149539	30156922	30157370
214	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156083	30149436	30149539	30156922	30157370
219	"ENSG00000173418.7"	"NAA20"	chr20	+	20007427	20007563	20013151	20013297	20006320	20006411	20013745	20014273
222	"ENSG00000125885.9"	"MCM8"	chr20	+	5952652	5952683	5953701	5953842	5948475	5948671	5958521	5958663
228	"ENSG00000273189.1"	"CTD-3148I10.15"	chr19	+	49982165	49982304	49983554	49983733	49979679	49979823	49983808	49983877
241	"ENSG00000105559.7"	"PLEKHA4"	chr19	-	49342461	49342520	49344405	49344567	49341273	49341386	49348626	49348703
245	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36230610	36230989	36231280	36231465	36230152	36230527	36231924	36232129
246	"ENSG00000089356.12"	"FXYD3"	chr19	+	35608160	35608282	35610071	35610155	35607165	35607263	35610266	35610320
251	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53858543	53858636	53859715	53859757	53856276	53856351	53861004	53861312
252	"ENSG00000267059.2"	"UQCR11"	chr19	-	1581090	1581268	1582620	1582711	1578337	1578537	1584538	1584676
254	"ENSG00000254901.3"	"MEF2BNB"	chr19	-	19293381	19293492	19296842	19296907	19289655	19291570	19297701	19297814
255	"ENSG00000213999.11"	"MEF2B"	chr19	-	19291494	19291570	19293381	19293492	19261490	19261573	19296842	19296907
268	"ENSG00000188554.9"	"NBR1"	chr17	+	41354671	41354729	41355697	41355803	41353702	41353797	41361919	41362540
270	"ENSG00000183401.7"	"CCDC159"	chr19	+	11461483	11461679	11462581	11462649	11460793	11460875	11462732	11462809
272	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544750	9544911	9545473	9545535	9530740	9530894	9545783	9545869
273	"ENSG00000172296.8"	"SPTLC3"	chr20	+	13098152	13098372	13107237	13107364	13090758	13090864	13134649	13134785
280	"ENSG00000167733.9"	"HSD11B1L"	chr19	+	5684999	5685130	5686910	5687002	5684829	5684916	5687292	5687386
282	"ENSG00000167733.9"	"HSD11B1L"	chr19	+	5685003	5685130	5686910	5687002	5684829	5684916	5687292	5687386
286	"ENSG00000160111.8"	"CPAMD8"	chr19	-	17010285	17010360	17012019	17012107	17008699	17008805	17013458	17013673
312	"ENSG00000152229.14"	"PSTPIP2"	chr18	-	43572071	43572168	43573570	43573669	43571867	43571949	43577714	43577794
327	"ENSG00000173715.11"	"C11orf80"	chr11	+	66529549	66529921	66555630	66555740	66526513	66526567	66563751	66563835
328	"ENSG00000173715.11"	"C11orf80"	chr11	+	66529549	66529921	66555630	66555744	66526513	66526567	66563751	66563835
