ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1537	"ENSG00000176728.3"	"TTTY14"	chrY	-	21230609	21230684	21207127	21207177	21238930	21239281
1538	"ENSG00000176728.3"	"TTTY14"	chrY	-	21230609	21230684	21210658	21210798	21238930	21239281
1550	"ENSG00000183878.11"	"UTY"	chrY	-	15410836	15411024	15409320	15409728	15414756	15414871
1551	"ENSG00000183878.11"	"UTY"	chrY	-	15447442	15448215	15438100	15438230	15466882	15467278
1566	"ENSG00000092377.9"	"TBL1Y"	chrY	+	6893075	6893183	6889489	6889578	6911020	6911166
1574	"ENSG00000129824.11"	"RPS4Y1"	chrY	+	2733128	2733286	2722136	2722812	2734833	2734903
1588	"ENSG00000270726.1"	"AJ271736.10"	chrX	+	155251987	155252124	155251663	155251810	155252676	155252878
1613	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176582	153176643	153176375	153176453	153178153	153178191
1625	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043402	153043550	153042982	153043143	153043715	153043780
1626	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043715	153043780	153043402	153043550	153043850	153043926
1627	"ENSG00000101986.8"	"ABCD1"	chrX	+	152994686	152994867	152990322	152991621	153001565	153001708
1683	"ENSG00000241150.1"	"RP11-308D16.2"	chrX	+	136079447	136079559	136077005	136077154	136084483	136084652
1684	"ENSG00000241150.1"	"RP11-308D16.2"	chrX	+	136084483	136084652	136077005	136077154	136103570	136103638
1686	"ENSG00000234062.3"	"RP11-308D16.4"	chrX	+	136101445	136101500	136077005	136077154	136103570	136103789
1708	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981412	133981505	133979376	133979431	133986829	133986926
1710	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133981412	133981505	133986829	133986926
1711	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981412	133981505	133986829	133986926
1712	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981912	133982001	133986829	133986926
1713	"ENSG00000156500.10"	"FAM122C"	chrX	+	133986829	133986926	133981412	133981505	133988120	133988213
1747	"ENSG00000125356.6"	"NDUFA1"	chrX	+	119007266	119007356	119005449	119005976	119010476	119010625
1769	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1771	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1777	"ENSG00000068366.15"	"ACSL4"	chrX	-	108904759	108904874	108902582	108902740	108906439	108906631
1781	"ENSG00000188153.8"	"COL4A5"	chrX	+	107849971	107850122	107846193	107846291	107858140	107858254
1782	"ENSG00000188153.8"	"COL4A5"	chrX	+	107898560	107898687	107869439	107869579	107908736	107908817
1783	"ENSG00000188153.8"	"COL4A5"	chrX	+	107920729	107920863	107911548	107911734	107923908	107923981
1784	"ENSG00000188153.8"	"COL4A5"	chrX	+	107935977	107936155	107930711	107930924	107938036	107938151
1785	"ENSG00000188153.8"	"COL4A5"	chrX	+	107938036	107938151	107930711	107930924	107939526	107940166
1796	"ENSG00000089682.12"	"RBM41"	chrX	-	106331964	106332069	106312539	106312632	106356626	106356698
1807	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1811	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1814	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840460	102840552	102841576	102842622
1815	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102840490	102840552	102841576	102841877
1816	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840440	102840552	102841576	102841833
1835	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101894327	101894461	101860409	101860581	101904881	101905073
1855	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306239	100306722	100297030	100297301	100306805	100307072
1856	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306632	100306722	100297030	100297301	100306805	100307043
1889	"ENSG00000102383.9"	"ZDHHC15"	chrX	-	74670636	74670757	74651285	74651355	74698725	74698820
1894	"ENSG00000094841.9"	"UPRT"	chrX	+	74519569	74519731	74517325	74517388	74520701	74520800
1895	"ENSG00000131269.11"	"ABCB7"	chrX	-	74288841	74288971	74284904	74285076	74289125	74289289
1916	"ENSG00000147162.9"	"OGT"	chrX	+	70782979	70783096	70782696	70782867	70783178	70783349
