ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
314	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306772	100307105	100306805	100307105	100297030	100297301
323	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62974194	62974556	62944411	62944591
359	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51018155	51018259	51018219	51018259	51017854	51017936
367	"ENSG00000205702.6"	"CYP2D7P1"	chr22	-	42537543	42537685	42537634	42537685	42537161	42537406
377	"ENSG00000100284.16"	"TOM1"	chr22	+	35717951	35718030	35717951	35718012	35718991	35719170
386	"ENSG00000100003.13"	"SEC14L2"	chr22	+	30811747	30812076	30811747	30811854	30812222	30812392
394	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140697	29140602	29140692	29147228	29147276
458	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60854212	60854405	60854212	60854395	60855064	60855277
494	"ENSG00000088340.11"	"FER1L4"	chr20	-	34147889	34148405	34148306	34148405	34147110	34147394
520	"ENSG00000213753.6"	"RPL23AP79"	chr19	+	59100432	59100485	59100432	59100481	59100577	59100862
561	"ENSG00000126460.6"	"PRRG2"	chr19	+	50086463	50086974	50086463	50086561	50087169	50087209
563	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993554	49993106	49993179	49993731	49993833
603	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
621	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743511	102743574
622	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743790	102743831
635	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
638	"ENSG00000089356.12"	"FXYD3"	chr19	+	35613668	35613858	35613668	35613743	35614174	35614212
663	"ENSG00000214046.4"	"SMIM7"	chr19	-	16757906	16758072	16757930	16758072	16742187	16742475
680	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
698	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939069	9939002	9939065	9939267	9939351
701	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544740	9544911	9544750	9544911	9530740	9530894
718	"ENSG00000167733.9"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5687292	5687386
727	"ENSG00000179532.8"	"DNHD1"	chr11	+	6554910	6555403	6554910	6555036	6559612	6559740
736	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615684	1615820	1612205	1612429
767	"ENSG00000167220.7"	"HDHD2"	chr18	-	44662672	44662820	44662709	44662820	44660866	44661048
774	"ENSG00000007384.11"	"RHBDF1"	chr16	-	109246	109347	109296	109347	108971	109091
807	"ENSG00000248049.2"	"UBA6-AS1"	chr4	+	68586139	68586769	68586139	68586350	68587194	68588223
828	"ENSG00000167861.11"	"HID1"	chr17	-	72959834	72960005	72959865	72960005	72959067	72959173
838	"ENSG00000068745.10"	"IP6K2"	chr3	-	48732126	48732854	48732522	48732854	48731891	48731958
859	"ENSG00000160469.12"	"BRSK1"	chr19	+	55798581	55798671	55798581	55798667	55800847	55800988
986	"ENSG00000170037.9"	"CNTROB"	chr17	+	7851804	7852003	7851804	7851937	7852399	7852475
1026	"ENSG00000159176.9"	"CSRP1"	chr1	-	201457982	201458112	201458000	201458112	201454410	201454504
1033	"ENSG00000169592.10"	"INO80E"	chr16	+	30014970	30015035	30014970	30014991	30015888	30015978
1067	"ENSG00000038358.10"	"EDC4"	chr16	+	67916860	67917080	67916860	67916909	67917470	67917634
1098	"ENSG00000140939.10"	"NOL3"	chr16	+	67205054	67205360	67205054	67205155	67207910	67207949
1157	"ENSG00000110719.5"	"TCIRG1"	chr11	+	67815113	67815439	67815113	67815271	67816345	67816464
1161	"ENSG00000183426.11"	"NPIPA1"	chr16	+	15029016	15029254	15029016	15029133	15031421	15031507
1226	"ENSG00000161996.13"	"WDR90"	chr16	+	703745	705147	703745	703803	705306	705468
1263	"ENSG00000102901.8"	"CENPT"	chr16	-	67863667	67864451	67864292	67864451	67863325	67863419
1264	"ENSG00000102901.8"	"CENPT"	chr16	-	67863824	67864451	67864292	67864451	67863325	67863419
1285	"ENSG00000105193.4"	"RPS16"	chr19	-	39924161	39924401	39924304	39924401	39923846	39924058
1291	"ENSG00000261801.1"	"LOXL1-AS1"	chr15	-	74212178	74212379	74212300	74212379	74204525	74204644
1293	"ENSG00000137817.12"	"PARP6"	chr15	-	72552874	72553029	72552878	72553029	72551948	72551997
1333	"ENSG00000051620.6"	"HEBP2"	chr6	+	138727107	138727288	138727107	138727170	138733219	138733393
1386	"ENSG00000115307.12"	"AUP1"	chr2	-	74755877	74756409	74756258	74756409	74755543	74755616
1395	"ENSG00000122786.15"	"CALD1"	chr7	+	134617738	134618828	134617738	134618141	134625842	134625988
1470	"ENSG00000257365.3"	"FNTB"	chr14	+	65494415	65494499	65494415	65494483	65499327	65499414
1478	"ENSG00000131966.9"	"ACTR10"	chr14	+	58678009	58678117	58678009	58678110	58680358	58680416
1480	"ENSG00000131966.9"	"ACTR10"	chr14	+	58678009	58678128	58678009	58678117	58680358	58680416
1530	"ENSG00000166348.13"	"USP54"	chr10	-	75265065	75265184	75265080	75265184	75260412	75260596
1563	"ENSG00000166839.12"	"ANKDD1A"	chr15	+	65209584	65209701	65209584	65209683	65223019	65223118
1604	"ENSG00000115234.6"	"SNX17"	chr2	+	27594135	27594335	27594135	27594210	27595489	27595996
1668	"ENSG00000238105.3"	"GOLGA2B"	chr12	-	100561113	100561221	100561114	100561221	100560831	100560919
1728	"ENSG00000196531.6"	"NACA"	chr12	-	57108145	57108223	57108154	57108223	57107320	57107373
1744	"ENSG00000135424.11"	"ITGA7"	chr12	-	56094349	56094938	56094682	56094938	56094045	56094177
1779	"ENSG00000187778.9"	"MCRS1"	chr12	-	49959859	49960624	49960504	49960624	49959311	49959450
1795	"ENSG00000105135.11"	"ILVBL"	chr19	-	15226811	15227132	15226962	15227132	15226660	15226732
1851	"ENSG00000129467.9"	"ADCY4"	chr14	-	24804090	24804277	24804189	24804277	24801996	24802194
1854	"ENSG00000186594.8"	"MIR22HG"	chr17	-	1616996	1617308	1617149	1617308	1615544	1615940
1856	"ENSG00000111684.6"	"LPCAT3"	chr12	-	7087502	7087669	7087582	7087669	7086860	7086907
1857	"ENSG00000215021.4"	"PHB2"	chr12	-	7078660	7078740	7078669	7078740	7077573	7077750
1877	"ENSG00000166105.11"	"GLB1L3"	chr11	+	134179519	134181064	134179519	134179657	134182242	134182383
1894	"ENSG00000154134.10"	"ROBO3"	chr11	+	124747414	124747648	124747414	124747554	124748193	124748332
1896	"ENSG00000154134.10"	"ROBO3"	chr11	+	124747414	124748027	124747414	124747648	124748193	124748332
1962	"ENSG00000165516.6"	"KLHDC2"	chr14	+	50246312	50246524	50246312	50246393	50246930	50247040
2028	"ENSG00000175634.10"	"RPS6KB2"	chr11	+	67200422	67200665	67200422	67200513	67200810	67200918
2062	"ENSG00000235478.1"	"AC006946.15"	chr22	+	17611251	17611374	17611251	17611333	17612504	17612994
2078	"ENSG00000112146.12"	"FBXO9"	chr6	+	52938278	52938437	52938278	52938436	52941283	52941341
2099	"ENSG00000149091.11"	"DGKZ"	chr11	+	46396153	46396389	46396153	46396216	46396483	46396595
2130	"ENSG00000177054.9"	"ZDHHC13"	chr11	+	19187848	19192115	19187848	19187932	19194269	19194367
2139	"ENSG00000070081.11"	"NUCB2"	chr11	+	17308180	17308264	17308180	17308260	17312786	17312912
2156	"ENSG00000166340.10"	"TPP1"	chr11	-	6638531	6638659	6638589	6638659	6638241	6638384
2223	"ENSG00000185187.8"	"SIGIRR"	chr11	-	407816	407957	407851	407957	407451	407534
2251	"ENSG00000104907.8"	"TRMT1"	chr19	-	13223709	13223825	13223722	13223825	13220971	13221120
2254	"ENSG00000104907.8"	"TRMT1"	chr19	-	13226810	13227245	13226959	13227245	13226439	13226582
2255	"ENSG00000104907.8"	"TRMT1"	chr19	-	13226919	13227245	13226959	13227245	13226439	13226582
2285	"ENSG00000155256.13"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99502850	99502921
2392	"ENSG00000148399.7"	"DPH7"	chr9	-	140470160	140470619	140470531	140470619	140469203	140469298
2427	"ENSG00000175287.14"	"PHYHD1"	chr9	+	131700035	131700223	131700035	131700057	131703723	131703850
2495	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32051477	32051040	32051086	32052310	32052356
2537	"ENSG00000166881.5"	"TMEM194A"	chr12	-	57464456	57464676	57464602	57464676	57458428	57458522
2549	"ENSG00000213930.7"	"GALT"	chr9	+	34648758	34649078	34648758	34648891	34649406	34649561
2599	"ENSG00000178685.9"	"PARP10"	chr8	-	145059888	145060143	145059892	145060143	145059736	145059816
2621	"ENSG00000249859.3"	"PVT1"	chr8	+	129082405	129082607	129082405	129082518	129094998	129095094
2622	"ENSG00000249859.3"	"PVT1"	chr8	+	129082405	129082607	129082405	129082518	129108766	129108824
2666	"ENSG00000148459.11"	"PDSS1"	chr10	+	27012942	27013056	27012942	27013052	27024168	27024249
2682	"ENSG00000138400.8"	"MDH1B"	chr2	-	207621621	207621764	207621635	207621764	207619732	207620229
2690	"ENSG00000105707.9"	"HPN"	chr19	+	35532625	35533426	35532625	35532776	35540193	35540295
2711	"ENSG00000172638.8"	"EFEMP2"	chr11	-	65636830	65637447	65637327	65637447	65635950	65636311
2729	"ENSG00000012817.11"	"KDM5D"	chrY	-	21877469	21877625	21877500	21877625	21877237	21877385
2773	"ENSG00000215374.5"	"FAM66B"	chr8	-	7206494	7206668	7206604	7206668	7182658	7182720
2821	"ENSG00000077454.11"	"LRCH4"	chr7	-	100174708	100175012	100174895	100175012	100174316	100174628
2827	"ENSG00000197321.10"	"SVIL"	chr10	-	29769465	29769742	29769478	29769742	29762766	29762918
2856	"ENSG00000128596.12"	"CCDC136"	chr7	+	128446290	128446912	128446290	128446449	128447413	128447599
2931	"ENSG00000186088.11"	"GSAP"	chr7	-	76958649	76959684	76959498	76959684	76955528	76955590
2998	"ENSG00000183696.9"	"UPP1"	chr7	+	48141420	48141579	48141420	48141467	48146469	48146679
3017	"ENSG00000138073.9"	"PREB"	chr2	-	27355984	27356589	27356399	27356589	27355710	27355791
3020	"ENSG00000188002.6"	"RP11-43F13.1"	chr5	-	1632758	1633021	1632959	1633021	1630523	1630681
3051	"ENSG00000224389.4"	"C4B"	chr6	+	31999518	31999705	31999518	31999658	31999819	31999910
