ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1534	"ENSG00000131002.7"	"TXLNG2P"	chrY	+	21757900	21758020	21755284	21755479	21759476	21759551
1549	"ENSG00000183878.11"	"UTY"	chrY	-	15447442	15448215	15438100	15438230	15466882	15467278
1566	"ENSG00000067646.7"	"ZFY"	chrY	+	2821949	2822038	2803111	2803487	2829114	2829327
1572	"ENSG00000129824.11"	"RPS4Y1"	chrY	+	2733128	2733286	2722136	2722812	2734833	2734903
1586	"ENSG00000270726.1"	"AJ271736.10"	chrX	+	155251987	155252124	155251663	155251810	155252676	155252878
1590	"ENSG00000185973.6"	"TMLHE"	chrX	-	154774756	154774938	154753931	154754293	154842452	154842538
1592	"ENSG00000185515.10"	"BRCC3"	chrX	+	154327589	154327664	154319058	154319114	154344985	154345029
1594	"ENSG00000185515.10"	"BRCC3"	chrX	+	154344331	154344463	154327589	154327664	154344985	154345029
1621	"ENSG00000184343.6"	"SRPK3"	chrX	+	153049748	153049849	153049428	153049668	153050204	153050312
1626	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152958495	152958630	152957429	152957562	152958717	152958821
1627	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152959584	152959722	152959359	152959472	152959798	152959875
1628	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152959798	152959901	152959359	152959472	152959987	152960031
1630	"ENSG00000147382.14"	"FAM58A"	chrX	-	152857963	152858161	152853613	152853852	152860004	152860137
1632	"ENSG00000147382.14"	"FAM58A"	chrX	-	152857963	152858191	152853389	152853852	152860004	152860137
1634	"ENSG00000147382.14"	"FAM58A"	chrX	-	152860004	152860137	152853389	152853852	152861461	152861464
1646	"ENSG00000147383.6"	"NSDHL"	chrX	+	152027313	152027460	152018808	152018967	152031139	152031268
1647	"ENSG00000147383.6"	"NSDHL"	chrX	+	152034362	152034505	152031139	152031268	152036114	152036191
1711	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981412	133981505	133979376	133979431	133988120	133988621
1713	"ENSG00000156500.10"	"FAM122C"	chrX	+	133986829	133986926	133979376	133979431	133988120	133988213
1725	"ENSG00000156709.9"	"AIFM1"	chrX	-	129274507	129274592	129273769	129273846	129279453	129279544
1735	"ENSG00000102038.11"	"SMARCA1"	chrX	-	128640056	128640188	128638710	128638779	128641917	128642073
1748	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504569	119504698	119500379	119500632	119504960	119505065
1749	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504569	119504698	119500379	119500632	119509226	119509423
1751	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504569	119504698	119500379	119500644	119509226	119509423
1752	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504960	119505065	119500379	119500632	119509226	119509423
1753	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504960	119505065	119500379	119500644	119509226	119509423
1754	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504960	119505065	119504569	119504698	119509226	119509423
1757	"ENSG00000125351.6"	"UPF3B"	chrX	-	118979160	118979259	118977153	118977264	118985457	118985564
1764	"ENSG00000175556.12"	"LONRF3"	chrX	+	118146842	118147164	118145777	118145936	118148169	118148319
1765	"ENSG00000175556.12"	"LONRF3"	chrX	+	118147001	118147164	118145777	118145936	118148169	118148319
1766	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1780	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1782	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1788	"ENSG00000157600.7"	"TMEM164"	chrX	+	109310574	109310624	109246728	109247392	109352307	109352374
1789	"ENSG00000157600.7"	"TMEM164"	chrX	+	109352307	109352374	109246728	109247392	109388025	109388104
1793	"ENSG00000188153.8"	"COL4A5"	chrX	+	107920729	107920863	107911548	107911734	107923908	107923981
1797	"ENSG00000197565.11"	"COL4A6"	chrX	-	107418319	107418445	107417669	107417851	107418883	107419027
1815	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1819	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1822	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840460	102840552	102841576	102842622
1823	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840440	102840552	102841576	102841833
1841	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101860409	101860581	101856807	101856905	101894327	101894455
1890	"ENSG00000102144.9"	"PGK1"	chrX	+	77380370	77380548	77378691	77378871	77380823	77380922
1893	"ENSG00000102390.6"	"PBDC1"	chrX	+	75395307	75395448	75394724	75394784	75396715	75396827
1910	"ENSG00000147099.15"	"HDAC8"	chrX	-	71681853	71681948	71571582	71571688	71684408	71684581
