ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
600	"ENSG00000131002.7"	"TXLNG2P"	chrY	+	21755284	21759551	21755284	21755479	21759476	21759551
620	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152959359	152960088	152959359	152959472	152959987	152960088
737	"ENSG00000100225.13"	"FBXO7"	chr22	+	32883731	32889268	32883731	32883815	32889091	32889268
760	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226616	24225958	24226060	24226488	24226616
946	"ENSG00000125691.8"	"RPL23"	chr17	-	37006333	37008985	37006333	37006467	37008856	37008985
962	"ENSG00000213024.6"	"NUP62"	chr19	-	50430950	50432761	50430950	50431072	50432673	50432761
1156	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657929	10657514	10657751	10657864	10657929
1259	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
1284	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109246	109347
1338	"ENSG00000182473.16"	"EXOC7"	chr17	-	74083734	74084643	74083734	74083801	74084544	74084643
1376	"ENSG00000136450.8"	"SRSF1"	chr17	-	56082283	56083334	56082283	56082402	56083161	56083334
1424	"ENSG00000130414.7"	"NDUFA10"	chr2	-	240951033	240954277	240951033	240951077	240954155	240954277
1428	"ENSG00000141736.9"	"ERBB2"	chr17	+	37871992	37872858	37871992	37872192	37872767	37872858
1562	"ENSG00000178761.10"	"FAM219B"	chr15	-	75192332	75195127	75192332	75192478	75194944	75195127
1574	"ENSG00000100316.11"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
1681	"ENSG00000149925.12"	"ALDOA"	chr16	+	30078770	30080299	30078770	30078982	30080138	30080299
1745	"ENSG00000214078.7"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
1843	"ENSG00000102901.8"	"CENPT"	chr16	-	67863667	67865261	67863667	67863991	67865118	67865261
1936	"ENSG00000243708.4"	"PLA2G4B"	chr15	+	42133428	42134147	42133428	42133471	42134016	42134147
1963	"ENSG00000105677.7"	"TMEM147"	chr19	+	36037573	36038142	36037573	36037710	36038020	36038142
2143	"ENSG00000184056.10"	"VPS33B"	chr15	-	91549601	91550276	91549601	91549675	91550179	91550276
2151	"ENSG00000092094.6"	"OSGEP"	chr14	-	20915773	20916330	20915773	20915849	20916264	20916330
2376	"ENSG00000065357.15"	"DGKA"	chr12	+	56345406	56346215	56345406	56345567	56346124	56346215
2408	"ENSG00000140983.9"	"RHOT2"	chr16	+	718487	718699	718487	718569	718658	718699
2417	"ENSG00000140983.9"	"RHOT2"	chr16	+	722253	722825	722253	722384	722702	722825
