ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
100	"ENSG00000185515.10"	"BRCC3"	chrX	+	154327589	154327664	154344331	154344463	154319058	154319114	154344985	154345029
106	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504569	119504698	119504960	119505065	119500379	119500632	119509226	119509423
107	"ENSG00000101892.7"	"ATP1B4"	chrX	+	119504569	119504698	119504960	119505065	119500379	119500644	119509226	119509423
116	"ENSG00000147162.9"	"OGT"	chrX	+	70764416	70764485	70767756	70767873	70757678	70757922	70774362	70774442
119	"ENSG00000179222.13"	"MAGED1"	chrX	+	51641380	51641423	51641676	51641739	51640890	51641289	51643277	51643392
122	"ENSG00000069535.12"	"MAOB"	chrX	-	43662546	43662651	43698113	43698251	43661418	43661510	43702915	43703010
128	"ENSG00000184831.9"	"APOO"	chrX	-	23886709	23886805	23892519	23892574	23876758	23876850	23897031	23897151
129	"ENSG00000177189.8"	"RPS6KA3"	chrX	-	20222139	20222221	20227405	20227522	20213182	20213263	20252875	20252932
132	"ENSG00000006757.7"	"PNPLA4"	chrX	-	7890044	7890139	7893980	7894173	7889753	7889889	7895726	7895780
143	"ENSG00000100372.10"	"SLC25A17"	chr22	-	41175761	41175898	41188528	41188680	41175012	41175129	41190517	41190584
148	"ENSG00000100097.7"	"LGALS1"	chr22	+	38072862	38073072	38074489	38074661	38071663	38071718	38075609	38075809
149	"ENSG00000100097.7"	"LGALS1"	chr22	+	38072992	38073072	38074489	38074661	38071614	38071718	38075609	38075813
150	"ENSG00000100320.18"	"RBFOX2"	chr22	-	36146472	36146504	36148659	36148702	36142519	36142608	36155934	36156067
151	"ENSG00000100320.18"	"RBFOX2"	chr22	-	36146472	36146504	36152151	36152191	36142519	36142608	36155934	36156067
153	"ENSG00000100320.18"	"RBFOX2"	chr22	-	36148659	36148702	36155934	36156067	36142519	36142608	36157248	36157341
154	"ENSG00000100320.18"	"RBFOX2"	chr22	-	36148659	36148702	36155934	36156079	36142519	36142608	36157248	36157341
155	"ENSG00000100320.18"	"RBFOX2"	chr22	-	36164303	36164396	36174071	36174125	36161469	36161530	36177646	36177790
161	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226060	24226135	24226211	24224945	24225056	24226488	24226616
162	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24025911	24026054	24029024	24029182	24002051	24002187	24032418	24032480
163	"ENSG00000099899.10"	"TRMT2A"	chr22	-	20100640	20100757	20100954	20101084	20099850	20100530	20101208	20101321
164	"ENSG00000099899.10"	"TRMT2A"	chr22	-	20100640	20100757	20100954	20101030	20100414	20100530	20101208	20101331
166	"ENSG00000100084.10"	"HIRA"	chr22	-	19341518	19341641	19343282	19343388	19340878	19341042	19343752	19343811
167	"ENSG00000070371.11"	"CLTCL1"	chr22	-	19183999	19184167	19187244	19187352	19183776	19183926	19188839	19188997
168	"ENSG00000070371.11"	"CLTCL1"	chr22	-	19183999	19184167	19188901	19189004	19183776	19183926	19195663	19195821
169	"ENSG00000070371.11"	"CLTCL1"	chr22	-	19223218	19223392	19226797	19226911	19222031	19222229	19230297	19230459
170	"ENSG00000160221.12"	"C21orf33"	chr21	+	45557058	45557178	45560131	45560224	45555941	45556055	45563086	45563243
188	"ENSG00000185808.9"	"PIGP"	chr21	-	38439561	38439680	38441851	38441924	38437673	38438012	38444733	38444837
192	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
195	"ENSG00000156265.11"	"MAP3K7CL"	chr21	+	30505626	30505735	30521509	30521571	30464759	30464902	30532261	30532377
198	"ENSG00000149657.15"	"LSM14B"	chr20	+	60702640	60702757	60704840	60705008	60701359	60701495	60705274	60705352
199	"ENSG00000124224.12"	"PPP4R1L"	chr20	-	56826812	56826920	56846418	56846561	56825942	56826008	56847824	56847931
202	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45855945	45856024	45858471	45858552	45852969	45853209	45865069	45865260
210	"ENSG00000088367.16"	"EPB41L1"	chr20	+	34806797	34806884	34807682	34807766	34800193	34800298	34809785	34809866
212	"ENSG00000131051.16"	"RBM39"	chr20	-	34317233	34317287	34317383	34317449	34312959	34313077	34319862	34320057
214	"ENSG00000272897.1"	"RP1-309K20.6"	chr20	-	34220716	34220845	34243123	34243266	34220438	34220618	34246851	34246936
215	"ENSG00000100991.7"	"TRPC4AP"	chr20	-	33632307	33632515	33637668	33637797	33622925	33623111	33642778	33642834
216	"ENSG00000198646.9"	"NCOA6"	chr20	-	33320362	33320399	33324493	33324562	33315062	33315211	33328166	33331145
219	"ENSG00000101391.16"	"CDK5RAP1"	chr20	-	31958304	31958435	31960447	31960503	31954664	31954814	31961920	31962018
222	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156027	30149436	30149539	30156922	30157370
223	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156083	30149436	30149539	30156922	30157370
