ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSG00000111971.10"	"LY6G5C"	chrGL000256.1	-	2978835	2978897	2979811	2979983	2977683	2977851	2982566	2982619	0	0	0			247	137	NA	NA	NA		NA
1	"ENSG00000111971.10"	"LY6G5C"	chrGL000256.1	-	2978835	2978897	2981628	2981920	2977683	2977851	2982566	2982619	1	0	0			367	137	NA	NA	NA		NA
2	"ENSG00000111971.10"	"LY6G5C"	chrGL000256.1	-	2979811	2979983	2981628	2981920	2977683	2977851	2982566	2982619	2	0	0			367	247	NA	NA	NA		NA
3	"ENSG00000230791.4"	"LST1"	chrGL000256.1	+	2886219	2886312	2886522	2886545	2885778	2885897	2887075	2887488	3	0	0			168	98	NA	NA	NA		NA
4	"ENSG00000230791.4"	"LST1"	chrGL000256.1	+	2886219	2886312	2886522	2886545	2885778	2885897	2887096	2887488	4	0	0			168	98	NA	NA	NA		NA
5	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384143	4384323	4384990	4385053	4381110	4381170	4385699	4385777	5	0	0			138	255	NA	NA	NA		NA
6	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384143	4384323	4384990	4385053	4381110	4381170	4386625	4386817	6	0	0			138	255	NA	NA	NA		NA
7	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384143	4384323	4385699	4385777	4381110	4381170	4386625	4386817	7	0	0			153	255	NA	NA	NA		NA
8	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384990	4385053	4385699	4385777	4381110	4381170	4386625	4386817	8	0	0			153	138	NA	NA	NA		NA
9	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384990	4385053	4385699	4385777	4384143	4384323	4386625	4386817	9	0	0			153	138	NA	NA	NA		NA
10	"ENSG00000206404.7"	"LY6G5C"	chrGL000255.1	-	2941673	2941735	2942649	2942821	2940521	2940689	2945403	2945456	10	0	0			247	137	NA	NA	NA		NA
11	"ENSG00000206404.7"	"LY6G5C"	chrGL000255.1	-	2941673	2941735	2944465	2944757	2940521	2940689	2945403	2945456	11	0	0			367	137	NA	NA	NA		NA
12	"ENSG00000206404.7"	"LY6G5C"	chrGL000255.1	-	2942649	2942821	2944465	2944757	2940521	2940689	2945403	2945456	12	0	0			367	247	NA	NA	NA		NA
13	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4625685	4625865	4626532	4626595	4622652	4622712	4627241	4627319	13	0	0			138	255	NA	NA	NA		NA
14	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4625685	4625865	4626532	4626595	4622652	4622712	4628167	4628359	14	0	0			138	255	NA	NA	NA		NA
15	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4625685	4625865	4627241	4627319	4622652	4622712	4628167	4628359	15	0	0			153	255	NA	NA	NA		NA
