ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
102	"ENSG00000102081.9"	"FMR1"	chrX	+	147007057	147007151	147009839	147009911	147003450	147003503	147010176	147010325
106	"ENSG00000018610.9"	"CXorf56"	chrX	-	118678315	118678454	118679425	118679467	118676467	118676557	118694230	118694348
111	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102939608	102939657	102931753	102931979	102940098	102940188
117	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
126	"ENSG00000157625.11"	"TAB3"	chrX	-	30852167	30852269	30861082	30861166	30848453	30849692	30864667	30864761
127	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19372608	19372701	19369398	19369525	19373466	19373622
129	"ENSG00000087842.6"	"PIR"	chrX	-	15425627	15425672	15444028	15444113	15415570	15415653	15473970	15474177
131	"ENSG00000006757.7"	"PNPLA4"	chrX	-	7890044	7890139	7893980	7894173	7889753	7889889	7895726	7895780
135	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943657	50943763	50943230	50943413	50943831	50943966
136	"ENSG00000100258.13"	"LMF2"	chr22	-	50944463	50944642	50944713	50944931	50944102	50944244	50945066	50945095
139	"ENSG00000077942.13"	"FBLN1"	chr22	+	45942964	45943084	45944492	45944624	45939280	45939406	45946371	45946495
144	"ENSG00000242247.6"	"ARFGAP3"	chr22	-	43227554	43227642	43230247	43230331	43222945	43223005	43236949	43237022
145	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41657449	41657584	41660667	41660847	41653951	41654110	41664100	41664160
150	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
154	"ENSG00000183765.16"	"CHEK2"	chr22	-	29091697	29091861	29092888	29092975	29091114	29091230	29095825	29095925
159	"ENSG00000099998.13"	"GGT5"	chr22	-	24620963	24621074	24621212	24621379	24615621	24616084	24621513	24621620
160	"ENSG00000099998.13"	"GGT5"	chr22	-	24620963	24621074	24621212	24621382	24615627	24616084	24621513	24621620
161	"ENSG00000099917.13"	"MED15"	chr22	+	20907431	20907461	20909222	20909435	20905722	20905774	20918736	20918975
162	"ENSG00000099917.13"	"MED15"	chr22	+	20929399	20929519	20936897	20937034	20922807	20922918	20937126	20937254
163	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040882	20041074	20043465	20043536	20039987	20040107	20050860	20050965
164	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040882	20041074	20049052	20049206	20039987	20040107	20050860	20050965
165	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040959	20041074	20043465	20043536	20039987	20040107	20050860	20050965
166	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040959	20041074	20049052	20049206	20039987	20040107	20050860	20050965
188	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
192	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60861638	60861767	60864262	60864386	60859101	60859225	60866758	60866849
194	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701281	60701495	60704840	60705008	60699672	60699836	60705274	60705352
195	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701359	60701495	60704840	60705008	60699672	60699836	60705274	60705352
198	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45867501	45867882	45874751	45875261	45865069	45865260	45878030	45878183
199	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45867639	45867882	45874751	45875261	45865069	45865260	45878030	45878183
