ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
651	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
654	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
663	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
665	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
666	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
667	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102841146	102841219	102840542	102840611
699	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48849839	48849990
700	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48853661	48853769
706	"ENSG00000102312.16"	"PORCN"	chrX	+	48368171	48368344	48368280	48368344	48367811	48368095
720	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17855656	17855850	17878628	17878827
738	"ENSG00000170638.5"	"TRABD"	chr22	+	50636251	50636615	50636503	50636615	50635877	50636017
753	"ENSG00000100417.7"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980530	41980607
758	"ENSG00000100242.11"	"SUN2"	chr22	-	39135346	39135431	39135346	39135428	39135726	39135948
763	"ENSG00000100151.11"	"PICK1"	chr22	+	38469779	38470458	38470313	38470458	38469006	38469099
770	"ENSG00000100353.13"	"EIF3D"	chr22	-	36919941	36920027	36919941	36920025	36920642	36920779
775	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
776	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35717951	35718012
801	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682004	30682131	30682004	30682087	30682251	30682365
876	"ENSG00000100181.17"	"TPTEP1"	chr22	+	17128494	17128675	17128552	17128675	17119468	17119630
921	"ENSG00000159131.12"	"GART"	chr21	-	34911476	34911662	34911476	34911629	34914853	34915126
947	"ENSG00000124205.11"	"EDN3"	chr20	+	57899381	57901047	57899385	57901047	57897426	57897472
948	"ENSG00000124205.11"	"EDN3"	chr20	+	57899381	57901047	57899385	57901047	57897426	57897507
974	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43560982	43561073
975	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43561322	43561354
992	"ENSG00000080845.13"	"DLGAP4"	chr20	+	35127990	35128079	35128005	35128079	35125849	35126005
1001	"ENSG00000244462.3"	"RBM12"	chr20	-	34246851	34246936	34246851	34246904	34252723	34252811
1010	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228146	32228337	32228149	32228337	32224445	32224514
1017	"ENSG00000149531.10"	"FRG1B"	chr20	+	29612878	29613061	29612961	29613061	29612260	29612397
1046	"ENSG00000089057.10"	"SLC23A2"	chr20	-	4951438	4951565	4951438	4951561	4982051	4982153
1048	"ENSG00000088826.13"	"SMOX"	chr20	+	4162735	4163495	4163129	4163495	4162449	4162623
1050	"ENSG00000101224.13"	"CDC25B"	chr20	+	3778268	3778396	3778310	3778396	3767613	3767786
1080	"ENSG00000063241.3"	"ISOC2"	chr19	-	55966626	55966745	55966626	55966697	55967715	55967856
1123	"ENSG00000167757.9"	"KLK11"	chr19	-	51528847	51528954	51528847	51528922	51530712	51530959
1124	"ENSG00000129451.7"	"KLK10"	chr19	-	51522298	51522398	51522298	51522395	51522882	51523020
1125	"ENSG00000129451.7"	"KLK10"	chr19	-	51522298	51522398	51522298	51522395	51523075	51523282
1141	"ENSG00000213024.6"	"NUP62"	chr19	-	50430950	50431105	50430950	50431072	50432673	50432761
1148	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49964875	49965293	49965140	49965293	49964078	49964156
1193	"ENSG00000076928.13"	"ARHGEF1"	chr19	+	42409741	42409979	42409911	42409979	42409100	42409188
1197	"ENSG00000156508.13"	"EEF1A1"	chr6	-	74228654	74229239	74228654	74228951	74229605	74229782
1249	"ENSG00000104518.6"	"GSDMD"	chr8	+	144643171	144643593	144643539	144643593	144642772	144642941
1326	"ENSG00000224078.8"	"SNHG14"	chr15	+	25315266	25315406	25315272	25315406	25312558	25312678
1367	"ENSG00000115464.10"	"USP34"	chr2	-	61433894	61436112	61433894	61434021	61438906	61439064
1368	"ENSG00000115464.10"	"USP34"	chr2	-	61441194	61441413	61441194	61441353	61447444	61447592
1369	"ENSG00000115464.10"	"USP34"	chr2	-	61441194	61441829	61441194	61441353	61447444	61447592
1386	"ENSG00000257591.1"	"ZNF625"	chr19	-	12253455	12253551	12253455	12253530	12258209	12258270
1390	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29687550	29687588	29682911	29683123
1520	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994324	79994596	79994639
1557	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109416	109492
1579	"ENSG00000181392.10"	"SYNE4"	chr19	-	36496234	36497573	36496234	36496339	36497651	36497846
1581	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13104982	13105078
1582	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13114128	13114250
1617	"ENSG00000011304.12"	"PTBP1"	chr19	+	808359	808452	808379	808452	806407	806556
1639	"ENSG00000182173.8"	"TSEN54"	chr17	+	73512826	73513153	73513089	73513153	73512140	73512467
1644	"ENSG00000106245.5"	"BUD31"	chr7	+	99007656	99007792	99007659	99007792	99006707	99006868
