ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
322	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62974194	62974556	62944411	62944591
452	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60854212	60854405	60854212	60854395	60855064	60855277
488	"ENSG00000088340.11"	"FER1L4"	chr20	-	34147889	34148405	34148306	34148405	34147110	34147394
493	"ENSG00000125970.7"	"RALY"	chr20	+	32659871	32660136	32659871	32660011	32661624	32661672
553	"ENSG00000213024.6"	"NUP62"	chr19	-	50432582	50432761	50432673	50432761	50430950	50431105
570	"ENSG00000105479.11"	"CCDC114"	chr19	-	48809512	48809580	48809556	48809580	48807209	48807397
597	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
623	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36502305	36502366
628	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
631	"ENSG00000089356.12"	"FXYD3"	chr19	+	35613668	35613858	35613668	35613743	35614174	35614212
672	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29684775	29684594	29684744	29688125	29688158
673	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684744	29688125	29688158
674	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
684	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657751	10657514	10657747	10657864	10657929
687	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657758	10657514	10657751	10657864	10657929
688	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657791	10657514	10657751	10657864	10657929
693	"ENSG00000076662.5"	"ICAM3"	chr19	-	10445741	10446652	10446346	10446652	10445203	10445458
801	"ENSG00000213339.4"	"QTRT1"	chr19	+	10812625	10812930	10812625	10812694	10817977	10818056
828	"ENSG00000108654.7"	"DDX5"	chr17	-	62496666	62498187	62498127	62498187	62495733	62496444
850	"ENSG00000147121.11"	"KRBOX4"	chrX	+	46322632	46322743	46322632	46322728	46330576	46330620
860	"ENSG00000082641.11"	"NFE2L1"	chr17	+	46127968	46128990	46127968	46128143	46133747	46133960
865	"ENSG00000181513.10"	"ACBD4"	chr17	+	43212707	43212963	43212707	43212959	43213208	43213320
915	"ENSG00000188895.7"	"MSL1"	chr17	+	38289294	38289911	38289294	38289362	38290079	38290152
954	"ENSG00000128487.12"	"SPECC1"	chr17	+	20135512	20135727	20135512	20135718	20149238	20149384
960	"ENSG00000108591.5"	"DRG2"	chr17	+	18002330	18003749	18002330	18002391	18003882	18003973
985	"ENSG00000141504.7"	"SAT2"	chr17	-	7530680	7531120	7530870	7531120	7530460	7530544
1008	"ENSG00000167711.9"	"SERPINF2"	chr17	+	1648626	1648699	1648626	1648689	1649001	1649203
1011	"ENSG00000108953.12"	"YWHAE"	chr17	-	1265195	1265302	1265223	1265302	1264385	1264592
1062	"ENSG00000038358.10"	"EDC4"	chr16	+	67916860	67917080	67916860	67916909	67917470	67917634
1115	"ENSG00000156873.11"	"PHKG2"	chr16	+	30762426	30762924	30762426	30762538	30764552	30764618
1123	"ENSG00000149925.12"	"ALDOA"	chr16	+	30078770	30080299	30078770	30078982	30080626	30080710
1156	"ENSG00000183426.11"	"NPIPA1"	chr16	+	15029016	15029254	15029016	15029133	15031421	15031507
1221	"ENSG00000161996.13"	"WDR90"	chr16	+	703745	705147	703745	703803	705306	705468
1248	"ENSG00000118961.10"	"C2orf43"	chr2	-	20901329	20901412	20901334	20901412	20886666	20886854
1267	"ENSG00000136378.10"	"ADAMTS7"	chr15	-	79068529	79069930	79069785	79069930	79066965	79067135
1280	"ENSG00000105193.4"	"RPS16"	chr19	-	39924161	39924401	39924304	39924401	39923846	39924058
1283	"ENSG00000140400.10"	"MAN2C1"	chr15	-	75650802	75651149	75651044	75651149	75650541	75650685
1355	"ENSG00000126934.9"	"MAP2K2"	chr19	-	4094450	4095447	4095385	4095447	4090321	4090706
1368	"ENSG00000105677.7"	"TMEM147"	chr19	+	36037573	36037931	36037573	36037710	36038020	36038142
1381	"ENSG00000115307.12"	"AUP1"	chr2	-	74755877	74756409	74756258	74756409	74755543	74755616
1425	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94855137	94855347	94855155	94855347	94854896	94854997
1427	"ENSG00000089737.11"	"DDX24"	chr14	-	94521341	94524243	94524167	94524243	94519343	94519473
1432	"ENSG00000147403.12"	"RPL10"	chrX	+	153627678	153627935	153627678	153627737	153628143	153628282
1463	"ENSG00000213918.6"	"DNASE1"	chr16	+	3707720	3707868	3707720	3707817	3712646	3712805
1525	"ENSG00000166348.13"	"USP54"	chr10	-	75265065	75265184	75265080	75265184	75260412	75260596
1539	"ENSG00000100823.7"	"APEX1"	chr14	+	20923736	20924260	20923736	20923862	20924826	20925019
1545	"ENSG00000111679.12"	"PTPN6"	chr12	+	7060771	7061340	7060771	7060894	7063967	7064157
1559	"ENSG00000140553.12"	"UNC45A"	chr15	+	91491371	91492024	91491371	91491513	91492545	91492673
1560	"ENSG00000166839.12"	"ANKDD1A"	chr15	+	65209584	65209701	65209584	65209683	65214119	65214218
1562	"ENSG00000166839.12"	"ANKDD1A"	chr15	+	65209584	65209713	65209584	65209701	65214119	65214218
1583	"ENSG00000231817.3"	"RP11-189B4.6"	chr13	-	47038809	47038954	47038875	47038954	47031974	47032048
1604	"ENSG00000115234.6"	"SNX17"	chr2	+	27594135	27594335	27594135	27594210	27595489	27595996
1626	"ENSG00000081760.12"	"AACS"	chr12	+	125609250	125609570	125609250	125609315	125612706	125612820
1643	"ENSG00000161395.8"	"PGAP3"	chr17	-	37829766	37830307	37830245	37830307	37829303	37829508
1654	"ENSG00000186298.7"	"PPP1CC"	chr12	-	111160276	111160500	111160428	111160500	111159939	111160074
1662	"ENSG00000139436.16"	"GIT2"	chr12	-	110388971	110389121	110389016	110389121	110385060	110385309
1672	"ENSG00000238105.3"	"GOLGA2B"	chr12	-	100561113	100561221	100561114	100561221	100560831	100560919
1717	"ENSG00000136404.11"	"TM6SF1"	chr15	+	83788329	83788486	83788329	83788433	83793423	83793528
1747	"ENSG00000065357.15"	"DGKA"	chr12	+	56346124	56346716	56346124	56346215	56346823	56346944
1752	"ENSG00000025434.14"	"NR1H3"	chr11	+	47283097	47283569	47283097	47283277	47289463	47289577
1785	"ENSG00000164935.2"	"DCSTAMP"	chr8	+	105360768	105361809	105360768	105361607	105367104	105367413
1786	"ENSG00000167528.8"	"ZNF641"	chr12	-	48740931	48741126	48741034	48741126	48738381	48738495
1793	"ENSG00000061273.13"	"HDAC7"	chr12	-	48177861	48179254	48179169	48179254	48176508	48177669
1853	"ENSG00000166523.3"	"CLEC4E"	chr12	-	8691737	8691902	8691812	8691902	8688685	8688801
1854	"ENSG00000166523.3"	"CLEC4E"	chr12	-	8691795	8691902	8691812	8691902	8688685	8688801
1855	"ENSG00000166523.3"	"CLEC4E"	chr12	-	8691737	8691902	8691812	8691902	8689710	8689862
