ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1593	"ENSG00000126903.11"	"SLC10A3"	chrX	-	153718280	153718366	153715649	153717421	153718645	153719016
1594	"ENSG00000126903.11"	"SLC10A3"	chrX	-	153718280	153718366	153715649	153717421	153718932	153718967
1595	"ENSG00000126903.11"	"SLC10A3"	chrX	-	153718645	153718697	153715681	153717421	153718932	153718953
1603	"ENSG00000172534.9"	"HCFC1"	chrX	-	153216263	153216449	153215693	153215994	153216800	153216938
1606	"ENSG00000102030.11"	"NAA10"	chrX	-	153199395	153199454	153197991	153198037	153199829	153199928
1607	"ENSG00000102030.11"	"NAA10"	chrX	-	153199413	153199454	153197991	153198037	153199829	153199928
1612	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176582	153176643	153176375	153176453	153178153	153178191
1613	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153178153	153178256	153176582	153176643	153178477	153178505
1625	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153039874	153040026	153039640	153039799	153040160	153040261
1626	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043715	153043780	153043402	153043550	153043850	153043926
1627	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152958495	152958630	152957429	152957562	152958717	152958821
1629	"ENSG00000147382.14"	"FAM58A"	chrX	-	152857963	152858161	152853613	152853852	152860004	152860137
1631	"ENSG00000147382.14"	"FAM58A"	chrX	-	152857963	152858191	152853389	152853852	152860004	152860137
1633	"ENSG00000147382.14"	"FAM58A"	chrX	-	152860004	152860137	152853389	152853852	152861461	152861464
1673	"ENSG00000241489.3"	"IDS"	chrX	-	148579637	148579838	148577876	148578047	148582479	148582568
1687	"ENSG00000241150.1"	"RP11-308D16.2"	chrX	+	136079447	136079559	136077005	136077154	136084483	136084652
1688	"ENSG00000241150.1"	"RP11-308D16.2"	chrX	+	136084483	136084652	136077005	136077154	136103570	136103638
1690	"ENSG00000234062.3"	"RP11-308D16.4"	chrX	+	136101445	136101500	136077005	136077154	136103570	136103789
1691	"ENSG00000147274.10"	"RBMX"	chrX	-	135957629	135957744	135957416	135957542	135958661	135958814
1713	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981412	133981505	133979376	133979431	133986829	133986926
1715	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981412	133981505	133986829	133986926
1716	"ENSG00000156500.10"	"FAM122C"	chrX	+	133986829	133986926	133981412	133981505	133988120	133988213
1727	"ENSG00000134602.11"	"MST4"	chrX	+	131206295	131206389	131205096	131205245	131206840	131206903
1746	"ENSG00000125676.15"	"THOC2"	chrX	-	122820397	122820564	122805519	122805612	122829870	122830004
1760	"ENSG00000175556.12"	"LONRF3"	chrX	+	118146842	118147164	118145777	118145936	118148169	118148319
1761	"ENSG00000175556.12"	"LONRF3"	chrX	+	118147001	118147164	118145777	118145936	118148169	118148319
1762	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1764	"ENSG00000147251.11"	"DOCK11"	chrX	+	117758501	117758618	117752512	117752691	117761466	117761542
1777	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1779	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1781	"ENSG00000101901.6"	"ALG13"	chrX	+	110971412	110971533	110970841	110970998	110973622	110973655
1787	"ENSG00000068366.15"	"ACSL4"	chrX	-	108939372	108939425	108926364	108926604	108976367	108976442
1790	"ENSG00000188153.8"	"COL4A5"	chrX	+	107849971	107850122	107846193	107846291	107858140	107858254
1794	"ENSG00000197565.11"	"COL4A6"	chrX	-	107418319	107418445	107417669	107417851	107418883	107419027
1812	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1816	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1819	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840460	102840552	102841576	102842622
1820	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840440	102840552	102841576	102841833
1838	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101860409	101860581	101856391	101856437	101894327	101894455
1850	"ENSG00000102401.15"	"ARMCX3"	chrX	+	100879469	100879540	100879147	100879208	100879823	100879942
1864	"ENSG00000101811.9"	"CSTF2"	chrX	+	100078280	100078417	100077239	100077409	100078874	100078994
1877	"ENSG00000124429.13"	"POF1B"	chrX	-	84606355	84606457	84600865	84601048	84614554	84614635
1890	"ENSG00000102144.9"	"PGK1"	chrX	+	77373547	77373667	77372808	77372912	77378331	77378400
1919	"ENSG00000147162.9"	"OGT"	chrX	+	70781624	70781750	70779437	70779527	70782696	70782867
1927	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69712370	69712446	69718369	69718408
1928	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69712370	69712446	69718369	69718420
1930	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69713225	69713325	69718369	69718420
1931	"ENSG00000082458.7"	"DLG3"	chrX	+	69717029	69717071	69713225	69713325	69718369	69718408
1942	"ENSG00000130052.9"	"STARD8"	chrX	+	67943467	67943685	67942263	67942488	67943786	67943963
1946	"ENSG00000089472.12"	"HEPH"	chrX	+	65420381	65420594	65418719	65418870	65423205	65423419
1955	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62944411	62944591	62926137	62926329	62974194	62974556
1957	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62951885	62952190	62944411	62944591	62974194	62974556
1958	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62944411	62944591	62974800	62974991
1978	"ENSG00000172943.14"	"PHF8"	chrX	-	54040809	54040996	54037554	54037717	54043027	54043169
1979	"ENSG00000086758.11"	"HUWE1"	chrX	-	53565795	53566041	53565297	53565415	53566617	53566773
1981	"ENSG00000086758.11"	"HUWE1"	chrX	-	53589791	53589890	53589071	53589205	53590706	53590782
1982	"ENSG00000086758.11"	"HUWE1"	chrX	-	53591534	53591683	53590706	53590782	53592027	53592200
1987	"ENSG00000072506.8"	"HSD17B10"	chrX	-	53460668	53460833	53459194	53459359	53461265	53461297
1990	"ENSG00000124313.8"	"IQSEC2"	chrX	-	53308745	53308841	53284981	53285243	53310677	53310776
1993	"ENSG00000126012.7"	"KDM5C"	chrX	-	53223320	53223920	53222954	53223033	53224112	53224250
1994	"ENSG00000126012.7"	"KDM5C"	chrX	-	53239857	53240039	53239595	53239758	53240678	53240837
2007	"ENSG00000179222.13"	"MAGED1"	chrX	+	51641380	51641423	51640890	51641289	51641676	51641739
2016	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847096	48847144	48849839	48849990
2018	"ENSG00000102096.9"	"PIM2"	chrX	-	48771671	48771848	48770458	48771571	48772296	48772669
2025	"ENSG00000126768.8"	"TIMM17B"	chrX	-	48754041	48754141	48752320	48752384	48755006	48755045
2042	"ENSG00000102226.5"	"USP11"	chrX	+	47102794	47103001	47102024	47102119	47103896	47103924
2044	"ENSG00000182872.11"	"RBM10"	chrX	+	47034417	47034491	47032526	47032596	47035898	47035985
2050	"ENSG00000147050.10"	"KDM6A"	chrX	+	44949967	44950109	44948987	44949175	44966654	44966781
2056	"ENSG00000069535.12"	"MAOB"	chrX	-	43698113	43698251	43662546	43662651	43702915	43703010
2061	"ENSG00000147044.16"	"CASK"	chrX	-	41414852	41414888	41412971	41413168	41419031	41419100
2062	"ENSG00000147044.16"	"CASK"	chrX	-	41416284	41416353	41412971	41413168	41419031	41419100
2068	"ENSG00000180182.6"	"MED14"	chrX	-	40525971	40526103	40523558	40523741	40531112	40531224
2096	"ENSG00000198947.10"	"DMD"	chrX	-	32364059	32364197	32361250	32361403	32366522	32366627
2101	"ENSG00000157625.11"	"TAB3"	chrX	-	30864667	30864761	30861082	30861166	30870894	30871004
2106	"ENSG00000198814.8"	"GK"	chrX	+	30712516	30712654	30709239	30709316	30714158	30714179
2116	"ENSG00000005889.11"	"ZFX"	chrX	+	24193505	24193560	24190872	24190917	24197299	24197667
2117	"ENSG00000005889.11"	"ZFX"	chrX	+	24195800	24195983	24193505	24193560	24197299	24197667
2120	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24078204	24078299	24075749	24075871	24080532	24080691
2122	"ENSG00000184831.9"	"APOO"	chrX	-	23898961	23899069	23897031	23897151	23925810	23926020
2129	"ENSG00000012174.7"	"MBTPS2"	chrX	+	21886584	21886703	21871493	21871621	21887615	21887796
2139	"ENSG00000147010.13"	"SH3KBP1"	chrX	-	19564039	19564168	19560042	19560311	19568091	19568201
2143	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19369377	19369525	19372608	19372688
2150	"ENSG00000177324.9"	"BEND2"	chrX	-	18198629	18198770	18195688	18195889	18209120	18209228
2151	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855850	17818170	17820154	17878628	17878827
2153	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17818170	17820154	17878628	17878827
2170	"ENSG00000004961.10"	"HCCS"	chrX	+	11139026	11139113	11136620	11136740	11139731	11139999
2182	"ENSG00000002586.13"	"CD99"	chrX	+	2644300	2644414	2641354	2641405	2656240	2656297
