ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
100	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176375	153176453	153176582	153176643	153176153	153176288	153178153	153178256
101	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176582	153176643	153178153	153178256	153176375	153176453	153178477	153178505
104	"ENSG00000147274.10"	"RBMX"	chrX	-	135957629	135957744	135958661	135958814	135957416	135957542	135961175	135961282
117	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
119	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847514	48849839	48849990	48847096	48847144	48853661	48853769
127	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30861166	30864667	30864761	30852167	30852269	30870894	30871055
128	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19372608	19372701	19369398	19369525	19373466	19373622
134	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943657	50943763	50943230	50943413	50943831	50943966
135	"ENSG00000100258.13"	"LMF2"	chr22	-	50945066	50945095	50945210	50945549	50944713	50944931	50946010	50946113
136	"ENSG00000100258.13"	"LMF2"	chr22	-	50945066	50945095	50945210	50945464	50944713	50944931	50946010	50946120
143	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41657449	41657584	41660667	41660847	41653951	41654110	41664100	41664160
148	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
151	"ENSG00000100225.13"	"FBXO7"	chr22	+	32874967	32875262	32879883	32880111	32870662	32871111	32881054	32881196
152	"ENSG00000185339.4"	"TCN2"	chr22	+	31013316	31013482	31018954	31019070	31011587	31011774	31022446	31022992
153	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682251	30682365	30682813	30682937	30682004	30682087	30683143	30683276
159	"ENSG00000198932.8"	"GPRASP1"	chrX	+	101907102	101907193	101907758	101907826	101906293	101906523	101908148	101908226
161	"ENSG00000160305.13"	"DIP2A"	chr21	+	47918494	47918746	47924270	47924402	47916900	47917020	47929169	47929289
162	"ENSG00000142173.10"	"COL6A2"	chr21	+	47544798	47544834	47545179	47545225	47544564	47544627	47545378	47545531
163	"ENSG00000182871.10"	"COL18A1"	chr21	+	46908331	46908358	46909399	46909435	46907360	46907423	46910188	46910260
181	"ENSG00000185808.9"	"PIGP"	chr21	-	38439561	38439680	38444444	38444610	38437673	38438012	38444733	38444837
185	"ENSG00000159131.12"	"GART"	chr21	-	34878280	34878411	34882089	34882227	34877867	34878009	34883558	34883765
186	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
187	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33979958	33980026	33982147	33982315	33976434	33976593	33984414	33984456
188	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33038761	33038831	33031934	33032154	33039570	33039688
193	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701281	60701495	60704840	60705008	60699672	60699836	60705274	60705352
194	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701359	60701495	60704840	60705008	60699672	60699836	60705274	60705352
197	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45841286	45841370	45848908	45848975	45839405	45839542	45849964	45850125
198	"ENSG00000100979.10"	"PLTP"	chr20	-	44528100	44528177	44528260	44528324	44527398	44527702	44528474	44528517
207	"ENSG00000131051.16"	"RBM39"	chr20	-	34317233	34317287	34317383	34317449	34312959	34313077	34319862	34320057
209	"ENSG00000272897.1"	"RP1-309K20.6"	chr20	-	34220716	34220845	34243123	34243266	34220438	34220618	34246851	34246936
210	"ENSG00000088298.8"	"EDEM2"	chr20	-	33706400	33706522	33711692	33711837	33703166	33703736	33714053	33714178
211	"ENSG00000088298.8"	"EDEM2"	chr20	-	33711692	33711837	33714053	33714178	33705827	33706522	33719444	33719586
212	"ENSG00000088298.8"	"EDEM2"	chr20	-	33714053	33714178	33719444	33719586	33711692	33711837	33730175	33730281
213	"ENSG00000088298.8"	"EDEM2"	chr20	-	33719444	33719586	33725682	33725808	33714053	33714178	33730175	33730281
215	"ENSG00000125970.7"	"RALY"	chr20	+	32659871	32660136	32666310	32666359	32619327	32619410	32667715	32668077
217	"ENSG00000125970.7"	"RALY"	chr20	+	32661368	32661441	32661624	32661672	32659871	32660136	32663679	32663846
223	"ENSG00000101004.10"	"NINL"	chr20	-	25456678	25457725	25459558	25459842	25450626	25450731	25460796	25460903
231	"ENSG00000103932.7"	"RPAP1"	chr15	-	41812588	41813345	41813935	41814078	41810203	41810380	41814295	41814448
233	"ENSG00000273189.1"	"CTD-3148I10.15"	chr19	+	49982165	49982304	49983554	49983733	49979679	49979823	49983808	49983877
234	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49964875	49965057	49965140	49965293	49964078	49964156	49965826	49966012
251	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36230610	36230989	36231280	36231465	36230152	36230527	36231924	36232129
252	"ENSG00000204592.5"	"HLA-E"	chr6	+	30459313	30459430	30460180	30460213	30458913	30459189	30460317	30460360
253	"ENSG00000089356.12"	"FXYD3"	chr19	+	35608160	35608282	35610071	35610155	35607165	35607263	35610266	35610320
258	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53849668	53849785	53853055	53853187	53849244	53849277	53854798	53854927
259	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53858543	53858636	53859715	53859757	53856276	53856351	53861004	53861312
261	"ENSG00000119682.12"	"AREL1"	chr14	-	75136649	75136829	75137464	75137574	75136351	75136477	75138110	75138186
262	"ENSG00000064490.9"	"RFXANK"	chr19	+	19307994	19308060	19308329	19308430	19307771	19307855	19308915	19309041
268	"ENSG00000053501.8"	"USE1"	chr19	+	17329172	17329200	17330021	17330196	17326977	17327130	17330439	17330638
270	"ENSG00000166295.4"	"ANAPC16"	chr10	+	73983645	73983814	73990123	73990198	73975805	73975896	73992758	73995618
273	"ENSG00000127507.13"	"EMR2"	chr19	-	14863140	14863338	14867049	14867157	14862247	14862483	14875244	14875422
276	"ENSG00000123159.11"	"GIPC1"	chr19	-	14593500	14593818	14603668	14603724	14591404	14591590	14606848	14606944
277	"ENSG00000123159.11"	"GIPC1"	chr19	-	14602467	14602555	14603668	14603724	14591404	14591590	14606848	14606944
280	"ENSG00000090013.5"	"BLVRB"	chr19	-	40957270	40957399	40964061	40964151	40953695	40953953	40964287	40964452
284	"ENSG00000031823.10"	"RANBP3"	chr19	-	5957928	5957984	5974360	5974442	5941809	5941846	5978071	5978104
332	"ENSG00000141458.8"	"NPC1"	chr18	-	21113318	21113481	21114409	21114523	21111400	21112248	21115432	21115664
