ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
651	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
654	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
663	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
665	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
711	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30864761	30861082	30861166	30870894	30871055
716	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17855656	17855850	17878628	17878827
748	"ENSG00000100417.7"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980530	41980607
754	"ENSG00000100242.11"	"SUN2"	chr22	-	39150646	39150711	39150646	39150695	39151767	39152005
768	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
782	"ENSG00000183963.14"	"SMTN"	chr22	+	31492983	31493324	31493254	31493324	31492718	31492883
794	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682004	30682131	30682004	30682087	30682251	30682365
863	"ENSG00000070371.11"	"CLTCL1"	chr22	-	19183776	19184167	19183776	19183926	19187244	19187352
882	"ENSG00000141959.12"	"PFKL"	chr21	+	45733795	45736222	45736126	45736222	45733520	45733565
927	"ENSG00000101246.15"	"ARFRP1"	chr20	-	62338350	62338449	62338350	62338444	62339161	62339190
931	"ENSG00000258366.3"	"RTEL1"	chr20	+	62321318	62321563	62321439	62321563	62321198	62321218
943	"ENSG00000124224.12"	"PPP4R1L"	chr20	-	56820838	56822562	56820838	56821308	56823170	56823329
944	"ENSG00000124224.12"	"PPP4R1L"	chr20	-	56847824	56847931	56847824	56847927	56861369	56861502
969	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43561322	43561354
1008	"ENSG00000149531.10"	"FRG1B"	chr20	+	29612878	29613061	29612961	29613061	29612260	29612397
1029	"ENSG00000125846.11"	"ZNF133"	chr20	+	18286311	18286451	18286324	18286451	18285728	18285822
1088	"ENSG00000105609.12"	"LILRB5"	chr19	-	54756733	54757931	54756733	54756850	54758227	54758278
1099	"ENSG00000105509.6"	"HAS1"	chr19	-	52217144	52217414	52217144	52217355	52220220	52220446
1128	"ENSG00000213024.6"	"NUP62"	chr19	-	50430950	50431105	50430950	50431072	50432673	50432761
1135	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49964875	49965293	49965140	49965293	49964078	49964156
1199	"ENSG00000182472.4"	"CAPN12"	chr19	-	39224342	39224580	39224342	39224421	39225452	39225510
1273	"ENSG00000152234.11"	"ATP5A1"	chr18	-	43675018	43675097	43675018	43675089	43678137	43678319
1352	"ENSG00000115464.10"	"USP34"	chr2	-	61441194	61441413	61441194	61441353	61447444	61447592
1353	"ENSG00000115464.10"	"USP34"	chr2	-	61441194	61441829	61441194	61441353	61447444	61447592
1511	"ENSG00000196118.7"	"C16orf93"	chr16	-	30770662	30770779	30770662	30770765	30770974	30771130
1539	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109416	109492
1547	"ENSG00000104894.7"	"CD37"	chr19	+	49842586	49843863	49843507	49843863	49841956	49842193
1555	"ENSG00000141458.8"	"NPC1"	chr18	-	21113318	21114523	21113318	21113481	21115432	21115664
1563	"ENSG00000181392.10"	"SYNE4"	chr19	-	36496234	36497573	36496234	36496339	36497651	36497846
1565	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13113584	13113704
1566	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13114128	13114250
1580	"ENSG00000132199.14"	"ENOSF1"	chr18	-	690548	690745	690548	690631	691067	691106
1589	"ENSG00000178927.12"	"C17orf62"	chr17	-	80404498	80404572	80404498	80404568	80405455	80407985
1603	"ENSG00000011304.12"	"PTBP1"	chr19	+	808359	808452	808379	808452	806407	806556
1609	"ENSG00000167291.11"	"TBC1D16"	chr17	-	77924209	77924393	77924209	77924374	77925248	77925396
1610	"ENSG00000167291.11"	"TBC1D16"	chr17	-	77924209	77924393	77924209	77924377	77925248	77925396
1631	"ENSG00000106245.5"	"BUD31"	chr7	+	99007656	99007792	99007659	99007792	99006707	99006868
1633	"ENSG00000120699.8"	"EXOSC8"	chr13	+	37577070	37578698	37578652	37578698	37576624	37576688
1646	"ENSG00000108654.7"	"DDX5"	chr17	-	62502193	62502380	62502193	62502377	62502872	62503648
1692	"ENSG00000181513.10"	"ACBD4"	chr17	+	43213205	43213320	43213208	43213320	43212707	43212959
1720	"ENSG00000126561.12"	"STAT5A"	chr17	+	40459610	40459741	40459621	40459741	40459419	40459514
1733	"ENSG00000073584.14"	"SMARCE1"	chr17	-	38787843	38788619	38787843	38787945	38792182	38792354
1737	"ENSG00000004059.6"	"ARF5"	chr7	+	127229538	127230191	127230119	127230191	127229136	127229217
1765	"ENSG00000109113.13"	"RAB34"	chr17	-	27043010	27043079	27043010	27043076	27044230	27044309
1778	"ENSG00000126254.7"	"RBM42"	chr19	+	36128059	36128254	36128151	36128254	36125157	36125275
1786	"ENSG00000126705.9"	"AHDC1"	chr1	-	27879584	27879801	27879584	27879696	27884815	27885041
1798	"ENSG00000108591.5"	"DRG2"	chr17	+	18002946	18003749	18003676	18003749	18002330	18002391
1800	"ENSG00000108591.5"	"DRG2"	chr17	+	18007873	18007995	18007936	18007995	18007114	18007203
1833	"ENSG00000170004.12"	"CHD3"	chr17	+	7811208	7811337	7811211	7811337	7810670	7810806
1868	"ENSG00000083454.17"	"P2RX5"	chr17	-	3591919	3592053	3591919	3591970	3592785	3592924
