ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
303	"ENSG00000147231.9"	"CXorf57"	chrX	+	105880989	105881154	105880989	105881024	105883781	105883951
323	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62974194	62974556	62944411	62944591
347	"ENSG00000156313.8"	"RPGR"	chrX	-	38146346	38147294	38147113	38147294	38135839	38136025
391	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140697	29140602	29140692	29147228	29147276
415	"ENSG00000100075.5"	"SLC25A1"	chr22	-	19165239	19165554	19165454	19165554	19164632	19164717
448	"ENSG00000154721.10"	"JAM2"	chr21	+	27078290	27078402	27078290	27078398	27084651	27084694
457	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60854212	60854405	60854212	60854395	60856113	60856221
489	"ENSG00000131051.16"	"RBM39"	chr20	-	34326889	34328809	34328745	34328809	34319862	34320057
541	"ENSG00000167613.11"	"LAIR1"	chr19	-	54872522	54872816	54872616	54872816	54868536	54868575
544	"ENSG00000196417.8"	"ZNF765"	chr19	+	53929742	53929848	53929742	53929837	53930121	53930189
618	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743511	102743574
619	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743790	102743831
628	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36501795	36501947
633	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
662	"ENSG00000072958.4"	"AP1M1"	chr19	+	16308664	16308888	16308664	16308879	16318829	16318960
677	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
687	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657751	10657514	10657747	10657864	10657929
690	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657758	10657514	10657751	10657864	10657929
691	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657791	10657514	10657751	10657864	10657929
693	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657929	10657514	10657791	10659579	10659710
