ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
651	"ENSG00000101901.6"	"ALG13"	chrX	+	110925359	110925522	110925463	110925522	110924890	110925054
652	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
656	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
664	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
666	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
667	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
668	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102841146	102841219	102840542	102840611
700	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48853661	48853769
719	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17855656	17855850	17878628	17878827
751	"ENSG00000100417.7"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980530	41980607
756	"ENSG00000100242.11"	"SUN2"	chr22	-	39135346	39135431	39135346	39135428	39135726	39135948
761	"ENSG00000184381.14"	"PLA2G6"	chr22	-	38565224	38565478	38565224	38565474	38588039	38588107
772	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
776	"ENSG00000100225.13"	"FBXO7"	chr22	+	32883731	32889268	32889091	32889268	32881054	32881196
787	"ENSG00000183963.14"	"SMTN"	chr22	+	31495047	31495882	31495730	31495882	31494652	31494826
917	"ENSG00000159131.12"	"GART"	chr21	-	34911476	34911662	34911476	34911629	34914853	34915126
927	"ENSG00000171703.12"	"TCEA2"	chr20	+	62697758	62697891	62697828	62697891	62695244	62695302
934	"ENSG00000258366.3"	"RTEL1"	chr20	+	62321318	62321563	62321439	62321563	62321198	62321218
970	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43560982	43561073
