ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
703	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943966	50943485	50943582	50943831	50943966
734	"ENSG00000100360.10"	"IFT27"	chr22	-	37154254	37160080	37154254	37154453	37159962	37160080
737	"ENSG00000100225.13"	"FBXO7"	chr22	+	32883731	32889268	32883731	32883815	32889091	32889268
799	"ENSG00000141959.12"	"PFKL"	chr21	+	45744738	45745943	45744738	45744800	45745843	45745943
946	"ENSG00000125691.8"	"RPL23"	chr17	-	37006333	37008985	37006333	37006467	37008856	37008985
962	"ENSG00000213024.6"	"NUP62"	chr19	-	50430950	50432761	50430950	50431072	50432673	50432761
1103	"ENSG00000105122.8"	"RASAL3"	chr19	-	15562434	15563626	15562434	15562749	15563468	15563626
1157	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657929	10657514	10657751	10657864	10657929
1225	"ENSG00000099860.4"	"GADD45B"	chr19	+	2476526	2478257	2476526	2476628	2477485	2478257
1261	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
1286	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109246	109347
1289	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109125	109296	109347
1341	"ENSG00000182473.16"	"EXOC7"	chr17	-	74083734	74084643	74083734	74083801	74084544	74084643
1379	"ENSG00000136450.8"	"SRSF1"	chr17	-	56082283	56083334	56082283	56082402	56083161	56083334
1387	"ENSG00000005884.13"	"ITGA3"	chr17	+	48153947	48154811	48153947	48154045	48154742	48154811
1575	"ENSG00000100316.11"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
1745	"ENSG00000214078.7"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
1770	"ENSG00000167962.8"	"ZNF598"	chr16	-	2052521	2053729	2052521	2052733	2053616	2053729
1858	"ENSG00000136378.10"	"ADAMTS7"	chr15	-	79068529	79069930	79068529	79068675	79069785	79069930
1963	"ENSG00000105677.7"	"TMEM147"	chr19	+	36037573	36038142	36037573	36037710	36038020	36038142
1982	"ENSG00000160948.9"	"VPS28"	chr8	-	145650328	145651591	145650328	145651155	145651562	145651591
2002	"ENSG00000187994.9"	"RINL"	chr19	-	39361717	39362510	39361717	39361867	39362437	39362510
2130	"ENSG00000157353.12"	"FUK"	chr16	+	70500784	70501869	70500784	70500857	70501788	70501869
2146	"ENSG00000184056.10"	"VPS33B"	chr15	-	91549601	91550276	91549601	91549675	91550179	91550276
2157	"ENSG00000132024.13"	"CC2D1A"	chr19	+	14037790	14038843	14037790	14037890	14038705	14038843
2379	"ENSG00000065357.15"	"DGKA"	chr12	+	56345406	56346215	56345406	56345567	56346124	56346215
2489	"ENSG00000129467.9"	"ADCY4"	chr14	-	24791271	24792660	24791271	24791914	24792549	24792660
2520	"ENSG00000197989.9"	"SNHG12"	chr1	-	28906044	28907158	28906044	28906099	28907071	28907158
2553	"ENSG00000076706.10"	"MCAM"	chr11	-	119181465	119182131	119181465	119181613	119181989	119182131
2651	"ENSG00000105426.10"	"PTPRS"	chr19	-	5218430	5219478	5218430	5218543	5219320	5219478
2699	"ENSG00000172803.13"	"SNX32"	chr11	+	65618525	65619150	65618525	65618631	65619110	65619150
3063	"ENSG00000026025.9"	"VIM"	chr10	+	17277167	17278378	17277167	17277388	17278292	17278378
3070	"ENSG00000254154.4"	"RP4-798P15.3"	chr1	-	177929476	177930869	177929476	177929538	177930724	177930869
3090	"ENSG00000162032.11"	"SPSB3"	chr16	-	1827747	1828613	1827747	1827873	1828134	1828613
3263	"ENSG00000159377.6"	"PSMB4"	chr1	+	151372917	151373831	151372917	151373064	151373714	151373831
3270	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32048749	32050402	32048749	32048842	32050278	32050402
3274	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
3383	"ENSG00000167526.9"	"RPL13"	chr16	+	89627634	89628159	89627634	89627776	89628003	89628159
3616	"ENSG00000115282.15"	"TTC31"	chr2	+	74717370	74718311	74717370	74717600	74718254	74718311
3802	"ENSG00000151208.12"	"DLG5"	chr10	-	79579078	79581859	79579078	79579223	79580839	79581859
3864	"ENSG00000143549.15"	"TPM3"	chr1	-	154143124	154145454	154143124	154143187	154145383	154145454
4070	"ENSG00000186281.8"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
4186	"ENSG00000204472.8"	"AIF1"	chr6	+	31583446	31584283	31583446	31583513	31584120	31584283
4208	"ENSG00000206503.7"	"HLA-A"	chr6	+	29912276	29912868	29912276	29912411	29912839	29912868
4427	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
4601	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4604	"ENSG00000114626.13"	"ABTB1"	chr3	+	127396307	127399028	127396307	127396406	127398827	127399028
4613	"ENSG00000140365.11"	"COMMD4"	chr15	+	75631325	75632219	75631325	75631445	75632042	75632219
4972	"ENSG00000121716.14"	"PILRB"	chr7	+	99950186	99950746	99950186	99950290	99950619	99950746
5035	"ENSG00000197816.9"	"CCDC180"	chr9	+	100132922	100136930	100132922	100133060	100136824	100136930
5104	"ENSG00000140043.7"	"PTGR2"	chr14	+	74343700	74346879	74343700	74343871	74346757	74346879
5258	"ENSG00000198837.5"	"DENND4B"	chr1	-	153903014	153903540	153903014	153903079	153903422	153903540
5276	"ENSG00000165959.7"	"CLMN"	chr14	-	95660185	95660933	95660185	95660313	95660872	95660933
5422	"ENSG00000149636.11"	"DSN1"	chr20	-	35399275	35399876	35399275	35399427	35399827	35399876
5477	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220100034	220100429	220100597
5529	"ENSG00000234741.3"	"GAS5"	chr1	-	173833394	173834420	173833394	173833442	173834366	173834420
5722	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
5730	"ENSG00000112739.12"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533
5795	"ENSG00000167549.14"	"CORO6"	chr17	-	27944259	27945989	27944259	27944358	27945807	27945989
5882	"ENSG00000176444.14"	"CLK2"	chr1	-	155233740	155234341	155233740	155233831	155234258	155234341
5949	"ENSG00000188257.6"	"PLA2G2A"	chr1	-	20304507	20305372	20304507	20304614	20305226	20305372
6023	"ENSG00000067829.14"	"IDH3G"	chrX	-	153051221	153051904	153051221	153051464	153051809	153051904
6026	"ENSG00000165525.13"	"NEMF"	chr14	-	50251642	50252038	50251642	50251722	50251937	50252038
6049	"ENSG00000110172.7"	"CHORDC1"	chr11	-	89943703	89947343	89943703	89943762	89947185	89947343
6081	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6185	"ENSG00000188878.12"	"FBF1"	chr17	-	73910202	73911013	73910202	73910373	73910827	73911013
6204	"ENSG00000158864.8"	"NDUFS2"	chr1	+	161179900	161180500	161179900	161179978	161180380	161180500
6291	"ENSG00000143416.16"	"SELENBP1"	chr1	-	151337664	151338160	151337664	151337757	151338081	151338160
6305	"ENSG00000131788.11"	"PIAS3"	chr1	+	145578061	145578721	145578061	145578295	145578636	145578721
6504	"ENSG00000140279.8"	"DUOX2"	chr15	-	45403308	45404153	45403308	45403475	45403965	45404153
6585	"ENSG00000085998.9"	"POMGNT1"	chr1	-	46658976	46659597	46658976	46659060	46659526	46659597
