ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
100	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176375	153176453	153176582	153176643	153176153	153176288	153178153	153178256
106	"ENSG00000018610.9"	"CXorf56"	chrX	-	118679425	118679467	118694230	118694348	118678315	118678454	118699194	118699397
109	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110967025	110967126	110963322	110963398	110968161	110968289
112	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101856391	101856437	101856807	101856905	101854453	101854775	101860409	101860581
118	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
121	"ENSG00000126756.7"	"UXT"	chrX	-	47516581	47516689	47516970	47517038	47511479	47511543	47517180	47517262
125	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41202989	41203075	41201989	41202089	41203282	41203381
129	"ENSG00000198947.10"	"DMD"	chrX	-	32364059	32364197	32366522	32366645	32361250	32361403	32380904	32381075
130	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19372608	19372701	19369398	19369525	19373466	19373622
136	"ENSG00000079974.13"	"RABL2B"	chr22	-	51207882	51207980	51214199	51214279	51207468	51207552	51215097	51215177
137	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943657	50943763	50943230	50943413	50943831	50943966
140	"ENSG00000077942.13"	"FBLN1"	chr22	+	45927144	45927204	45928942	45929044	45923726	45923889	45929640	45929778
149	"ENSG00000100307.8"	"CBX7"	chr22	-	39530405	39530757	39534640	39534707	39526776	39530053	39537375	39537441
150	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
152	"ENSG00000100129.13"	"EIF3L"	chr22	+	38251571	38251651	38254685	38254747	38247286	38247497	38258975	38259045
154	"ENSG00000100320.18"	"RBFOX2"	chr22	-	36164303	36164396	36174071	36174125	36161469	36161530	36177646	36177790
161	"ENSG00000142178.7"	"SIK1"	chr21	-	44839738	44839885	44840113	44840337	44839232	44839358	44840889	44841013
178	"ENSG00000182670.9"	"TTC3"	chr21	+	38466304	38466390	38467649	38467744	38463592	38463713	38468880	38468943
180	"ENSG00000185808.9"	"PIGP"	chr21	-	38439561	38439680	38441851	38441924	38437673	38438012	38444733	38444837
