ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"ENSG00000111971.10"	"LY6G5C"	chrGL000256.1	-	2978835	2978897	2979811	2979983	2977683	2977851	2982566	2982619
1	"ENSG00000111971.10"	"LY6G5C"	chrGL000256.1	-	2978835	2978897	2981628	2981920	2977683	2977851	2982566	2982619
2	"ENSG00000111971.10"	"LY6G5C"	chrGL000256.1	-	2979811	2979983	2981628	2981920	2977683	2977851	2982566	2982619
3	"ENSG00000230791.4"	"LST1"	chrGL000256.1	+	2886219	2886312	2886522	2886545	2885778	2885897	2887075	2887488
4	"ENSG00000230791.4"	"LST1"	chrGL000256.1	+	2886219	2886312	2886522	2886545	2885778	2885897	2887096	2887488
5	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384143	4384323	4384990	4385053	4381110	4381170	4385699	4385777
6	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384143	4384323	4384990	4385053	4381110	4381170	4386625	4386817
7	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384143	4384323	4385699	4385777	4381110	4381170	4386625	4386817
8	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384990	4385053	4385699	4385777	4381110	4381170	4386625	4386817
9	"ENSG00000206290.6"	"COL11A2"	chrGL000255.1	-	4384990	4385053	4385699	4385777	4384143	4384323	4386625	4386817
10	"ENSG00000206404.7"	"LY6G5C"	chrGL000255.1	-	2941673	2941735	2942649	2942821	2940521	2940689	2945403	2945456
11	"ENSG00000206404.7"	"LY6G5C"	chrGL000255.1	-	2941673	2941735	2944465	2944757	2940521	2940689	2945403	2945456
12	"ENSG00000206404.7"	"LY6G5C"	chrGL000255.1	-	2942649	2942821	2944465	2944757	2940521	2940689	2945403	2945456
13	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4625685	4625865	4626532	4626595	4622652	4622712	4627241	4627319
14	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4625685	4625865	4626532	4626595	4622652	4622712	4628167	4628359
15	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4625685	4625865	4627241	4627319	4622652	4622712	4628167	4628359
16	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4626532	4626595	4627241	4627319	4622652	4622712	4628167	4628359
17	"ENSG00000235708.4"	"COL11A2"	chrGL000254.1	-	4626532	4626595	4627241	4627319	4625685	4625865	4628167	4628359
18	"ENSG00000227314.8"	"MSH5"	chrGL000254.1	+	3109291	3109339	3109339	3109429	3108945	3109089	3109585	3109659
19	"ENSG00000237495.5"	"LY6G5C"	chrGL000254.1	-	3027709	3027771	3028686	3028858	3026557	3026725	3031444	3031497
20	"ENSG00000237495.5"	"LY6G5C"	chrGL000254.1	-	3027709	3027771	3030506	3030798	3026557	3026725	3031444	3031497
21	"ENSG00000237495.5"	"LY6G5C"	chrGL000254.1	-	3028686	3028858	3030506	3030798	3026557	3026725	3031444	3031497
22	"ENSG00000223699.4"	"COL11A2"	chrGL000253.1	-	4609236	4609416	4610083	4610146	4606203	4606263	4610792	4610870
23	"ENSG00000223699.4"	"COL11A2"	chrGL000253.1	-	4609236	4609416	4610083	4610146	4606203	4606263	4611718	4611910
24	"ENSG00000223699.4"	"COL11A2"	chrGL000253.1	-	4609236	4609416	4610792	4610870	4606203	4606263	4611718	4611910
25	"ENSG00000223699.4"	"COL11A2"	chrGL000253.1	-	4610083	4610146	4610792	4610870	4606203	4606263	4611718	4611910
26	"ENSG00000223699.4"	"COL11A2"	chrGL000253.1	-	4610083	4610146	4610792	4610870	4609236	4609416	4611718	4611910
27	"ENSG00000204364.6"	"C2"	chrGL000253.1	+	3244452	3244551	3246505	3246644	3244195	3244369	3247899	3248040
28	"ENSG00000237022.5"	"HLA-C"	chrGL000253.1	-	2584162	2584195	2584605	2584754	2584007	2584055	2584875	2585151
29	"ENSG00000226264.6"	"HLA-DMB"	chrGL000252.1	-	4184455	4184491	4184649	4184766	4183751	4184101	4186285	4186570
30	"ENSG00000230293.7"	"MSH5"	chrGL000252.1	+	3015176	3015224	3015224	3015314	3014830	3014974	3015470	3015544
31	"ENSG00000226404.5"	"LY6G5C"	chrGL000252.1	-	2933610	2933672	2934588	2934760	2932458	2932626	2937345	2937398
32	"ENSG00000226404.5"	"LY6G5C"	chrGL000252.1	-	2933610	2933672	2936407	2936699	2932458	2932626	2937345	2937398
33	"ENSG00000226404.5"	"LY6G5C"	chrGL000252.1	-	2934588	2934760	2936407	2936699	2932458	2932626	2937345	2937398
34	"ENSG00000227801.4"	"COL11A2"	chrGL000251.1	-	4595757	4595937	4596604	4596667	4592723	4592783	4597313	4597391
35	"ENSG00000227801.4"	"COL11A2"	chrGL000251.1	-	4595757	4595937	4596604	4596667	4592723	4592783	4598239	4598431
36	"ENSG00000227801.4"	"COL11A2"	chrGL000251.1	-	4595757	4595937	4597313	4597391	4592723	4592783	4598239	4598431
