ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
651	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
654	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
663	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
665	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
666	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
698	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48849839	48849990
704	"ENSG00000147155.6"	"EBP"	chrX	+	48382086	48382460	48382141	48382460	48380580	48380640
746	"ENSG00000205702.6"	"CYP2D7P1"	chr22	-	42537161	42537406	42537161	42537349	42537634	42537685
750	"ENSG00000100417.7"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980530	41980607
759	"ENSG00000184381.14"	"PLA2G6"	chr22	-	38565224	38565478	38565224	38565474	38576331	38576411
770	"ENSG00000100284.16"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
963	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43560982	43561073
964	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43561712	43561826	43561322	43561354
968	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43566701	43566832	43566742	43566832	43565534	43565617
984	"ENSG00000131051.16"	"RBM39"	chr20	-	34297145	34297231	34297145	34297196	34298204	34298488
999	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228146	32228337	32228149	32228337	32224445	32224514
1026	"ENSG00000125846.11"	"ZNF133"	chr20	+	18286311	18286451	18286324	18286451	18285728	18285822
1173	"ENSG00000076928.13"	"ARHGEF1"	chr19	+	42409741	42409979	42409911	42409979	42409100	42409188
1228	"ENSG00000104518.6"	"GSDMD"	chr8	+	144643171	144643593	144643539	144643593	144642772	144642941
1493	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994324	79994066	79994184	79994419	79994519
1523	"ENSG00000167220.7"	"HDHD2"	chr18	-	44660866	44661075	44660866	44661048	44662672	44662820
1531	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109416	109492
1537	"ENSG00000134759.9"	"ELP2"	chr18	+	33747063	33747185	33747118	33747185	33744437	33744630
1538	"ENSG00000134759.9"	"ELP2"	chr18	+	33747115	33747185	33747118	33747185	33744437	33744630
1556	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13114128	13114250
1591	"ENSG00000011304.12"	"PTBP1"	chr19	+	808359	808452	808379	808452	806407	806556
1613	"ENSG00000182173.8"	"TSEN54"	chr17	+	73512826	73513153	73513089	73513153	73512140	73512467
1618	"ENSG00000106245.5"	"BUD31"	chr7	+	99007656	99007792	99007659	99007792	99006707	99006868
1643	"ENSG00000068097.10"	"HEATR6"	chr17	-	58143569	58143757	58143569	58143747	58144791	58145093
1656	"ENSG00000205771.2"	"CATSPER2P1"	chr15	-	44037219	44037368	44037219	44037365	44038245	44038500
1760	"ENSG00000126254.7"	"RBM42"	chr19	+	36123978	36124154	36123999	36124154	36123837	36123903
1764	"ENSG00000136870.6"	"ZNF189"	chr9	+	104162165	104162292	104162207	104162292	104161676	104161812
1766	"ENSG00000088280.14"	"ASAP3"	chr1	-	23768993	23769128	23768993	23769105	23779189	23779264
1770	"ENSG00000126705.9"	"AHDC1"	chr1	-	27879584	27879801	27879584	27879696	27884815	27885041
1782	"ENSG00000108591.5"	"DRG2"	chr17	+	18002946	18003749	18003676	18003749	18002330	18002391
1784	"ENSG00000108591.5"	"DRG2"	chr17	+	18007873	18007995	18007936	18007995	18007114	18007203
1884	"ENSG00000008517.12"	"IL32"	chr16	+	3115781	3115827	3115784	3115827	3115631	3115656
1897	"ENSG00000169592.10"	"INO80E"	chr16	+	30015875	30015978	30015888	30015978	30014970	30015035
1903	"ENSG00000178761.10"	"FAM219B"	chr15	-	75192332	75194404	75192332	75192478	75194944	75195127
1906	"ENSG00000186951.12"	"PPARA"	chr22	+	46594238	46594488	46594241	46594488	46547790	46547873
1967	"ENSG00000102878.11"	"HSF4"	chr16	+	67203533	67203844	67203630	67203844	67202938	67203004
1989	"ENSG00000140939.10"	"NOL3"	chr16	+	67207764	67207949	67207910	67207949	67205054	67205360
1991	"ENSG00000253540.1"	"FAM86HP"	chr3	-	129821606	129821778	129821606	129821756	129823008	129823140
2051	"ENSG00000169682.13"	"SPNS1"	chr16	+	28986504	28986713	28986508	28986713	28986114	28986421
2057	"ENSG00000197165.6"	"SULT1A2"	chr16	-	28603583	28603802	28603583	28603764	28608317	28608430
2087	"ENSG00000125170.6"	"DOK4"	chr16	-	57513353	57513600	57513353	57513597	57514241	57514329
2251	"ENSG00000105193.4"	"RPS16"	chr19	-	39926246	39926348	39926246	39926345	39926487	39926588
2279	"ENSG00000259347.1"	"RP11-798K3.2"	chr15	-	67279495	67279985	67279495	67279600	67351477	67351591
2307	"ENSG00000140280.9"	"LYSMD2"	chr15	-	52016986	52017318	52016986	52017188	52029546	52030334
2334	"ENSG00000166762.12"	"CATSPER2"	chr15	-	43924396	43928024	43924396	43924561	43928238	43928417
2336	"ENSG00000242866.5"	"STRC"	chr15	-	43902509	43902635	43902509	43902584	43903696	43903735
2338	"ENSG00000242866.5"	"STRC"	chr15	-	43902509	43903513	43902509	43902635	43903696	43903735
2356	"ENSG00000162241.8"	"SLC25A45"	chr11	-	65147602	65147705	65147602	65147646	65149345	65149440
2401	"ENSG00000116560.6"	"SFPQ"	chr1	-	35641978	35642075	35641978	35642072	35643589	35643637
