ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
364	"ENSG00000205702.6"	"CYP2D7P1"	chr22	-	42537543	42537685	42537634	42537685	42537161	42537406
382	"ENSG00000100003.13"	"SEC14L2"	chr22	+	30811747	30812076	30811747	30811854	30812222	30812392
421	"ENSG00000141959.12"	"PFKL"	chr21	+	45739233	45740030	45739233	45739298	45741611	45741758
491	"ENSG00000100983.5"	"GSS"	chr20	-	33530290	33530809	33530733	33530809	33529515	33529632
515	"ENSG00000213753.6"	"RPL23AP79"	chr19	+	59100432	59100485	59100432	59100481	59100577	59100862
595	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
621	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36501795	36501947
622	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36502305	36502366
627	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
670	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
671	"ENSG00000182944.13"	"EWSR1"	chr22	+	29694722	29695270	29694722	29694885	29695588	29695841
715	"ENSG00000179532.8"	"DNHD1"	chr11	+	6554910	6555403	6554910	6555036	6559612	6559740
754	"ENSG00000167220.7"	"HDHD2"	chr18	-	44662672	44662820	44662709	44662820	44660866	44661048
775	"ENSG00000161243.4"	"FBXO27"	chr19	-	39521668	39521960	39521848	39521960	39517509	39517645
784	"ENSG00000178719.12"	"GRINA"	chr8	+	145066045	145066541	145066045	145066246	145066632	145066776
795	"ENSG00000248049.2"	"UBA6-AS1"	chr4	+	68586139	68586769	68586139	68586350	68587194	68588223
833	"ENSG00000068097.10"	"HEATR6"	chr17	-	58144791	58145093	58144794	58145093	58143569	58143747
846	"ENSG00000160469.12"	"BRSK1"	chr19	+	55798581	55798671	55798581	55798667	55800847	55800988
848	"ENSG00000147121.11"	"KRBOX4"	chrX	+	46322632	46322743	46322632	46322728	46330576	46330620
1000	"ENSG00000167711.9"	"SERPINF2"	chr17	+	1648626	1648699	1648626	1648689	1649001	1649203
1003	"ENSG00000108953.12"	"YWHAE"	chr17	-	1265195	1265302	1265223	1265302	1264385	1264592
1021	"ENSG00000169592.10"	"INO80E"	chr16	+	30014970	30015035	30014970	30014991	30015888	30015978
1085	"ENSG00000140939.10"	"NOL3"	chr16	+	67205054	67205360	67205054	67205155	67207910	67207949
1108	"ENSG00000156873.11"	"PHKG2"	chr16	+	30762426	30762924	30762426	30762538	30764552	30764618
1168	"ENSG00000214078.7"	"CPNE1"	chr20	-	34252681	34252848	34252723	34252848	34243123	34243266
1225	"ENSG00000272888.1"	"AC013394.2"	chr15	+	93426814	93427008	93426814	93426849	93428744	93428814
1236	"ENSG00000140543.9"	"DET1"	chr15	-	89073853	89074946	89074843	89074946	89070829	89071017
1371	"ENSG00000186166.4"	"CCDC84"	chr11	+	118882648	118882964	118882648	118882713	118883941	118883972
1377	"ENSG00000122786.15"	"CALD1"	chr7	+	134617738	134618828	134617738	134618141	134625842	134625988
1395	"ENSG00000022976.11"	"ZNF839"	chr14	+	102805430	102805566	102805430	102805560	102808439	102808704
1410	"ENSG00000100744.10"	"GSKIP"	chr14	+	96846024	96846629	96846024	96846092	96848583	96848842
1411	"ENSG00000100744.10"	"GSKIP"	chr14	+	96846024	96846629	96846024	96846125	96848583	96848842
1416	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94855137	94855347	94855155	94855347	94854896	94854997
1427	"ENSG00000188493.10"	"C19orf54"	chr19	-	41248419	41248675	41248481	41248675	41248070	41248094
1466	"ENSG00000100557.5"	"C14orf105"	chr14	-	57957659	57957789	57957706	57957789	57949788	57949902
1627	"ENSG00000149201.5"	"CCDC81"	chr11	+	86098557	86098714	86098557	86098701	86103582	86103839
1651	"ENSG00000238105.3"	"GOLGA2B"	chr12	-	100561113	100561221	100561114	100561221	100560831	100560919
1833	"ENSG00000215021.4"	"PHB2"	chr12	-	7078660	7078740	7078669	7078740	7077573	7077750
1935	"ENSG00000165516.6"	"KLHDC2"	chr14	+	50246312	50246524	50246312	50246393	50246930	50247040
1947	"ENSG00000166012.10"	"TAF1D"	chr11	-	93464311	93464382	93464315	93464382	93463847	93463878
2005	"ENSG00000173020.6"	"ADRBK1"	chr11	+	67048202	67048655	67048202	67048254	67048929	67049029
2035	"ENSG00000152689.13"	"RASGRP3"	chr2	+	33764160	33764390	33764160	33764277	33768578	33768694
2052	"ENSG00000112146.12"	"FBXO9"	chr6	+	52938278	52938437	52938278	52938436	52941283	52941341
2111	"ENSG00000070081.11"	"NUCB2"	chr11	+	17308180	17308264	17308180	17308260	17312786	17312912
2123	"ENSG00000184014.3"	"DENND5A"	chr11	-	9163486	9163655	9163520	9163655	9161735	9161795
2191	"ENSG00000070047.7"	"PHRF1"	chr11	+	581491	581606	581491	581597	581961	582081
2223	"ENSG00000104907.8"	"TRMT1"	chr19	-	13223709	13223825	13223722	13223825	13220971	13221120
2255	"ENSG00000155256.13"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99502850	99502921
2256	"ENSG00000155256.13"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99504485	99504672
2265	"ENSG00000138115.9"	"CYP2C8"	chr10	-	96828953	96829254	96828991	96829254	96826964	96827114
2301	"ENSG00000107736.15"	"CDH23"	chr10	+	73472421	73472574	73472421	73472570	73474958	73476629
2315	"ENSG00000139178.6"	"C1RL"	chr12	-	7254493	7254683	7254599	7254683	7252496	7252609
2323	"ENSG00000132693.8"	"CRP"	chr1	-	159683792	159683928	159683796	159683928	159683292	159683393
2324	"ENSG00000132693.8"	"CRP"	chr1	-	159683792	159683928	159683796	159683928	159683314	159683430
2364	"ENSG00000187134.8"	"AKR1C1"	chr10	+	5009118	5010578	5009118	5009235	5011013	5011136
