ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
102	"ENSG00000101981.6"	"F9"	chrX	+	138623234	138623348	138630521	138630650	138619520	138619545	138633220	138633423
123	"ENSG00000157625.11"	"TAB3"	chrX	-	30852167	30852269	30861082	30861166	30848453	30849692	30864667	30864761
135	"ENSG00000242247.6"	"ARFGAP3"	chr22	-	43227554	43227642	43230247	43230331	43222945	43223005	43236949	43237022
141	"ENSG00000184381.14"	"PLA2G6"	chr22	-	38519101	38519265	38521645	38521698	38516765	38516916	38522377	38522456
143	"ENSG00000100003.13"	"SEC14L2"	chr22	+	30811747	30811854	30811936	30812076	30806584	30806668	30812222	30812392
149	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24025911	24026054	24029024	24029182	24002051	24002187	24032418	24032480
171	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
172	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33979958	33980026	33982147	33982315	33976434	33976593	33984414	33984456
177	"ENSG00000124164.11"	"VAPB"	chr20	+	57009657	57009761	57014000	57014081	56993266	56993419	57015962	57016139
183	"ENSG00000196756.7"	"SNHG17"	chr20	-	37049652	37049745	37050738	37050888	37049234	37049547	37055061	37055146
192	"ENSG00000101391.16"	"CDK5RAP1"	chr20	-	31958304	31958435	31960447	31960503	31954664	31954814	31961920	31962018
206	"ENSG00000105398.3"	"SULT2A1"	chr19	-	48382292	48382387	48385340	48385467	48377913	48378091	48386833	48387042
212	"ENSG00000104859.10"	"CLASRP"	chr19	+	45571272	45571316	45571677	45571738	45570594	45570852	45572323	45572382
213	"ENSG00000091732.11"	"ZC3HC1"	chr7	-	129663350	129663563	129664102	129664346	129662158	129662365	129665997	129666152
222	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36501795	36501947	36502305	36502366	36501468	36501585	36503922	36503991
224	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36502305	36502366	36503922	36503991	36501795	36501947	36504245	36504324
226	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36230610	36230989	36231280	36231465	36230152	36230527	36231924	36232129
227	"ENSG00000105697.3"	"HAMP"	chr19	+	35773396	35773570	35775691	35775751	35771618	35771830	35775840	35776046
232	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53849668	53849785	53853055	53853187	53849244	53849277	53854798	53854927
233	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53858543	53858636	53859715	53859757	53856276	53856351	53861004	53861312
235	"ENSG00000187667.6"	"WHAMMP3"	chr15	-	23196161	23196291	23198509	23198675	23194712	23194899	23200236	23200406
236	"ENSG00000085491.11"	"SLC25A24"	chr1	-	108703803	108703915	108724562	108724650	108700083	108700242	108728449	108728576
251	"ENSG00000267855.1"	"NDUFA7"	chr19	-	8381379	8381529	8385740	8385790	8376295	8376479	8386191	8386259
252	"ENSG00000086589.7"	"RBM22"	chr5	-	150078060	150078193	150078817	150078833	150076352	150076453	150080005	150080059
253	"ENSG00000076826.5"	"CAMSAP3"	chr19	+	7671662	7671695	7672706	7672754	7671361	7671457	7673011	7673150
254	"ENSG00000104883.3"	"PEX11G"	chr19	-	7543199	7543262	7546918	7547097	7541760	7542322	7550723	7550912
263	"ENSG00000064961.14"	"HMG20B"	chr19	+	3575499	3575658	3576258	3576305	3574367	3574584	3576550	3576623
