ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1617	"ENSG00000185825.11"	"BCAP31"	chrX	-	152986326	152986427	152980996	152981144	152988607	152988743
1658	"ENSG00000241769.3"	"LINC00893"	chrX	-	148620256	148620439	148619646	148619704	148620609	148620837
1660	"ENSG00000241489.3"	"IDS"	chrX	-	148579637	148579838	148577876	148578047	148582479	148582568
1661	"ENSG00000241489.3"	"IDS"	chrX	-	148608068	148608607	148582479	148582568	148610903	148610965
1677	"ENSG00000234062.3"	"RP11-308D16.4"	chrX	+	136007405	136007538	135991633	135991939	136103570	136103777
1678	"ENSG00000234062.3"	"RP11-308D16.4"	chrX	+	136101445	136101500	136077005	136077154	136103570	136103789
1700	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981412	133981505	133979376	133979431	133986829	133986926
1702	"ENSG00000156500.10"	"FAM122C"	chrX	+	133983196	133983258	133981412	133981505	133986829	133986926
1703	"ENSG00000156500.10"	"FAM122C"	chrX	+	133986829	133986926	133981412	133981505	133988120	133988213
1741	"ENSG00000018610.9"	"CXorf56"	chrX	-	118678315	118678454	118676467	118676557	118679425	118679467
1746	"ENSG00000175556.12"	"LONRF3"	chrX	+	118124432	118124523	118123370	118123635	118140083	118140198
1747	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1751	"ENSG00000131725.9"	"WDR44"	chrX	+	117538300	117538407	117532349	117532433	117540837	117540989
1752	"ENSG00000131725.9"	"WDR44"	chrX	+	117570664	117570787	117566743	117566857	117575330	117575522
1758	"ENSG00000102024.13"	"PLS3"	chrX	+	114858652	114858692	114856557	114856721	114863509	114863639
1759	"ENSG00000102024.13"	"PLS3"	chrX	+	114863509	114863639	114858652	114858692	114864146	114864228
1762	"ENSG00000126016.9"	"AMOT"	chrX	-	112068299	112068448	112066364	112066416	112075521	112075598
1766	"ENSG00000101901.6"	"ALG13"	chrX	+	110954902	110954953	110932314	110932425	110955711	110955758
1785	"ENSG00000101842.9"	"VSIG1"	chrX	+	107310165	107310364	107301267	107301431	107315906	107316062
1786	"ENSG00000101842.9"	"VSIG1"	chrX	+	107319306	107319448	107316479	107316599	107320277	107322327
1788	"ENSG00000089682.12"	"RBM41"	chrX	-	106331964	106332069	106312539	106312632	106356626	106356698
1792	"ENSG00000147231.9"	"CXorf57"	chrX	+	105882756	105882917	105880989	105881154	105883781	105883951
1800	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1804	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1835	"ENSG00000196440.7"	"ARMCX4"	chrX	+	100743030	100743086	100742594	100742678	100753131	100754353
1845	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306239	100306722	100297030	100297301	100306805	100307072
1846	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306632	100306722	100297030	100297301	100306805	100307043
1903	"ENSG00000147162.9"	"OGT"	chrX	+	70781624	70781750	70779437	70779527	70782696	70782867
1904	"ENSG00000147162.9"	"OGT"	chrX	+	70782979	70783096	70782696	70782867	70783178	70783349
1905	"ENSG00000147162.9"	"OGT"	chrX	+	70784450	70784603	70783178	70783349	70787349	70787602
1914	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69713225	69713325	69718369	69718420
1915	"ENSG00000082458.7"	"DLG3"	chrX	+	69717029	69717071	69713225	69713325	69718369	69718408
1921	"ENSG00000130055.9"	"GDPD2"	chrX	+	69652761	69652790	69652428	69652511	69652883	69653230
1938	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62921369	62921522	62917004	62917184	62923049	62923164
1939	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62923049	62923164	62917004	62917184	62926137	62926329
1940	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62944411	62944591	62926137	62926329	62974194	62974556
1942	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62951885	62952190	62944411	62944591	62974194	62974556
1944	"ENSG00000165591.6"	"FAAH2"	chrX	+	57474956	57475151	57473360	57473472	57515189	57515629
1970	"ENSG00000124313.8"	"IQSEC2"	chrX	-	53296150	53296246	53295510	53295946	53308745	53308841
1973	"ENSG00000126012.7"	"KDM5C"	chrX	-	53223320	53223920	53222954	53223033	53224112	53224250
1974	"ENSG00000126012.7"	"KDM5C"	chrX	-	53239857	53240039	53239595	53239758	53240678	53240837
1983	"ENSG00000179222.13"	"MAGED1"	chrX	+	51637364	51637445	51546102	51546213	51638148	51638856
2017	"ENSG00000126756.7"	"UXT"	chrX	-	47516581	47516689	47511479	47511543	47516970	47517038
2021	"ENSG00000182872.11"	"RBM10"	chrX	+	47034417	47034491	47032526	47032596	47035898	47035985
2023	"ENSG00000147050.10"	"KDM6A"	chrX	+	44879854	44879975	44870205	44870264	44894175	44894230
2029	"ENSG00000069509.5"	"FUNDC1"	chrX	-	44386482	44386611	44382884	44383521	44397712	44397788
2038	"ENSG00000147044.16"	"CASK"	chrX	-	41414852	41414888	41412971	41413168	41419031	41419100
2039	"ENSG00000147044.16"	"CASK"	chrX	-	41416284	41416353	41412971	41413168	41419031	41419100
2044	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41201989	41202089	41202989	41203075
2046	"ENSG00000215301.5"	"DDX3X"	chrX	+	41206564	41206704	41206111	41206265	41206892	41207168
2047	"ENSG00000180182.6"	"MED14"	chrX	-	40525971	40526103	40523558	40523741	40531112	40531224
2054	"ENSG00000156313.8"	"RPGR"	chrX	-	38134341	38134399	38132638	38132730	38135839	38136025
2078	"ENSG00000157625.11"	"TAB3"	chrX	-	30852167	30852269	30845558	30849692	30861082	30861166
2089	"ENSG00000101868.6"	"POLA1"	chrX	+	24744097	24744172	24742451	24742568	24745049	24745188
2097	"ENSG00000005889.11"	"ZFX"	chrX	+	24227016	24227157	24226334	24226487	24228309	24229716
2098	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24086080	24086225	24084114	24084209	24089674	24089844
2108	"ENSG00000177189.8"	"RPS6KA3"	chrX	-	20205945	20206088	20204413	20204484	20206614	20206652
2109	"ENSG00000177189.8"	"RPS6KA3"	chrX	-	20258686	20258723	20252875	20252932	20259710	20259806
2120	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19369377	19369525	19372608	19372688
2127	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855850	17818170	17820154	17878628	17878827
2134	"ENSG00000087842.6"	"PIR"	chrX	-	15425627	15425672	15415570	15415653	15444028	15444113
2144	"ENSG00000101911.8"	"PRPS2"	chrX	+	12828140	12828265	12827352	12827451	12837625	12837799
2155	"ENSG00000205663.5"	"RP11-706O15.5"	chrX	-	3817256	3817463	3809478	3811392	3819968	3820041
2158	"ENSG00000002586.13"	"CD99"	chrX	+	2632462	2632495	2609219	2609468	2637701	2637746
2160	"ENSG00000002586.13"	"CD99"	chrX	+	2644300	2644414	2641354	2641405	2656240	2656297
2175	"ENSG00000079974.13"	"RABL2B"	chr22	-	51207852	51207980	51207468	51207552	51214199	51214279
2176	"ENSG00000079974.13"	"RABL2B"	chr22	-	51207882	51207980	51207468	51207552	51214199	51214279
2183	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51018402	51018511	51018155	51018259	51018618	51018845
2188	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943230	50943413	50943657	50943686
2189	"ENSG00000100258.13"	"LMF2"	chr22	-	50943657	50943763	50943485	50943582	50943831	50943966
2190	"ENSG00000100258.13"	"LMF2"	chr22	-	50945066	50945095	50944713	50944931	50945210	50945464
2195	"ENSG00000205593.7"	"DENND6B"	chr22	-	50752828	50752923	50752242	50752701	50753033	50753129
2199	"ENSG00000170638.5"	"TRABD"	chr22	+	50635669	50635780	50633328	50633469	50635877	50636017
2204	"ENSG00000182858.9"	"ALG12"	chr22	-	50304081	50304255	50303541	50303736	50307032	50307165
2218	"ENSG00000205643.6"	"CDPF1"	chr22	-	46642569	46642692	46639917	46641135	46643002	46643118
2220	"ENSG00000205643.6"	"CDPF1"	chr22	-	46643002	46643118	46639947	46641135	46644068	46644182
2221	"ENSG00000205643.6"	"CDPF1"	chr22	-	46643006	46643118	46639909	46641135	46644068	46644181
2223	"ENSG00000205643.6"	"CDPF1"	chr22	-	46643021	46643118	46639907	46641135	46644068	46644182
2224	"ENSG00000205643.6"	"CDPF1"	chr22	-	46644068	46644181	46639909	46641135	46646152	46646186
2242	"ENSG00000093000.14"	"NUP50"	chr22	+	45577166	45577248	45573579	45574781	45579282	45579396
2245	"ENSG00000241484.5"	"ARHGAP8"	chr22	+	45110470	45110551	45098354	45098488	45121123	45121172
2254	"ENSG00000248405.5"	"PRR5-ARHGAP8"	chr22	+	45255559	45255714	45244811	45244940	45258154	45258551
2281	"ENSG00000226450.2"	"CYP2D8P1"	chr22	-	42548337	42548490	42548086	42548249	42549038	42549210
2282	"ENSG00000100197.16"	"CYP2D6"	chr22	-	42523843	42523936	42523448	42523636	42524175	42524352
2283	"ENSG00000100197.16"	"CYP2D6"	chr22	-	42523843	42523985	42523448	42523636	42524175	42524352
2291	"ENSG00000237037.5"	"NDUFA6-AS1"	chr22	+	42529046	42529097	42528376	42528609	42532207	42532291
2293	"ENSG00000184983.5"	"NDUFA6"	chr22	-	42483063	42483179	42481528	42482318	42486609	42486783
2295	"ENSG00000198911.7"	"SREBF2"	chr22	+	42273945	42274127	42273232	42273425	42276719	42276996
2297	"ENSG00000198911.7"	"SREBF2"	chr22	+	42295240	42295557	42294652	42294785	42296023	42296126
2298	"ENSG00000198911.7"	"SREBF2"	chr22	+	42295240	42295557	42294652	42294785	42296333	42296502
2299	"ENSG00000198911.7"	"SREBF2"	chr22	+	42296023	42296126	42294652	42294785	42296333	42296502
2300	"ENSG00000198911.7"	"SREBF2"	chr22	+	42296023	42296126	42295240	42295557	42296333	42296502
2303	"ENSG00000196419.8"	"XRCC6"	chr22	+	42049532	42049694	42046726	42046895	42052906	42053036
2304	"ENSG00000196419.8"	"XRCC6"	chr22	+	42057334	42057448	42054255	42054356	42059625	42060038
2312	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41660667	41660847	41657449	41657584	41664100	41664160
2313	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41680904	41681157	41676936	41677086	41681366	41681909
2314	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41680904	41681157	41676936	41677086	41681547	41681969
2316	"ENSG00000100393.9"	"EP300"	chr22	+	41542742	41542820	41537051	41537226	41543840	41543950
2317	"ENSG00000196236.8"	"XPNPEP3"	chr22	+	41256681	41256797	41253100	41253249	41257621	41258774
2320	"ENSG00000196236.8"	"XPNPEP3"	chr22	+	41318336	41318517	41310242	41310328	41320365	41320486
2321	"ENSG00000196236.8"	"XPNPEP3"	chr22	+	41351290	41351450	41349558	41349637	41360050	41360121
2322	"ENSG00000196236.8"	"XPNPEP3"	chr22	+	41360050	41360121	41349558	41349637	41363802	41363838
2339	"ENSG00000100359.16"	"SGSM3"	chr22	+	40801144	40801288	40800560	40800668	40801652	40801848
2340	"ENSG00000100359.16"	"SGSM3"	chr22	+	40803792	40803847	40803020	40803572	40804074	40804124
2359	"ENSG00000100242.11"	"SUN2"	chr22	-	39137498	39137576	39136271	39137055	39138305	39138443
2361	"ENSG00000100242.11"	"SUN2"	chr22	-	39150646	39150695	39148511	39148670	39151767	39152005
2364	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39052644	39052755	39064021	39064137
2366	"ENSG00000100211.6"	"CBY1"	chr22	+	39061550	39061690	39052960	39053148	39064021	39064137
2367	"ENSG00000100211.6"	"CBY1"	chr22	+	39063573	39063667	39052960	39053148	39064021	39064137
2368	"ENSG00000100211.6"	"CBY1"	chr22	+	39064021	39064137	39052640	39052755	39066888	39066994
2369	"ENSG00000100211.6"	"CBY1"	chr22	+	39067074	39067193	39066771	39066994	39069163	39069418
2373	"ENSG00000100201.14"	"DDX17"	chr22	-	38890890	38891051	38890314	38890807	38891800	38891942
2374	"ENSG00000100201.14"	"DDX17"	chr22	-	38891800	38891942	38890890	38891051	38894089	38894155
2375	"ENSG00000100196.6"	"KDELR3"	chr22	+	38875597	38875756	38870527	38870628	38877216	38877469
2391	"ENSG00000100151.11"	"PICK1"	chr22	+	38466844	38466898	38465039	38465129	38467688	38467735
2397	"ENSG00000100129.13"	"EIF3L"	chr22	+	38270376	38270531	38266171	38266354	38271847	38272018
2398	"ENSG00000100129.13"	"EIF3L"	chr22	+	38273680	38274178	38271847	38272018	38282771	38282852
2399	"ENSG00000100129.13"	"EIF3L"	chr22	+	38282771	38282852	38273680	38274178	38284432	38284486
2404	"ENSG00000100106.15"	"TRIOBP"	chr22	+	38136901	38137039	38134648	38134726	38147778	38147835
2407	"ENSG00000100101.13"	"NOL12"	chr22	+	38150922	38150991	38147778	38147835	38151107	38151197
2425	"ENSG00000100379.13"	"KCTD17"	chr22	+	37457578	37457669	37455352	37455478	37458564	37459414
2431	"ENSG00000100360.10"	"IFT27"	chr22	-	37162181	37162241	37154254	37160080	37163349	37163409
2453	"ENSG00000100284.16"	"TOM1"	chr22	+	35742922	35742962	35740178	35741777	35743047	35743691
2454	"ENSG00000100284.16"	"TOM1"	chr22	+	35742922	35742965	35741717	35741777	35743047	35743985
2462	"ENSG00000100225.13"	"FBXO7"	chr22	+	32874967	32875262	32871243	32871385	32879883	32879970
2464	"ENSG00000100225.13"	"FBXO7"	chr22	+	32875119	32875262	32871223	32871385	32879883	32880092
2465	"ENSG00000100225.13"	"FBXO7"	chr22	+	32891479	32891517	32883731	32889268	32894130	32894816
2484	"ENSG00000183963.14"	"SMTN"	chr22	+	31489769	31489862	31487660	31487833	31491288	31491441
2512	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682813	30682937	30682004	30682087	30683143	30683276
2517	"ENSG00000239282.3"	"GATSL3"	chr22	-	30682004	30682087	30681820	30681915	30683143	30683276
2531	"ENSG00000100209.5"	"HSCB"	chr22	+	29141851	29141996	29140602	29140692	29147228	29147276
2533	"ENSG00000183765.16"	"CHEK2"	chr22	-	29091697	29091861	29091114	29091230	29092888	29092975
2550	"ENSG00000235954.2"	"TTC28-AS1"	chr22	+	28336007	28336159	28331138	28331218	28381679	28382380
2561	"ENSG00000244625.1"	"CTA-211A9.5"	chr22	+	27114102	27114194	27113215	27113422	27117612	27118135
2563	"ENSG00000244625.1"	"CTA-211A9.5"	chr22	+	27122606	27122757	27113214	27113422	27170118	27170180
2590	"ENSG00000100077.10"	"ADRBK2"	chr22	+	26114211	26114348	26110374	26110537	26117250	26117364
2591	"ENSG00000100058.8"	"CRYBB2P1"	chr22	+	25851678	25851807	25844071	25844251	25853225	25853368
2594	"ENSG00000206069.4"	"TMEM211"	chr22	-	25335301	25335418	25334115	25334254	25342538	25342662
2609	"ENSG00000100028.7"	"SNRPD3"	chr22	+	24963951	24964144	24953624	24953768	24967883	24967985
2613	"ENSG00000258555.2"	"SPECC1L-ADORA2A"	chr22	+	24739449	24739571	24734353	24734445	24743053	24743144
2615	"ENSG00000100014.15"	"SPECC1L"	chr22	+	24808615	24808675	24765185	24765288	24810501	24810741
2618	"ENSG00000099998.13"	"GGT5"	chr22	-	24620963	24621074	24615621	24616084	24621513	24621620
2619	"ENSG00000099998.13"	"GGT5"	chr22	-	24621212	24621379	24620963	24621074	24621513	24621620
2620	"ENSG00000099998.13"	"GGT5"	chr22	-	24621212	24621382	24620963	24621074	24621513	24621620
2621	"ENSG00000099998.13"	"GGT5"	chr22	-	24622043	24622234	24621513	24621620	24622598	24622735
2635	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24029017	24029182	24025911	24026054	24032418	24032543
2636	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24029024	24029182	24025911	24026054	24032418	24032480
2637	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24032418	24032543	24025911	24026054	24036305	24037704
2650	"ENSG00000272779.1"	"LL22NC03-80A10.6"	chr22	+	22661197	22661386	22658307	22658479	22661470	22661650
