ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
105	"ENSG00000018610.9"	"CXorf56"	chrX	-	118678315	118678454	118679425	118679467	118676467	118676557	118694230	118694348
106	"ENSG00000131725.9"	"WDR44"	chrX	+	117570664	117570787	117575330	117575522	117566743	117566857	117576206	117576308
109	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110967025	110967126	110963322	110963398	110968161	110968289
117	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
120	"ENSG00000126756.7"	"UXT"	chrX	-	47516581	47516689	47516970	47517038	47511479	47511543	47517180	47517262
124	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41202989	41203075	41201989	41202089	41203282	41203381
128	"ENSG00000157625.11"	"TAB3"	chrX	-	30852167	30852269	30861082	30861166	30848453	30849692	30864667	30864761
129	"ENSG00000131828.9"	"PDHA1"	chrX	+	19371199	19371291	19372608	19372701	19369398	19369525	19373466	19373622
131	"ENSG00000101911.8"	"PRPS2"	chrX	+	12828140	12828265	12837625	12837799	12827352	12827451	12838762	12838922
136	"ENSG00000079974.13"	"RABL2B"	chr22	-	51207882	51207980	51214199	51214279	51207468	51207552	51215097	51215177
137	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943657	50943763	50943230	50943413	50943831	50943966
141	"ENSG00000241484.5"	"ARHGAP8"	chr22	+	45110470	45110551	45121123	45121172	45098354	45098488	45122456	45122514
145	"ENSG00000198911.7"	"SREBF2"	chr22	+	42295240	42295557	42296023	42296126	42294652	42294785	42296333	42296502
146	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41657449	41657584	41660667	41660847	41653951	41654110	41664100	41664160
151	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
153	"ENSG00000100201.14"	"DDX17"	chr22	-	38890890	38891051	38891800	38891942	38890634	38890807	38894089	38894155
154	"ENSG00000100129.13"	"EIF3L"	chr22	+	38273680	38274178	38282771	38282852	38271847	38272018	38284432	38284486
157	"ENSG00000183765.16"	"CHEK2"	chr22	-	29091697	29091861	29092888	29092975	29091114	29091230	29095825	29095925
162	"ENSG00000198932.8"	"GPRASP1"	chrX	+	101907102	101907193	101907758	101907826	101906293	101906523	101908148	101908226
163	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040882	20041074	20043465	20043536	20039987	20040107	20050860	20050965
164	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040882	20041074	20049052	20049206	20039987	20040107	20050860	20050965
165	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040959	20041074	20043465	20043536	20039987	20040107	20050860	20050965
166	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040959	20041074	20049052	20049206	20039987	20040107	20050860	20050965
168	"ENSG00000160305.13"	"DIP2A"	chr21	+	47918494	47918746	47924273	47924402	47916900	47917020	47929169	47929289
188	"ENSG00000159147.13"	"DONSON"	chr21	-	34954470	34954552	34955793	34955972	34954256	34954361	34956895	34957074
190	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
195	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701281	60701495	60704840	60705008	60699672	60699836	60705274	60705352
196	"ENSG00000149657.15"	"LSM14B"	chr20	+	60701359	60701495	60704840	60705008	60699672	60699836	60705274	60705352
198	"ENSG00000064787.8"	"BCAS1"	chr20	-	52573970	52574036	52583444	52583612	52569970	52570234	52601825	52602038
199	"ENSG00000064787.8"	"BCAS1"	chr20	-	52573970	52574036	52591927	52591969	52569970	52570234	52601825	52602038
203	"ENSG00000101052.8"	"IFT52"	chr20	+	42233641	42233713	42242489	42242616	42232822	42232898	42247579	42247666
204	"ENSG00000101052.8"	"IFT52"	chr20	+	42242489	42242616	42247579	42247666	42233641	42233713	42249496	42249565
210	"ENSG00000088367.16"	"EPB41L1"	chr20	+	34802278	34802362	34806797	34806884	34800193	34800298	34809785	34809866
211	"ENSG00000088367.16"	"EPB41L1"	chr20	+	34802281	34802362	34806797	34806884	34800193	34800298	34809785	34809866
213	"ENSG00000131051.16"	"RBM39"	chr20	-	34304661	34304727	34309661	34309799	34302106	34302311	34312491	34312644
