ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
651	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
654	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
663	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
665	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
692	"ENSG00000124313.8"	"IQSEC2"	chrX	-	53295510	53296246	53295510	53295946	53308745	53308841
744	"ENSG00000205702.6"	"CYP2D7P1"	chr22	-	42537161	42537406	42537161	42537349	42537634	42537685
752	"ENSG00000100242.11"	"SUN2"	chr22	-	39135346	39135431	39135346	39135428	39135726	39135948
754	"ENSG00000100242.11"	"SUN2"	chr22	-	39150646	39150711	39150646	39150695	39151767	39152005
866	"ENSG00000100181.17"	"TPTEP1"	chr22	+	17128494	17128675	17128552	17128675	17119468	17119630
900	"ENSG00000236830.2"	"CBR3-AS1"	chr21	-	37518553	37519923	37518553	37518653	37520267	37523008
923	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572462	62572573	62572462	62572561	62572735	62572740
928	"ENSG00000258366.3"	"RTEL1"	chr20	+	62321318	62321563	62321439	62321563	62321198	62321218
939	"ENSG00000101158.8"	"NELFCD"	chr20	+	57568678	57569294	57569164	57569294	57568503	57568599
997	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228146	32228337	32228149	32228337	32224445	32224514
1001	"ENSG00000149600.7"	"COMMD7"	chr20	-	31315895	31315949	31315895	31315946	31330281	31330371
1025	"ENSG00000125846.11"	"ZNF133"	chr20	+	18286311	18286451	18286324	18286451	18285728	18285822
1065	"ENSG00000063241.3"	"ISOC2"	chr19	-	55966626	55966745	55966626	55966697	55967715	55967856
1129	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993488	49993833	49993731	49993833	49993106	49993179
1144	"ENSG00000105287.8"	"PRKD2"	chr19	-	47219387	47219792	47219387	47219477	47220071	47220384
1212	"ENSG00000181666.13"	"HKR1"	chr19	+	37838091	37838218	37838133	37838218	37815109	37815167
1268	"ENSG00000152234.11"	"ATP5A1"	chr18	-	43675018	43675097	43675018	43675089	43678137	43678319
1347	"ENSG00000115464.10"	"USP34"	chr2	-	61441194	61441413	61441194	61441353	61447444	61447592
1348	"ENSG00000115464.10"	"USP34"	chr2	-	61441194	61441829	61441194	61441353	61447444	61447592
1352	"ENSG00000105607.8"	"GCDH"	chr19	+	13008116	13008677	13008516	13008677	13007723	13007827
1359	"ENSG00000105576.11"	"TNPO2"	chr19	-	12834062	12834179	12834062	12834174	12834586	12834746
1384	"ENSG00000105397.9"	"TYK2"	chr19	-	10478970	10479094	10478970	10479047	10488889	10489102
1390	"ENSG00000223705.5"	"NSUN5P1"	chr7	+	75042066	75044301	75044162	75044301	75040937	75041042
1391	"ENSG00000223705.5"	"NSUN5P1"	chr7	+	75044869	75045469	75045380	75045469	75044397	75044512
1484	"ENSG00000133313.10"	"CNDP2"	chr18	+	72167116	72167268	72167171	72167268	72166655	72166717
1503	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994324	79994596	79994639
1529	"ENSG00000109065.7"	"NAT9"	chr17	-	72771760	72771991	72771760	72771846	72772409	72772500
1541	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109416	109492
1564	"ENSG00000101639.14"	"CEP192"	chr18	+	13116372	13116502	13116375	13116502	13114128	13114250
1578	"ENSG00000132199.14"	"ENOSF1"	chr18	-	690548	690745	690548	690631	691067	691106
1587	"ENSG00000178927.12"	"C17orf62"	chr17	-	80404498	80404572	80404498	80404568	80405455	80407985
1601	"ENSG00000011304.12"	"PTBP1"	chr19	+	808359	808452	808379	808452	806407	806556
1623	"ENSG00000182173.8"	"TSEN54"	chr17	+	73512826	73513153	73513089	73513153	73512140	73512467
1641	"ENSG00000108654.7"	"DDX5"	chr17	-	62502193	62502380	62502193	62502377	62502872	62503648
1665	"ENSG00000205771.2"	"CATSPER2P1"	chr15	-	44037219	44037368	44037219	44037365	44038728	44039292
1730	"ENSG00000004059.6"	"ARF5"	chr7	+	127229538	127230191	127230119	127230191	127229136	127229217
1770	"ENSG00000126254.7"	"RBM42"	chr19	+	36123978	36124154	36123999	36124154	36123837	36123903
1771	"ENSG00000126254.7"	"RBM42"	chr19	+	36128059	36128254	36128151	36128254	36125157	36125275
1779	"ENSG00000126705.9"	"AHDC1"	chr1	-	27879584	27879801	27879584	27879696	27884815	27885041
1795	"ENSG00000141027.16"	"NCOR1"	chr17	-	15943754	15943808	15943754	15943805	15950303	15950407
1892	"ENSG00000008517.12"	"IL32"	chr16	+	3115781	3115827	3115784	3115827	3115631	3115656
1898	"ENSG00000185761.6"	"ADAMTSL5"	chr19	-	1510843	1511159	1510843	1510916	1511623	1511771
1906	"ENSG00000169592.10"	"INO80E"	chr16	+	30015875	30015978	30015888	30015978	30014970	30015035
1912	"ENSG00000178761.10"	"FAM219B"	chr15	-	75192332	75194404	75192332	75192478	75194944	75195127
1915	"ENSG00000186951.12"	"PPARA"	chr22	+	46594238	46594488	46594241	46594488	46584619	46584719
1916	"ENSG00000121281.8"	"ADCY7"	chr16	+	50321792	50322261	50321822	50322261	50308063	50308109
1974	"ENSG00000102878.11"	"HSF4"	chr16	+	67200222	67200298	67200226	67200298	67199949	67199973
1988	"ENSG00000103042.4"	"SLC38A7"	chr16	-	58709843	58710025	58709843	58709926	58710192	58710250
1989	"ENSG00000103042.4"	"SLC38A7"	chr16	-	58709843	58710025	58709843	58709958	58710192	58710250
2001	"ENSG00000140939.10"	"NOL3"	chr16	+	67207764	67207949	67207910	67207949	67205054	67205360
