ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1593	"ENSG00000126903.11"	"SLC10A3"	chrX	-	153718280	153718366	153715649	153717421	153718932	153718967
1594	"ENSG00000126903.11"	"SLC10A3"	chrX	-	153718645	153718697	153715681	153717421	153718932	153718953
1615	"ENSG00000180879.9"	"SSR4"	chrX	+	153063179	153063269	153061888	153062007	153063525	153063591
1620	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152959584	152959722	152959359	152959472	152959798	152959875
1643	"ENSG00000102287.12"	"GABRE"	chrX	-	151128310	151128448	151124179	151124332	151130894	151131065
1657	"ENSG00000155984.10"	"TMEM185A"	chrX	-	148692969	148693146	148690313	148690516	148713225	148713381
1665	"ENSG00000241489.3"	"IDS"	chrX	-	148579637	148579838	148577876	148578047	148582479	148582568
1670	"ENSG00000010404.13"	"IDS"	chrX	-	148584841	148585019	148582479	148582568	148585686	148585749
1671	"ENSG00000010404.13"	"IDS"	chrX	-	148585686	148585823	148582479	148582568	148610903	148610965
1685	"ENSG00000129675.11"	"ARHGEF6"	chrX	-	135758782	135758876	135757165	135757255	135762889	135763035
1686	"ENSG00000129675.11"	"ARHGEF6"	chrX	-	135770090	135770150	135767835	135767982	135772768	135772907
1725	"ENSG00000188706.8"	"ZDHHC9"	chrX	-	128975754	128975932	128962956	128963117	128977671	128977885
1744	"ENSG00000018610.9"	"CXorf56"	chrX	-	118678315	118678454	118676467	118676557	118694230	118694348
1749	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1758	"ENSG00000102024.13"	"PLS3"	chrX	+	114858652	114858692	114856557	114856721	114863509	114863639
1759	"ENSG00000102024.13"	"PLS3"	chrX	+	114863509	114863639	114858652	114858692	114864146	114864228
1765	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1767	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1778	"ENSG00000197565.11"	"COL4A6"	chrX	-	107408599	107408716	107408106	107408268	107412724	107412850
1780	"ENSG00000197565.11"	"COL4A6"	chrX	-	107437763	107437817	107436857	107436927	107438311	107438356
1792	"ENSG00000123572.12"	"NRK"	chrX	+	105189863	105190007	105187932	105188033	105190306	105190456
1793	"ENSG00000123575.8"	"FAM199X"	chrX	+	103430746	103430896	103420303	103420523	103431140	103431302
1823	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101894327	101894461	101860409	101860581	101904881	101905073
1841	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100278458	100278605	100276956	100277051	100290601	100290672
1844	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306239	100306355	100297030	100297301	100306805	100307043
1845	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306239	100306722	100297030	100297301	100306805	100307072
