ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
314	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306772	100307105	100306805	100307105	100297030	100297301
319	"ENSG00000187325.4"	"TAF9B"	chrX	-	77393245	77393595	77393458	77393595	77392411	77392487
324	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62974194	62974556	62944411	62944591
344	"ENSG00000102312.16"	"PORCN"	chrX	+	48367811	48368095	48367811	48367965	48368171	48368344
455	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60854212	60854405	60854212	60854395	60855064	60855277
456	"ENSG00000101181.13"	"MTG2"	chr20	+	60774174	60774339	60774174	60774313	60775738	60777823
479	"ENSG00000101052.8"	"IFT52"	chr20	+	42233641	42233856	42233641	42233713	42242489	42242616
597	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
627	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
632	"ENSG00000090372.10"	"STRN4"	chr19	-	47225242	47225597	47225498	47225597	47223792	47224028
671	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
689	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939069	9939002	9939065	9939267	9939351
739	"ENSG00000169738.3"	"DCXR"	chr17	-	79994419	79994639	79994596	79994639	79994066	79994184
761	"ENSG00000007384.11"	"RHBDF1"	chr16	-	109246	109347	109296	109347	108971	109091
823	"ENSG00000108654.7"	"DDX5"	chr17	-	62496666	62498187	62498127	62498187	62495733	62496444
832	"ENSG00000068097.10"	"HEATR6"	chr17	-	58144791	58145093	58144794	58145093	58143569	58143747
842	"ENSG00000108387.10"	"SEPT4"	chr17	-	56604042	56604339	56604292	56604339	56603675	56603771
847	"ENSG00000147121.11"	"KRBOX4"	chrX	+	46322632	46322743	46322632	46322728	46330576	46330620
913	"ENSG00000132142.15"	"ACACA"	chr17	-	35696763	35696810	35696779	35696810	35687112	35687275
1038	"ENSG00000166747.8"	"AP1G1"	chr16	-	71841703	71842053	71841917	71842053	71840588	71840631
1104	"ENSG00000103496.10"	"STX4"	chr16	+	31045546	31045857	31045546	31045646	31046290	31046361
1267	"ENSG00000140400.10"	"MAN2C1"	chr15	-	75650802	75651149	75651044	75651149	75650541	75650685
1351	"ENSG00000105677.7"	"TMEM147"	chr19	+	36037573	36037931	36037573	36037710	36038020	36038142
1383	"ENSG00000126214.16"	"KLC1"	chr14	+	104145720	104145882	104145720	104145855	104159889	104160080
1418	"ENSG00000188493.10"	"C19orf54"	chr19	-	41248419	41248675	41248481	41248675	41248070	41248094
1471	"ENSG00000131797.8"	"CLUHP3"	chr16	+	31717210	31717355	31717210	31717315	31717741	31717775
1491	"ENSG00000100938.13"	"GMPR2"	chr14	+	24707794	24708009	24707794	24707954	24708163	24708446
1507	"ENSG00000166348.13"	"USP54"	chr10	-	75265065	75265184	75265080	75265184	75260412	75260596
1580	"ENSG00000115234.6"	"SNX17"	chr2	+	27594135	27594335	27594135	27594210	27595489	27595996
1825	"ENSG00000215021.4"	"PHB2"	chr12	-	7078660	7078740	7078669	7078740	7077573	7077750
1992	"ENSG00000175634.10"	"RPS6KB2"	chr11	+	67200422	67200665	67200422	67200513	67200810	67200918
1996	"ENSG00000173020.6"	"ADRBK1"	chr11	+	67048202	67048655	67048202	67048254	67048929	67049029
1998	"ENSG00000174197.12"	"MGA"	chr15	+	42028378	42028896	42028378	42028566	42032103	42032401
2043	"ENSG00000112146.12"	"FBXO9"	chr6	+	52938278	52938437	52938278	52938436	52941283	52941341
2102	"ENSG00000070081.11"	"NUCB2"	chr11	+	17308180	17308264	17308180	17308260	17316870	17317014
2181	"ENSG00000070047.7"	"PHRF1"	chr11	+	581491	581606	581491	581597	581961	582081
2187	"ENSG00000142102.11"	"ATHL1"	chr11	+	290677	291113	290677	290781	291975	292095
2245	"ENSG00000155256.13"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99502850	99502921
2263	"ENSG00000139624.8"	"CERS5"	chr12	-	50528182	50528485	50528328	50528485	50526744	50526847
2290	"ENSG00000197077.8"	"KIAA1671"	chr22	+	25570206	25573489	25570206	25570456	25577665	25577790
2319	"ENSG00000130779.15"	"CLIP1"	chr12	-	122825299	122826244	122825527	122826244	122819194	122819252
2416	"ENSG00000221968.4"	"FADS3"	chr11	-	61643576	61643662	61643582	61643662	61643322	61643475
2457	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32051477	32051040	32051086	32052310	32052356
2508	"ENSG00000213930.7"	"GALT"	chr9	+	34647085	34647564	34647085	34647255	34647653	34647958
2511	"ENSG00000213930.7"	"GALT"	chr9	+	34648758	34649078	34648758	34648891	34649406	34649561
2543	"ENSG00000173402.7"	"DAG1"	chr3	+	49514281	49514338	49514281	49514333	49524686	49524848
2548	"ENSG00000236404.4"	"RP11-125B21.2"	chr9	-	2506358	2506540	2506418	2506540	2503279	2503403
2637	"ENSG00000175606.6"	"TMEM70"	chr8	+	74890990	74891110	74890990	74891096	74891313	74891406
2722	"ENSG00000141127.10"	"PRPSAP2"	chr17	+	18759611	18759789	18759611	18759742	18769114	18769265
2778	"ENSG00000077454.11"	"LRCH4"	chr7	-	100174708	100175012	100174895	100175012	100174316	100174628
2784	"ENSG00000197321.10"	"SVIL"	chr10	-	29769465	29769742	29769478	29769742	29762766	29762918
2827	"ENSG00000008311.10"	"AASS"	chr7	-	121718915	121719766	121719650	121719766	121717891	121718068
2878	"ENSG00000148498.11"	"PARD3"	chr10	-	34626202	34626354	34626205	34626354	34620044	34620272
2889	"ENSG00000186088.11"	"GSAP"	chr7	-	76959498	76959684	76959555	76959684	76958649	76958708
