ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
757	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226616	24225958	24226060	24226488	24226616
862	"ENSG00000124228.10"	"DDX27"	chr20	+	47850104	47852768	47850104	47850246	47852686	47852768
878	"ENSG00000088340.11"	"FER1L4"	chr20	-	34147110	34148405	34147110	34147394	34148306	34148405
960	"ENSG00000213024.6"	"NUP62"	chr19	-	50430950	50432761	50430950	50431072	50432673	50432761
1046	"ENSG00000104518.6"	"GSDMD"	chr8	+	144641946	144643593	144641946	144642139	144643539	144643593
1087	"ENSG00000092929.7"	"UNC13D"	chr17	-	73835919	73836410	73835919	73836023	73836305	73836410
1103	"ENSG00000105122.8"	"RASAL3"	chr19	-	15562434	15563626	15562434	15562749	15563468	15563626
1122	"ENSG00000123143.8"	"PKN1"	chr19	+	14580152	14580800	14580152	14580329	14580723	14580800
1169	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939351	9939002	9939065	9939267	9939351
1190	"ENSG00000165271.12"	"NOL6"	chr9	-	33469204	33470189	33469204	33469339	33470009	33470189
1211	"ENSG00000179532.8"	"DNHD1"	chr11	+	6586924	6587995	6586924	6587221	6587816	6587995
1228	"ENSG00000099860.4"	"GADD45B"	chr19	+	2476526	2478257	2476526	2476628	2477485	2478257
1264	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
1266	"ENSG00000169738.3"	"DCXR"	chr17	-	79994066	79994639	79994066	79994184	79994596	79994639
1290	"ENSG00000007384.11"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109246	109347
1317	"ENSG00000132199.14"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
1345	"ENSG00000182473.16"	"EXOC7"	chr17	-	74083734	74084643	74083734	74083801	74084544	74084643
1433	"ENSG00000141736.9"	"ERBB2"	chr17	+	37871992	37872858	37871992	37872192	37872767	37872858
1559	"ENSG00000159176.9"	"CSRP1"	chr1	-	201454410	201458112	201454410	201454504	201458000	201458112
1579	"ENSG00000100316.11"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
1686	"ENSG00000149925.12"	"ALDOA"	chr16	+	30078770	30080299	30078770	30078982	30080138	30080299
1750	"ENSG00000214078.7"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
