ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
100	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153179231	153179333	153184285	153184507	153178671	153179054	153186817	153186980
105	"ENSG00000102038.11"	"SMARCA1"	chrX	-	128640056	128640188	128641917	128642073	128638710	128638779	128645780	128645960
107	"ENSG00000018610.9"	"CXorf56"	chrX	-	118678315	118678454	118679425	118679467	118676467	118676557	118694230	118694348
108	"ENSG00000131725.9"	"WDR44"	chrX	+	117521302	117521377	117526594	117527234	117512381	117512415	117528017	117528148
118	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
121	"ENSG00000126756.7"	"UXT"	chrX	-	47516581	47516689	47516970	47517038	47511479	47511543	47517180	47517262
128	"ENSG00000198947.10"	"DMD"	chrX	-	31191655	31191721	31196048	31196087	31190464	31190530	31196785	31196922
130	"ENSG00000101911.8"	"PRPS2"	chrX	+	12828140	12828265	12837625	12837799	12827352	12827451	12838762	12838922
135	"ENSG00000100258.13"	"LMF2"	chr22	-	50944102	50944244	50944463	50944642	50943831	50943966	50944713	50944931
142	"ENSG00000182841.8"	"RRP7B"	chr22	-	42971936	42972132	42972517	42972615	42969249	42970824	42972986	42973104
143	"ENSG00000196419.8"	"XRCC6"	chr22	+	42054255	42054356	42057334	42057448	42052906	42053036	42059625	42060038
144	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41657449	41657584	41660667	41660847	41653951	41654110	41664100	41664160
149	"ENSG00000100307.8"	"CBX7"	chr22	-	39530405	39530478	39534640	39534707	39529588	39530053	39537375	39537441
150	"ENSG00000100307.8"	"CBX7"	chr22	-	39530405	39530757	39534640	39534707	39526776	39530053	39537375	39537441
151	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
153	"ENSG00000184381.14"	"PLA2G6"	chr22	-	38519101	38519265	38521645	38521698	38516765	38516916	38522377	38522456
154	"ENSG00000100379.13"	"KCTD17"	chr22	+	37456862	37456962	37457143	37457215	37455352	37455478	37457578	37457669
156	"ENSG00000185339.4"	"TCN2"	chr22	+	31013316	31013482	31018954	31019070	31011587	31011774	31022446	31022992
157	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682004	30682087	30682813	30682937	30681820	30681915	30683143	30683276
158	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682004	30682087	30682813	30682940	30681820	30681915	30683143	30683276
164	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226060	24226135	24226211	24224945	24225056	24226488	24226616
165	"ENSG00000100030.10"	"MAPK1"	chr22	-	22142545	22142677	22142982	22143097	22127161	22127271	22153300	22153417
167	"ENSG00000100084.10"	"HIRA"	chr22	-	19343752	19343811	19346858	19347007	19343282	19343388	19348759	19348864
168	"ENSG00000069998.8"	"CECR5"	chr22	-	17621948	17622123	17623987	17624021	17619439	17619628	17625913	17626007
169	"ENSG00000160305.13"	"DIP2A"	chr21	+	47918494	47918746	47924270	47924402	47916900	47917020	47929169	47929289
170	"ENSG00000160294.6"	"MCM3AP"	chr21	-	47666541	47666800	47671442	47671596	47666220	47666318	47674305	47674440
171	"ENSG00000160294.6"	"MCM3AP"	chr21	-	47671442	47671596	47674305	47674440	47666220	47666800	47674689	47674758
192	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
193	"ENSG00000166979.8"	"EVA1C"	chr21	+	33867336	33867480	33873724	33873805	33840003	33840156	33887123	33887699
198	"ENSG00000149657.15"	"LSM14B"	chr20	+	60702640	60702757	60704840	60705008	60701359	60701495	60705274	60705352
199	"ENSG00000124164.11"	"VAPB"	chr20	+	57009657	57009761	57014000	57014081	56993266	56993419	57015962	57016139
204	"ENSG00000101052.8"	"IFT52"	chr20	+	42225074	42225162	42232399	42232529	42223332	42223457	42232822	42232898
206	"ENSG00000101452.10"	"DHX35"	chr20	+	37657060	37657142	37659346	37659418	37653872	37654002	37662848	37662960
211	"ENSG00000088367.16"	"EPB41L1"	chr20	+	34802278	34802362	34806797	34806884	34800193	34800298	34809785	34809866
