ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1590	"ENSG00000165775.13"	"FUNDC2"	chrX	+	154274783	154274859	154261677	154261828	154282869	154282956
1592	"ENSG00000165775.13"	"FUNDC2"	chrX	+	154279944	154280076	154261253	154261828	154282869	154282888
1593	"ENSG00000165775.13"	"FUNDC2"	chrX	+	154279944	154280076	154274783	154274859	154282869	154282888
1598	"ENSG00000130827.5"	"PLXNA3"	chrX	+	153698030	153698127	153697721	153697825	153698319	153698510
1610	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153179231	153179333	153178663	153179054	153184285	153184507
1616	"ENSG00000180879.9"	"SSR4"	chrX	+	153060128	153060209	153059629	153059789	153061888	153062007
1621	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153033703	153033883	153030925	153031035	153034402	153034531
1623	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153034402	153034531	153030925	153031035	153034616	153034717
1625	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153036764	153036858	153036419	153036536	153036940	153037110
1626	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153036940	153037110	153036419	153036536	153037318	153037470
1627	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153038340	153038471	153037636	153037742	153038684	153038861
1628	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043715	153043780	153043402	153043550	153043850	153043926
1629	"ENSG00000130821.11"	"SLC6A8"	chrX	+	152958495	152958630	152957429	152957562	152958717	152958821
1670	"ENSG00000241769.3"	"LINC00893"	chrX	-	148620256	148620439	148619646	148619704	148620609	148620837
1677	"ENSG00000010404.13"	"IDS"	chrX	-	148584841	148585019	148582479	148582568	148585686	148585749
1686	"ENSG00000226031.1"	"FGF13-AS1"	chrX	+	137796298	137796427	137794268	137794304	137796885	137796971
1689	"ENSG00000147274.10"	"RBMX"	chrX	-	135957244	135957327	135954426	135954504	135957416	135957542
1701	"ENSG00000198689.5"	"SLC9A6"	chrX	+	135095507	135095596	135095107	135095213	135098803	135098917
1702	"ENSG00000230162.1"	"RP11-97N5.2"	chrX	-	135026481	135026575	135024636	135025262	135026954	135027193
1714	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133981412	133981505	133988120	133988320
1726	"ENSG00000156709.9"	"AIFM1"	chrX	-	129274507	129274592	129273769	129273846	129279453	129279544
1736	"ENSG00000102038.11"	"SMARCA1"	chrX	-	128640056	128640188	128638710	128638779	128641917	128642073
1737	"ENSG00000102038.11"	"SMARCA1"	chrX	-	128641917	128642073	128640056	128640188	128645780	128645960
1755	"ENSG00000018610.9"	"CXorf56"	chrX	-	118678315	118678454	118676467	118676557	118679425	118679467
1760	"ENSG00000131724.6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
1762	"ENSG00000147251.11"	"DOCK11"	chrX	+	117777419	117777557	117775152	117775268	117782907	117783090
1765	"ENSG00000131725.9"	"WDR44"	chrX	+	117526594	117527234	117521302	117521377	117528017	117528148
1771	"ENSG00000102024.13"	"PLS3"	chrX	+	114858652	114858692	114856557	114856721	114863509	114863639
1772	"ENSG00000102024.13"	"PLS3"	chrX	+	114863509	114863639	114858652	114858692	114864146	114864228
1778	"ENSG00000101901.6"	"ALG13"	chrX	+	110964830	110964939	110963322	110963398	110966020	110966085
1780	"ENSG00000101901.6"	"ALG13"	chrX	+	110966020	110966085	110963322	110963398	110967025	110967105
1799	"ENSG00000089682.12"	"RBM41"	chrX	-	106331964	106332069	106312539	106312632	106356626	106356698
1804	"ENSG00000123572.12"	"NRK"	chrX	+	105189863	105190007	105187932	105188033	105190306	105190456
1805	"ENSG00000220023.3"	"AL592183.1"	chrGL000219.1	-	88294	88420	83212	83317	97293	97363
1812	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188
1816	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102939608	102939657	102933426	102933548	102940098	102940188
1819	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102840460	102840552	102841576	102842622
1820	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102840490	102840552	102841576	102841877
1821	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102841146	102841219	102840440	102840552	102841576	102841833
1824	"ENSG00000182916.7"	"TCEAL7"	chrX	+	102585850	102585968	102585123	102585232	102586304	102587254
1825	"ENSG00000182916.7"	"TCEAL7"	chrX	+	102585904	102585968	102585156	102585232	102586304	102587016
1840	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101856391	101856437	101854633	101854787	101860409	101860581
1843	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101894327	101894461	101860409	101860581	101904881	101905073
1855	"ENSG00000196440.7"	"ARMCX4"	chrX	+	100759923	100760342	100753131	100754353	100764350	100764414
1863	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100297030	100297301	100296305	100296360	100306772	100307105
1864	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100297221	100297301	100296305	100296360	100306772	100307071
1898	"ENSG00000102383.9"	"ZDHHC15"	chrX	-	74670636	74670757	74651285	74651355	74698725	74698820
1903	"ENSG00000094841.9"	"UPRT"	chrX	+	74519569	74519731	74517325	74517388	74520701	74520800
1917	"ENSG00000147099.15"	"HDAC8"	chrX	-	71715005	71715118	71684408	71684581	71787738	71787880
1923	"ENSG00000204131.6"	"NHSL2"	chrX	+	71354358	71354554	71353940	71354068	71356943	71357075
1926	"ENSG00000147166.6"	"ITGB1BP2"	chrX	+	70521986	70522036	70521583	70521720	70523111	70523206
1935	"ENSG00000082458.7"	"DLG3"	chrX	+	69715257	69715303	69713225	69713325	69718369	69718420
1936	"ENSG00000082458.7"	"DLG3"	chrX	+	69717029	69717071	69713225	69713325	69718369	69718408
1942	"ENSG00000120509.6"	"PDZD11"	chrX	-	69507966	69508023	69507581	69507680	69508279	69508363
1951	"ENSG00000089472.12"	"HEPH"	chrX	+	65411971	65412140	65409525	65409780	65413343	65413480
1952	"ENSG00000089472.12"	"HEPH"	chrX	+	65474876	65474983	65427956	65428088	65478681	65478821
1953	"ENSG00000089472.12"	"HEPH"	chrX	+	65475946	65476172	65474876	65474983	65478681	65478821
1962	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62944411	62944591	62926137	62926329	62974194	62974556
1964	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62951885	62952190	62944411	62944591	62974194	62974556
1971	"ENSG00000169188.4"	"APEX2"	chrX	+	55027978	55028062	55026789	55027012	55029394	55029541
1990	"ENSG00000072506.8"	"HSD17B10"	chrX	-	53459194	53459359	53458935	53459064	53460668	53460833
