ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
287	"ENSG00000185985.7"	"SLITRK2"	chrX	+	144903522	144903681	144903522	144903671	144903912	144907358
304	"ENSG00000147231.9"	"CXorf57"	chrX	+	105880989	105881154	105880989	105881024	105883781	105883951
491	"ENSG00000078747.8"	"ITCH"	chr20	+	33065576	33065711	33065576	33065665	33067499	33067594
493	"ENSG00000125970.7"	"RALY"	chr20	+	32659871	32660136	32659871	32660011	32661624	32661672
513	"ENSG00000196209.8"	"SIRPB2"	chr20	-	1460570	1460710	1460638	1460710	1460344	1460439
516	"ENSG00000099326.4"	"MZF1"	chr19	-	59081710	59082796	59082360	59082796	59080882	59080953
557	"ENSG00000126460.6"	"PRRG2"	chr19	+	50086463	50086974	50086463	50086561	50087169	50087209
558	"ENSG00000142534.2"	"RPS11"	chr19	+	50000450	50000582	50000450	50000539	50000776	50001303
597	"ENSG00000132677.8"	"RHBG"	chr1	+	156347780	156348190	156347780	156347931	156351137	156351304
600	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
626	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36501795	36501947
631	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
641	"ENSG00000140688.12"	"C16orf58"	chr16	-	31519394	31519705	31519589	31519705	31519084	31519199
659	"ENSG00000214046.4"	"SMIM7"	chr19	-	16757906	16758072	16757930	16758072	16742187	16742475
669	"ENSG00000099797.7"	"TECR"	chr19	+	14675597	14675935	14675597	14675670	14676013	14676102
677	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158
695	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939069	9939002	9939065	9939267	9939351
698	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544740	9544911	9544750	9544911	9530740	9530894
712	"ENSG00000031823.10"	"RANBP3"	chr19	-	5957917	5957984	5957928	5957984	5951403	5951607
732	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615684	1615820	1612205	1612429
801	"ENSG00000248049.2"	"UBA6-AS1"	chr4	+	68586139	68586769	68586139	68586350	68587194	68588223
805	"ENSG00000213339.4"	"QTRT1"	chr19	+	10812625	10812930	10812625	10812694	10817977	10818056
823	"ENSG00000167861.11"	"HID1"	chr17	-	72959834	72960005	72959865	72960005	72959067	72959173
841	"ENSG00000068097.10"	"HEATR6"	chr17	-	58144791	58145093	58144794	58145093	58143569	58143747
848	"ENSG00000108387.10"	"SEPT4"	chr17	-	56599096	56599462	56599327	56599462	56598905	56599007
855	"ENSG00000160469.12"	"BRSK1"	chr19	+	55798581	55798671	55798581	55798667	55800847	55800988
870	"ENSG00000181513.10"	"ACBD4"	chr17	+	43212707	43212963	43212707	43212959	43213208	43213320
871	"ENSG00000181513.10"	"ACBD4"	chr17	+	43213474	43214143	43213474	43213599	43214385	43214506
919	"ENSG00000141736.9"	"ERBB2"	chr17	+	37871992	37872858	37871992	37872192	37873572	37873733
965	"ENSG00000171962.13"	"LRRC48"	chr17	+	17896078	17896403	17896078	17896225	17907676	17907808
990	"ENSG00000141504.7"	"SAT2"	chr17	-	7530680	7531120	7530870	7531120	7530460	7530544
1013	"ENSG00000167711.9"	"SERPINF2"	chr17	+	1648626	1648699	1648626	1648689	1649001	1649203
1019	"ENSG00000141002.14"	"TCF25"	chr16	+	89970525	89971504	89970525	89970613	89972601	89972692
1023	"ENSG00000196155.8"	"PLEKHG4"	chr16	+	67311412	67314709	67311412	67314446	67314784	67314908
1035	"ENSG00000169592.10"	"INO80E"	chr16	+	30014970	30015035	30014970	30014991	30015888	30015978
