ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
97	"ENSG00000183878.11"	"UTY"	chrY	-	15481135	15481229	15505738	15505773	15478146	15478273	15508797	15508852
110	"ENSG00000271147.3"	"RP4-769N13.6"	chrX	+	101856391	101856437	101856807	101856905	101854453	101854775	101860409	101860581
116	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420
118	"ENSG00000086758.11"	"HUWE1"	chrX	-	53570846	53570929	53571520	53571723	53569403	53569500	53571989	53572122
120	"ENSG00000126756.7"	"UXT"	chrX	-	47516581	47516689	47516970	47517038	47511479	47511543	47517180	47517262
122	"ENSG00000069509.5"	"FUNDC1"	chrX	-	44386482	44386611	44397712	44397788	44382884	44383521	44401190	44401347
125	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41202989	41203075	41201989	41202089	41203282	41203381
129	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30861166	30864667	30864761	30852167	30852269	30870894	30871055
132	"ENSG00000006757.7"	"PNPLA4"	chrX	-	7890044	7890139	7893980	7894173	7889753	7889889	7895726	7895780
136	"ENSG00000100258.13"	"LMF2"	chr22	-	50943485	50943582	50943657	50943763	50943230	50943413	50943831	50943966
147	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
149	"ENSG00000100201.14"	"DDX17"	chr22	-	38890890	38891051	38891800	38891942	38890634	38890807	38894089	38894155
152	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140697	29141851	29141996	29139869	29139966	29147228	29147276
153	"ENSG00000183765.16"	"CHEK2"	chr22	-	29115382	29115473	29121230	29121355	29107896	29108005	29130390	29130709
158	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226060	24226135	24226211	24224945	24225056	24226488	24226616
159	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24025911	24026054	24032418	24032543	24002051	24002187	24036305	24037704
160	"ENSG00000100228.8"	"RAB36"	chr22	+	23492249	23492341	23494647	23494713	23488791	23488872	23495219	23495321
161	"ENSG00000099899.10"	"TRMT2A"	chr22	-	20100640	20100757	20100954	20101084	20099850	20100530	20101208	20101321
162	"ENSG00000099899.10"	"TRMT2A"	chr22	-	20100640	20100757	20100954	20101030	20100414	20100530	20101208	20101331
163	"ENSG00000099899.10"	"TRMT2A"	chr22	-	20100954	20101030	20101208	20101331	20100640	20100757	20102096	20102204
168	"ENSG00000160191.13"	"PDE9A"	chr21	+	44108026	44108104	44119077	44119121	44106301	44106372	44152179	44152234
171	"ENSG00000160191.13"	"PDE9A"	chr21	+	44119077	44119121	44152179	44152234	44108026	44108104	44153465	44153536
187	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
188	"ENSG00000159086.10"	"PAXBP1"	chr21	-	34115558	34115625	34115988	34116065	34110483	34110630	34117102	34117224
189	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33979958	33980026	33982147	33982315	33976434	33976593	33984414	33984456
190	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33038761	33038831	33031934	33032154	33039570	33039688
193	"ENSG00000156265.11"	"MAP3K7CL"	chr21	+	30505626	30505735	30521509	30521571	30464759	30464902	30532261	30532377
200	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43545396	43545512	43547546	43547686	43541300	43541494	43547823	43547918
201	"ENSG00000101052.8"	"IFT52"	chr20	+	42242489	42242616	42247579	42247666	42233641	42233713	42249496	42249565
207	"ENSG00000088367.16"	"EPB41L1"	chr20	+	34802278	34802362	34806797	34806884	34800193	34800298	34809785	34809866
208	"ENSG00000088367.16"	"EPB41L1"	chr20	+	34802281	34802362	34806797	34806884	34800193	34800298	34809785	34809866
210	"ENSG00000131051.16"	"RBM39"	chr20	-	34317233	34317287	34317383	34317449	34312959	34313077	34319862	34320057
212	"ENSG00000272897.1"	"RP1-309K20.6"	chr20	-	34220716	34220845	34243123	34243266	34220438	34220618	34246851	34246936
215	"ENSG00000125970.7"	"RALY"	chr20	+	32661368	32661441	32661624	32661672	32659871	32660136	32663679	32663846
216	"ENSG00000101391.16"	"CDK5RAP1"	chr20	-	31958304	31958435	31960447	31960503	31954664	31954814	31961920	31962018
219	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156027	30149436	30149539	30156922	30157370
220	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156083	30149436	30149539	30156922	30157370
227	"ENSG00000125885.9"	"MCM8"	chr20	+	5952652	5952683	5953701	5953842	5948475	5948671	5958521	5958663
228	"ENSG00000130726.7"	"TRIM28"	chr19	+	59056791	59056904	59057130	59057263	59055835	59056464	59058742	59058878
234	"ENSG00000273189.1"	"CTD-3148I10.15"	chr19	+	49982165	49982304	49983554	49983733	49979679	49979823	49983808	49983877
235	"ENSG00000104863.7"	"LIN7B"	chr19	+	49618516	49618588	49619519	49619729	49618105	49618224	49621111	49621275
236	"ENSG00000105486.9"	"LIG1"	chr19	-	48654488	48654596	48657128	48657224	48653344	48653467	48660270	48660397
242	"ENSG00000091732.11"	"ZC3HC1"	chr7	-	129663350	129663563	129664102	129664346	129662158	129662365	129665997	129666152
250	"ENSG00000105559.7"	"PLEKHA4"	chr19	-	49360678	49360753	49362116	49362396	49357473	49357521	49362725	49362941
252	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36501795	36501947	36502305	36502366	36501468	36501585	36503922	36503991
254	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36502305	36502366	36503922	36503991	36501795	36501947	36504245	36504324
255	"ENSG00000248101.2"	"AC002116.8"	chr19	-	36503922	36503991	36504245	36504324	36502305	36502366	36505076	36505137
257	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36230610	36230989	36231280	36231465	36230152	36230527	36231924	36232129
