ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
113	"ENSG00000147130.10"	"ZMYM3"	chrX	-	70470281	70470576	70471027	70471100	70469875	70470053	70471407	70471451
118	"ENSG00000069535.12"	"MAOB"	chrX	-	43628553	43628665	43634421	43634519	43627900	43627963	43637928	43637986
124	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30861166	30864667	30864761	30852167	30852269	30870894	30871055
136	"ENSG00000196419.8"	"XRCC6"	chr22	+	42054255	42054356	42057334	42057448	42052906	42053036	42059625	42060038
137	"ENSG00000100401.15"	"RANGAP1"	chr22	-	41657449	41657584	41660667	41660847	41653951	41654110	41664100	41664160
140	"ENSG00000196588.10"	"MKL1"	chr22	-	40819539	40819689	40820209	40820385	40816850	40817104	40825609	40825771
143	"ENSG00000100307.8"	"CBX7"	chr22	-	39530405	39530757	39534640	39534707	39526776	39530053	39537375	39537441
144	"ENSG00000100211.6"	"CBY1"	chr22	+	39052960	39053148	39061550	39061690	39052680	39052755	39064021	39064137
146	"ENSG00000100129.13"	"EIF3L"	chr22	+	38273680	38274178	38282771	38282852	38271847	38272018	38284432	38284486
148	"ENSG00000185339.4"	"TCN2"	chr22	+	31013316	31013482	31018954	31019070	31011587	31011774	31022446	31022992
149	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30682251	30682365	30682813	30682937	30682004	30682087	30683143	30683276
155	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24025911	24026054	24029024	24029182	24002051	24002187	24032418	24032480
156	"ENSG00000133519.8"	"ZDHHC8P1"	chr22	-	23734913	23735020	23736112	23736244	23733563	23733911	23741946	23742770
157	"ENSG00000198477.3"	"ZNF280B"	chr22	-	22848381	22848499	22862127	22862188	22838773	22843791	22862976	22863505
158	"ENSG00000100034.9"	"PPM1F"	chr22	-	22293903	22294052	22300214	22300480	22288395	22288598	22307163	22307203
160	"ENSG00000182871.10"	"COL18A1"	chr21	+	46924329	46924470	46925047	46925192	46923924	46923968	46925271	46925345
177	"ENSG00000182670.9"	"TTC3"	chr21	+	38460132	38460175	38460495	38460646	38459546	38459701	38461098	38461186
179	"ENSG00000185808.9"	"PIGP"	chr21	-	38439561	38439680	38441851	38441924	38437673	38438012	38444733	38444837
182	"ENSG00000205670.6"	"SMIM11"	chr21	+	35757775	35757942	35772008	35772197	35751726	35751815	35774388	35775075
184	"ENSG00000159131.12"	"GART"	chr21	-	34878280	34878411	34882089	34882227	34877867	34878009	34883558	34883765
185	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223
190	"ENSG00000124164.11"	"VAPB"	chr20	+	57009657	57009761	57014000	57014081	56993266	56993419	57015962	57016139
191	"ENSG00000124209.3"	"RAB22A"	chr20	+	56918773	56918855	56928328	56928400	56886098	56886178	56928487	56928594
194	"ENSG00000197818.7"	"SLC9A8"	chr20	+	48456077	48456136	48461572	48461656	48439597	48439678	48466115	48466217
195	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45867501	45867882	45874751	45875261	45865069	45865260	45878030	45878183
196	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45867639	45867882	45874751	45875261	45865069	45865260	45878030	45878183
197	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45891031	45891172	45905057	45905539	45878030	45878183	45910845	45910961
200	"ENSG00000101052.8"	"IFT52"	chr20	+	42225074	42225162	42232399	42232529	42223332	42223457	42232822	42232898
201	"ENSG00000185513.10"	"L3MBTL1"	chr20	+	42143931	42144055	42144732	42144817	42143648	42143799	42157296	42157385
205	"ENSG00000101353.10"	"MROH8"	chr20	-	35766212	35766373	35769564	35769717	35757434	35757570	35772119	35772244
209	"ENSG00000131051.16"	"RBM39"	chr20	-	34317233	34317287	34317383	34317449	34312959	34313077	34319862	34320057
211	"ENSG00000272897.1"	"RP1-309K20.6"	chr20	-	34220716	34220845	34243123	34243266	34220438	34220618	34246851	34246936
212	"ENSG00000061656.5"	"SPAG4"	chr20	+	34206533	34206642	34206844	34206920	34206371	34206397	34207116	34207232
213	"ENSG00000088298.8"	"EDEM2"	chr20	-	33719444	33719586	33725682	33725808	33714053	33714178	33730175	33730281
214	"ENSG00000100983.5"	"GSS"	chr20	-	33517203	33517393	33519138	33519220	33516235	33516754	33519741	33519936
215	"ENSG00000078747.8"	"ITCH"	chr20	+	32996456	32996598	33000320	33000445	32981596	32981687	33001547	33001685
220	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156027	30149436	30149539	30156922	30157370
221	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30155880	30156083	30149436	30149539	30156922	30157370
228	"ENSG00000149451.13"	"ADAM33"	chr20	-	3652523	3652632	3652780	3652976	3652227	3652426	3653183	3653273
229	"ENSG00000119760.11"	"SUPT7L"	chr2	-	27880211	27880536	27883850	27884255	27878231	27878469	27885045	27885148
230	"ENSG00000119760.11"	"SUPT7L"	chr2	-	27880211	27880536	27883850	27884468	27878231	27878469	27885045	27885148
