ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
651	"ENSG00000101901.6"	"ALG13"	chrX	+	110925359	110925522	110925463	110925522	110924890	110925054
652	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108939372	108939425
655	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926781	108926364	108926604	108939372	108939425
656	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926895	108926364	108926604	108939372	108939425
659	"ENSG00000068366.15"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108976367	108976632
661	"ENSG00000123572.12"	"NRK"	chrX	+	105193566	105193726	105193590	105193726	105190306	105190456
666	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933548	102933426	102933528	102940098	102940188
668	"ENSG00000123562.12"	"MORF4L2"	chrX	-	102933426	102933579	102933426	102933548	102940098	102940188
669	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840897	102841219	102841146	102841219	102840490	102840552
670	"ENSG00000133142.13"	"TCEAL4"	chrX	+	102840786	102841219	102841146	102841219	102840542	102840611
673	"ENSG00000198908.7"	"BHLHB9"	chrX	+	102002744	102002839	102002760	102002839	101975884	101975955
697	"ENSG00000172943.14"	"PHF8"	chrX	-	54069063	54069253	54069063	54069242	54070194	54070607
704	"ENSG00000068400.9"	"GRIPAP1"	chrX	-	48847337	48847522	48847337	48847514	48853661	48853769
710	"ENSG00000147155.6"	"EBP"	chrX	+	48382086	48382460	48382310	48382460	48380580	48380640
711	"ENSG00000102312.16"	"PORCN"	chrX	+	48368171	48368344	48368280	48368344	48367811	48368095
721	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30864761	30861082	30861166	30870894	30871055
726	"ENSG00000131831.13"	"RAI2"	chrX	-	17855656	17855853	17855656	17855850	17878628	17878827
737	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51017854	51017936	51017854	51017887	51018219	51018259
759	"ENSG00000100417.7"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980530	41980607
764	"ENSG00000100242.11"	"SUN2"	chr22	-	39135346	39135431	39135346	39135428	39135726	39135948
