ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
287	"ENSG00000241489.3"	"IDS"	chrX	-	148608068	148608607	148608474	148608607	148582479	148582568
308	"ENSG00000198908.7"	"BHLHB9"	chrX	+	101975884	101976019	101975884	101975955	102002760	102002839
316	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306772	100307105	100306805	100307105	100297030	100297301
325	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62974183	62974556	62974194	62974556	62944411	62944591
345	"ENSG00000102312.16"	"PORCN"	chrX	+	48367811	48368095	48367811	48367965	48368171	48368344
362	"ENSG00000254413.4"	"CHKB-CPT1B"	chr22	-	51018155	51018259	51018219	51018259	51017854	51017936
436	"ENSG00000182670.9"	"TTC3"	chr21	+	38460132	38460646	38460132	38460175	38461098	38461186
452	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572302	62572561	62572462	62572561	62572146	62572209
456	"ENSG00000197114.7"	"ZGPAT"	chr20	+	62364938	62365127	62364938	62365091	62366056	62366537
460	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60854212	60854405	60854212	60854395	60856113	60856221
483	"ENSG00000101052.8"	"IFT52"	chr20	+	42233641	42233856	42233641	42233713	42242489	42242616
522	"ENSG00000099326.4"	"MZF1"	chr19	-	59081710	59082796	59082360	59082796	59080882	59080953
563	"ENSG00000142534.2"	"RPS11"	chr19	+	50000450	50001303	50000450	50000852	50002768	50002946
604	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192
622	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743790	102743831
631	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36501795	36501947
636	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482
672	"ENSG00000123143.8"	"PKN1"	chr19	+	14578376	14578605	14578376	14578453	14578687	14578779
699	"ENSG00000174652.13"	"ZNF266"	chr19	-	9544740	9544911	9544750	9544911	9530740	9530894
732	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615684	1615820	1612205	1612429
737	"ENSG00000117481.6"	"NSUN4"	chr1	+	46810472	46810816	46810472	46810634	46818539	46818700
745	"ENSG00000186522.10"	"SEPT10"	chr2	-	110350623	110350696	110350627	110350696	110343302	110343415
771	"ENSG00000007384.11"	"RHBDF1"	chr16	-	109246	109347	109296	109347	108971	109091
804	"ENSG00000169660.11"	"HEXDC"	chr17	+	80398872	80399142	80398872	80398951	80399675	80399765
805	"ENSG00000248049.2"	"UBA6-AS1"	chr4	+	68586139	68586769	68586139	68586350	68587194	68588223
835	"ENSG00000108654.7"	"DDX5"	chr17	-	62496666	62498187	62498127	62498187	62495733	62496444
844	"ENSG00000068097.10"	"HEATR6"	chr17	-	58144791	58145093	58144794	58145093	58143569	58143747
857	"ENSG00000160469.12"	"BRSK1"	chr19	+	55798581	55798671	55798581	55798667	55800847	55800988
859	"ENSG00000147121.11"	"KRBOX4"	chrX	+	46322632	46322743	46322632	46322728	46330576	46330620
903	"ENSG00000131475.2"	"VPS25"	chr17	+	40925750	40925994	40925750	40925896	40926663	40926717
951	"ENSG00000157191.15"	"NECAP2"	chr1	+	16775587	16778510	16775587	16775696	16782312	16782388
962	"ENSG00000128487.12"	"SPECC1"	chr17	+	20135512	20135727	20135512	20135718	20149238	20149384
976	"ENSG00000214946.9"	"TBC1D26"	chr17	+	15644435	15644555	15644435	15644535	15645255	15645350
993	"ENSG00000141504.7"	"SAT2"	chr17	-	7530680	7531120	7530870	7531120	7530460	7530544
1016	"ENSG00000138834.8"	"MAPK8IP3"	chr16	+	1817805	1818108	1817805	1817919	1818199	1818379
1017	"ENSG00000167711.9"	"SERPINF2"	chr17	+	1648626	1648699	1648626	1648689	1649001	1649203
1018	"ENSG00000167711.9"	"SERPINF2"	chr17	+	1648626	1648699	1648626	1648689	1650312	1650456
1021	"ENSG00000108953.12"	"YWHAE"	chr17	-	1265195	1265302	1265223	1265302	1264385	1264592
1027	"ENSG00000185324.17"	"CDK10"	chr16	+	89759681	89759875	89759681	89759734	89760580	89760640
1040	"ENSG00000169592.10"	"INO80E"	chr16	+	30014970	30015035	30014970	30014991	30015888	30015978
